, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, YAKIMA RIVER AT KIONA, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-01-16,2448.0,5306.0,406.0,3681.0,171.0,376.0,141.0,393.0,955.0,558.0,1620.0,2105.0,4362.0,2105.0,7345.0,9139.0,2012.0,81660.0,259.0,86761.0,90000.0,90000.0,771.0,304.0,91082.0,764.0,91776.0,599.0,95343.0,95351.0,164.0,143.0,209.0,210.0,499.0,89.0,804.0,87.0,237.0,170.0,317.0,804.0,317.0,1396.0,2388.0,336.0,428.0,1116.0,361.0,1424.0,377.0,1196.0,1946.0,1453.0,1.0,0.0,1424.0,1453.0,2192.0,1643.0,1752.0,1476.0,4070.0,590.0,73.0,7267.0,259.0,226.0,89.0,57.0,26.0,73.0,527.0,75.0,898.0,7267.0,10.0,226.0,898.0,328.0,10327.0,10973.0,3427.0,834.0,15862.0,1491.0,1947.0,3891.0,15862.0,3891.0,19753.0,19753.0,20213.0,20213.0,2388.0,649.0,118756.0,194.0,12.0,298.0,716.0,124395.0,5500.0,122851.0,1081.0,1030.0,1062.0,126125.0
2003-01-17,2434.0,5274.0,403.0,3672.0,171.0,375.0,141.0,391.0,953.0,555.0,1608.0,2090.0,4345.0,2090.0,7317.0,9149.0,2090.0,82085.0,255.0,87985.0,90000.0,90000.0,767.0,303.0,91076.0,755.0,91769.0,611.0,95146.0,95154.0,159.0,138.0,212.0,213.0,502.0,88.0,812.0,83.0,234.0,164.0,309.0,812.0,309.0,1405.0,2376.0,335.0,426.0,1111.0,360.0,1420.0,377.0,1192.0,1946.0,1453.0,1.0,0.0,1420.0,1453.0,2191.0,1651.0,1746.0,1471.0,4065.0,588.0,73.0,7255.0,259.0,221.0,89.0,57.0,26.0,74.0,515.0,73.0,892.0,7255.0,10.0,221.0,892.0,335.0,10329.0,10977.0,3385.0,830.0,15839.0,1507.0,1913.0,3851.0,15839.0,3851.0,19691.0,19691.0,20213.0,20213.0,2376.0,671.0,118547.0,202.0,12.0,302.0,705.0,124198.0,5491.0,122627.0,1181.0,990.0,1046.0,125832.0
2003-01-18,2421.0,5243.0,399.0,3664.0,171.0,374.0,140.0,390.0,950.0,552.0,1596.0,2074.0,4329.0,2074.0,7268.0,9140.0,2139.0,78519.0,250.0,84238.0,90000.0,90000.0,765.0,302.0,91070.0,746.0,91763.0,596.0,94925.0,94935.0,145.0,123.0,212.0,191.0,501.0,76.0,806.0,80.0,231.0,159.0,301.0,806.0,301.0,1404.0,2338.0,334.0,425.0,1107.0,359.0,1416.0,376.0,1188.0,1945.0,1452.0,1.0,0.0,1416.0,1452.0,2187.0,1657.0,1740.0,1467.0,4059.0,586.0,73.0,7236.0,259.0,213.0,93.0,56.0,26.0,74.0,504.0,72.0,887.0,7236.0,10.0,213.0,887.0,336.0,10318.0,10971.0,3359.0,824.0,15819.0,1480.0,1885.0,3813.0,15819.0,3813.0,19631.0,19631.0,20115.0,20115.0,2338.0,633.0,118248.0,199.0,12.0,307.0,700.0,123943.0,5474.0,122357.0,1052.0,935.0,945.0,125499.0
2003-01-19,2408.0,5211.0,396.0,3656.0,170.0,374.0,140.0,389.0,947.0,550.0,1584.0,2059.0,4314.0,2059.0,7219.0,9126.0,2064.0,79492.0,246.0,83839.0,90000.0,90000.0,764.0,301.0,91066.0,737.0,91759.0,574.0,94693.0,94703.0,135.0,115.0,211.0,178.0,498.0,67.0,793.0,77.0,229.0,155.0,294.0,793.0,294.0,1385.0,2309.0,334.0,424.0,1103.0,357.0,1412.0,376.0,1183.0,1945.0,1451.0,1.0,0.0,1412.0,1451.0,2182.0,1661.0,1733.0,1462.0,4054.0,584.0,72.0,7214.0,259.0,205.0,98.0,56.0,26.0,74.0,494.0,71.0,882.0,7214.0,10.0,205.0,882.0,335.0,10296.0,10955.0,3347.0,813.0,15798.0,1416.0,1853.0,3769.0,15798.0,3769.0,19567.0,19567.0,20000.0,20000.0,2309.0,581.0,117814.0,184.0,12.0,308.0,697.0,123546.0,5457.0,121940.0,996.0,899.0,967.0,124911.0
2003-01-20,2396.0,5180.0,393.0,3648.0,170.0,373.0,140.0,387.0,945.0,548.0,1573.0,2044.0,4299.0,2044.0,7183.0,9128.0,1966.0,92133.0,243.0,94631.0,90000.0,90000.0,763.0,299.0,91064.0,729.0,91757.0,561.0,94472.0,94481.0,126.0,107.0,209.0,171.0,495.0,62.0,780.0,74.0,227.0,152.0,288.0,780.0,288.0,1361.0,2279.0,333.0,423.0,1099.0,356.0,1408.0,375.0,1179.0,1944.0,1450.0,1.0,0.0,1408.0,1450.0,2177.0,1665.0,1724.0,1455.0,4047.0,582.0,72.0,7201.0,258.0,198.0,99.0,56.0,26.0,75.0,484.0,69.0,878.0,7201.0,10.0,198.0,878.0,332.0,10266.0,10927.0,3335.0,803.0,15777.0,1378.0,1819.0,3724.0,15777.0,3724.0,19501.0,19501.0,19894.0,19894.0,2279.0,550.0,117418.0,174.0,12.0,295.0,656.0,123136.0,5422.0,121490.0,979.0,894.0,1012.0,124429.0
2003-01-21,2385.0,5154.0,389.0,3641.0,170.0,372.0,139.0,386.0,942.0,545.0,1561.0,2029.0,4285.0,2029.0,7150.0,9135.0,1874.0,94065.0,239.0,100077.0,90000.0,90000.0,763.0,298.0,91062.0,721.0,91755.0,550.0,94253.0,94263.0,119.0,102.0,208.0,165.0,492.0,59.0,770.0,72.0,225.0,148.0,281.0,770.0,281.0,1339.0,2225.0,333.0,421.0,1096.0,355.0,1404.0,375.0,1175.0,1944.0,1450.0,1.0,0.0,1404.0,1450.0,2172.0,1669.0,1715.0,1448.0,4039.0,580.0,72.0,7192.0,258.0,190.0,102.0,56.0,26.0,75.0,476.0,68.0,875.0,7192.0,10.0,190.0,875.0,328.0,10237.0,10895.0,3323.0,794.0,15753.0,1335.0,1784.0,3680.0,15753.0,3680.0,19433.0,19433.0,19795.0,19795.0,2225.0,488.0,116991.0,163.0,12.0,284.0,631.0,122690.0,5351.0,120968.0,952.0,802.0,973.0,123847.0
2003-01-22,2374.0,5144.0,386.0,3634.0,169.0,371.0,139.0,385.0,939.0,543.0,1549.0,2014.0,4272.0,2014.0,7120.0,9145.0,1807.0,94021.0,236.0,99644.0,90000.0,90000.0,762.0,297.0,91061.0,714.0,91753.0,540.0,94037.0,94046.0,116.0,102.0,206.0,159.0,489.0,56.0,763.0,70.0,224.0,146.0,276.0,763.0,276.0,1319.0,2180.0,332.0,420.0,1092.0,354.0,1401.0,374.0,1171.0,1939.0,1449.0,1.0,0.0,1401.0,1449.0,2167.0,1673.0,1706.0,1441.0,4031.0,578.0,71.0,7177.0,258.0,182.0,101.0,56.0,26.0,76.0,468.0,67.0,873.0,7177.0,10.0,182.0,873.0,325.0,10216.0,10871.0,3311.0,785.0,15721.0,1298.0,1750.0,3637.0,15721.0,3637.0,19358.0,19358.0,19726.0,19726.0,2180.0,514.0,116654.0,160.0,12.0,274.0,616.0,122328.0,5296.0,120540.0,934.0,749.0,944.0,123251.0
2003-01-23,2364.0,5136.0,382.0,3627.0,169.0,370.0,138.0,383.0,937.0,541.0,1538.0,1999.0,4259.0,1999.0,7090.0,9157.0,1765.0,93990.0,233.0,99526.0,90000.0,90000.0,762.0,296.0,91059.0,707.0,91752.0,544.0,93831.0,93839.0,119.0,108.0,206.0,153.0,488.0,58.0,760.0,68.0,222.0,143.0,270.0,760.0,270.0,1305.0,2161.0,331.0,419.0,1088.0,353.0,1397.0,374.0,1167.0,1932.0,1448.0,1.0,0.0,1397.0,1448.0,2163.0,1678.0,1698.0,1434.0,4023.0,576.0,71.0,7162.0,257.0,174.0,101.0,56.0,26.0,76.0,461.0,65.0,871.0,7162.0,10.0,174.0,871.0,322.0,10196.0,10848.0,3299.0,781.0,15687.0,1292.0,1719.0,3597.0,15687.0,3597.0,19284.0,19284.0,19686.0,19686.0,2161.0,614.0,116461.0,162.0,12.0,268.0,609.0,122118.0,5294.0,120317.0,937.0,894.0,1020.0,123042.0
2003-01-24,2354.0,5129.0,379.0,3620.0,169.0,370.0,138.0,382.0,934.0,539.0,1527.0,1985.0,4246.0,1985.0,7062.0,9172.0,1807.0,93964.0,230.0,99474.0,90000.0,90000.0,762.0,295.0,91058.0,700.0,91751.0,557.0,93637.0,93645.0,118.0,110.0,207.0,148.0,488.0,60.0,758.0,66.0,221.0,141.0,265.0,758.0,265.0,1299.0,2160.0,331.0,418.0,1085.0,351.0,1393.0,373.0,1163.0,1925.0,1447.0,1.0,0.0,1393.0,1447.0,2158.0,1682.0,1689.0,1427.0,4016.0,574.0,70.0,7155.0,257.0,166.0,109.0,56.0,26.0,77.0,454.0,64.0,869.0,7155.0,10.0,166.0,869.0,319.0,10172.0,10822.0,3287.0,779.0,15658.0,1311.0,1690.0,3562.0,15658.0,3562.0,19219.0,19219.0,19694.0,19694.0,2160.0,638.0,116248.0,170.0,12.0,269.0,608.0,121921.0,5328.0,120149.0,928.0,957.0,1058.0,123060.0
2003-01-25,2344.0,5122.0,377.0,3613.0,168.0,369.0,138.0,381.0,931.0,537.0,1515.0,1970.0,4234.0,1970.0,7035.0,9189.0,1827.0,93941.0,227.0,99486.0,90000.0,90000.0,762.0,294.0,91057.0,693.0,91749.0,559.0,93436.0,93445.0,114.0,108.0,208.0,144.0,489.0,59.0,759.0,65.0,220.0,139.0,260.0,759.0,260.0,1298.0,2165.0,330.0,416.0,1081.0,350.0,1390.0,373.0,1159.0,1919.0,1446.0,1.0,0.0,1390.0,1446.0,2153.0,1687.0,1681.0,1420.0,4008.0,572.0,70.0,7144.0,257.0,158.0,108.0,56.0,26.0,77.0,448.0,63.0,868.0,7144.0,10.0,158.0,868.0,316.0,10154.0,10804.0,3274.0,771.0,15629.0,1307.0,1666.0,3528.0,15629.0,3528.0,19157.0,19157.0,19689.0,19689.0,2165.0,616.0,116052.0,171.0,12.0,275.0,612.0,121759.0,5343.0,119996.0,924.0,1003.0,1082.0,122995.0
2003-01-26,2335.0,5115.0,375.0,3607.0,168.0,368.0,137.0,380.0,929.0,535.0,1504.0,1956.0,4223.0,1956.0,7009.0,9208.0,1827.0,93920.0,225.0,99461.0,90000.0,90000.0,763.0,294.0,91056.0,687.0,91748.0,543.0,93217.0,93226.0,105.0,94.0,207.0,139.0,487.0,53.0,755.0,63.0,219.0,138.0,255.0,755.0,255.0,1296.0,2159.0,330.0,415.0,1078.0,349.0,1386.0,372.0,1155.0,1912.0,1446.0,1.0,0.0,1386.0,1446.0,2149.0,1691.0,1673.0,1413.0,4000.0,570.0,69.0,7135.0,256.0,151.0,99.0,56.0,26.0,78.0,442.0,62.0,866.0,7135.0,10.0,151.0,866.0,314.0,10139.0,10789.0,3262.0,762.0,15601.0,1275.0,1642.0,3497.0,15601.0,3497.0,19098.0,19098.0,19619.0,19619.0,2159.0,565.0,115758.0,168.0,12.0,279.0,603.0,121511.0,5328.0,119731.0,910.0,966.0,1048.0,122757.0
