, LIBBY DAM, KOOTENAI RIV AT LEONIA, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-02-28,2182.0,5188.0,458.0,3484.0,168.0,354.0,149.0,402.0,1032.0,900.0,2011.0,2923.0,4321.0,10488.0,11123.0,985.0,14217.0,4549.0,7340.0,275.0,54249.0,325.0,62267.0,67000.0,874.0,272.0,68169.0,701.0,69239.0,69.0,1376.0,71582.0,71585.0,152.0,210.0,328.0,351.0,764.0,273.0,1511.0,98.0,337.0,262.0,334.0,2843.0,4441.0,346.0,405.0,1144.0,357.0,1433.0,452.0,1143.0,1300.0,2077.0,1455.0,24.0,2169.0,1977.0,1692.0,1786.0,257.0,4504.0,551.0,75.0,7710.0,42.0,71.0,132.0,141.0,39.0,1473.0,279.0,239.0,143.0,115.0,283.0,331.0,61.0,1687.0,1050.0,12917.0,14897.0,4256.0,2036.0,25363.0,6137.0,4524.0,9578.0,34941.0,34941.0,36637.0,36637.0,1094.0,114330.0,286.0,798.0,233.0,1009.0,1114.0,1764.0,122872.0,5570.0,120647.0,2399.0,1105.0,1497.0,125838.0
2003-03-01,2176.0,5179.0,452.0,3465.0,167.0,353.0,148.0,398.0,1024.0,892.0,1994.0,2905.0,4267.0,10397.0,11027.0,956.0,14126.0,4749.0,7177.0,282.0,53984.0,321.0,61921.0,67000.0,858.0,269.0,68152.0,697.0,69221.0,67.0,1373.0,71496.0,71501.0,152.0,207.0,325.0,404.0,765.0,276.0,1520.0,96.0,336.0,259.0,344.0,2843.0,4388.0,344.0,403.0,1136.0,356.0,1419.0,452.0,1138.0,1295.0,2069.0,1453.0,23.0,2157.0,1958.0,1673.0,1767.0,258.0,4491.0,522.0,72.0,7715.0,41.0,71.0,130.0,138.0,38.0,1410.0,277.0,247.0,132.0,102.0,164.0,319.0,59.0,1654.0,922.0,12629.0,14592.0,4268.0,1905.0,24032.0,6036.0,4463.0,9491.0,33523.0,33523.0,34857.0,34857.0,1140.0,113135.0,275.0,750.0,223.0,898.0,1089.0,1674.0,121601.0,5525.0,119313.0,2373.0,1157.0,1508.0,124496.0
2003-03-02,2169.0,5162.0,446.0,3447.0,166.0,351.0,146.0,394.0,1017.0,884.0,1976.0,2885.0,4178.0,10068.0,10678.0,930.0,13727.0,4785.0,7123.0,280.0,53426.0,318.0,61348.0,67000.0,844.0,267.0,68132.0,675.0,69200.0,66.0,1343.0,71383.0,71388.0,151.0,218.0,336.0,410.0,766.0,263.0,1505.0,92.0,332.0,254.0,349.0,2813.0,4332.0,343.0,401.0,1131.0,354.0,1407.0,451.0,1133.0,1290.0,2057.0,1451.0,23.0,2145.0,1939.0,1652.0,1746.0,258.0,4470.0,509.0,72.0,7736.0,41.0,71.0,128.0,139.0,38.0,1434.0,279.0,293.0,131.0,90.0,120.0,309.0,58.0,1653.0,983.0,12449.0,14254.0,4291.0,1797.0,22657.0,5940.0,4444.0,9357.0,32013.0,32013.0,33339.0,33339.0,1150.0,110960.0,238.0,691.0,218.0,845.0,1071.0,1650.0,119322.0,5493.0,116968.0,2376.0,1195.0,1518.0,122234.0
2003-03-03,2163.0,5149.0,440.0,3430.0,165.0,350.0,145.0,390.0,1010.0,874.0,1958.0,2855.0,4131.0,9837.0,10423.0,899.0,13359.0,4672.0,7028.0,266.0,52909.0,314.0,60700.0,67000.0,830.0,265.0,68114.0,657.0,69181.0,65.0,1302.0,71255.0,71261.0,149.0,219.0,339.0,393.0,766.0,253.0,1484.0,90.0,330.0,257.0,360.0,2758.0,4267.0,341.0,399.0,1121.0,353.0,1395.0,450.0,1128.0,1285.0,2045.0,1449.0,23.0,2132.0,1919.0,1632.0,1724.0,258.0,4448.0,500.0,77.0,7725.0,41.0,71.0,126.0,140.0,37.0,1505.0,279.0,304.0,124.0,73.0,131.0,299.0,57.0,1653.0,952.0,12416.0,14166.0,4322.0,1706.0,22244.0,5902.0,4322.0,9232.0,31476.0,31476.0,32738.0,32738.0,1121.0,109781.0,211.0,641.0,215.0,771.0,1104.0,1623.0,117901.0,5530.0,115483.0,2350.0,1209.0,1541.0,120665.0
2003-03-04,2157.0,5142.0,435.0,3411.0,164.0,349.0,143.0,387.0,1003.0,867.0,1942.0,2827.0,4104.0,9702.0,10267.0,865.0,13120.0,4481.0,6954.0,258.0,52504.0,311.0,60173.0,67000.0,815.0,263.0,68098.0,643.0,69163.0,63.0,1271.0,71138.0,71143.0,147.0,218.0,327.0,339.0,758.0,244.0,1478.0,89.0,333.0,255.0,360.0,2716.0,4189.0,340.0,397.0,1111.0,352.0,1383.0,450.0,1125.0,1280.0,2034.0,1446.0,23.0,2118.0,1899.0,1611.0,1703.0,259.0,4426.0,468.0,77.0,7691.0,41.0,71.0,124.0,137.0,36.0,1563.0,279.0,300.0,118.0,77.0,239.0,290.0,56.0,1631.0,941.0,12392.0,14108.0,4329.0,1703.0,22087.0,5815.0,4230.0,9180.0,31267.0,31267.0,32470.0,32470.0,1155.0,109189.0,194.0,676.0,225.0,723.0,1136.0,1637.0,117189.0,5558.0,114730.0,2327.0,1189.0,1553.0,119886.0
2003-03-05,2151.0,5129.0,431.0,3394.0,163.0,347.0,142.0,383.0,997.0,859.0,1927.0,2806.0,4079.0,9613.0,10174.0,833.0,12986.0,4394.0,6917.0,252.0,52222.0,308.0,59815.0,67000.0,801.0,261.0,68082.0,636.0,69146.0,62.0,1262.0,71042.0,71045.0,150.0,225.0,323.0,348.0,754.0,247.0,1469.0,87.0,324.0,252.0,357.0,2671.0,4118.0,339.0,395.0,1103.0,351.0,1371.0,449.0,1122.0,1277.0,2024.0,1444.0,23.0,2104.0,1878.0,1590.0,1681.0,259.0,4405.0,436.0,79.0,7681.0,41.0,71.0,122.0,135.0,36.0,1564.0,279.0,321.0,111.0,92.0,267.0,282.0,55.0,1621.0,895.0,12406.0,14122.0,4318.0,1745.0,22144.0,5690.0,4170.0,9067.0,31211.0,31211.0,32433.0,32433.0,1117.0,108823.0,203.0,695.0,238.0,756.0,1128.0,1656.0,116818.0,5549.0,114286.0,2337.0,1182.0,1589.0,119387.0
2003-03-06,2146.0,5113.0,426.0,3380.0,163.0,346.0,141.0,380.0,991.0,856.0,1916.0,2785.0,4074.0,9550.0,10105.0,804.0,12888.0,4336.0,6819.0,246.0,52015.0,305.0,59492.0,67000.0,788.0,259.0,68066.0,632.0,69128.0,61.0,1260.0,70955.0,70959.0,153.0,233.0,325.0,413.0,761.0,253.0,1484.0,87.0,317.0,271.0,374.0,2654.0,4067.0,338.0,394.0,1095.0,351.0,1359.0,449.0,1118.0,1273.0,2014.0,1442.0,23.0,2091.0,1858.0,1569.0,1660.0,259.0,4384.0,408.0,81.0,7687.0,41.0,71.0,120.0,137.0,35.0,1600.0,280.0,375.0,127.0,115.0,266.0,274.0,54.0,1642.0,928.0,12415.0,14115.0,4320.0,1768.0,22199.0,5606.0,4240.0,9006.0,31205.0,31205.0,32420.0,32420.0,1091.0,108618.0,250.0,694.0,255.0,753.0,1165.0,1660.0,116650.0,5532.0,114047.0,2393.0,1221.0,1665.0,119232.0
2003-03-07,2163.0,5118.0,422.0,3370.0,163.0,345.0,140.0,378.0,985.0,850.0,1902.0,2775.0,4125.0,9531.0,10101.0,780.0,12899.0,4361.0,6768.0,251.0,51885.0,302.0,59276.0,67000.0,776.0,257.0,68050.0,637.0,69112.0,60.0,1266.0,70877.0,70880.0,159.0,222.0,328.0,369.0,775.0,272.0,1526.0,91.0,321.0,291.0,405.0,2687.0,4052.0,336.0,392.0,1093.0,352.0,1349.0,448.0,1114.0,1269.0,2004.0,1440.0,23.0,2081.0,1840.0,1551.0,1639.0,260.0,4363.0,378.0,84.0,7698.0,41.0,71.0,118.0,139.0,35.0,1697.0,280.0,385.0,137.0,120.0,197.0,267.0,53.0,1687.0,948.0,12467.0,14154.0,4356.0,1781.0,22245.0,5606.0,4339.0,8996.0,31241.0,31241.0,32374.0,32374.0,1137.0,108521.0,249.0,701.0,262.0,744.0,1253.0,1770.0,116588.0,5484.0,113880.0,2419.0,1212.0,1612.0,119148.0
2003-03-08,2234.0,5147.0,418.0,3367.0,166.0,345.0,138.0,375.0,980.0,845.0,1891.0,2768.0,4163.0,9578.0,10169.0,765.0,13007.0,4439.0,6709.0,248.0,51930.0,300.0,59207.0,67000.0,765.0,255.0,68036.0,631.0,69097.0,59.0,1275.0,70804.0,70807.0,164.0,231.0,341.0,376.0,785.0,291.0,1578.0,89.0,332.0,275.0,434.0,2737.0,4053.0,335.0,390.0,1089.0,355.0,1343.0,447.0,1110.0,1264.0,1994.0,1438.0,23.0,2072.0,1824.0,1535.0,1621.0,260.0,4345.0,344.0,82.0,7706.0,41.0,71.0,116.0,139.0,34.0,1765.0,280.0,406.0,135.0,113.0,143.0,260.0,52.0,1694.0,921.0,12451.0,14148.0,4418.0,1772.0,22342.0,5637.0,4352.0,8959.0,31301.0,31301.0,32397.0,32397.0,1130.0,108426.0,226.0,649.0,258.0,737.0,1275.0,1861.0,116645.0,5399.0,113801.0,2373.0,1095.0,1530.0,118976.0
2003-03-09,2292.0,5178.0,414.0,3369.0,172.0,350.0,137.0,373.0,978.0,841.0,1883.0,2759.0,4184.0,9623.0,10249.0,761.0,13151.0,4700.0,6727.0,268.0,52122.0,298.0,59396.0,67000.0,759.0,254.0,68023.0,650.0,69083.0,58.0,1313.0,70755.0,70757.0,198.0,299.0,401.0,549.0,838.0,320.0,1663.0,97.0,346.0,291.0,475.0,2796.0,4086.0,334.0,389.0,1094.0,358.0,1342.0,447.0,1106.0,1260.0,1984.0,1436.0,23.0,2070.0,1814.0,1522.0,1606.0,260.0,4328.0,312.0,82.0,7737.0,41.0,71.0,115.0,142.0,34.0,1771.0,280.0,433.0,141.0,111.0,160.0,254.0,51.0,1749.0,920.0,12395.0,14064.0,4502.0,1775.0,22314.0,5720.0,4437.0,9020.0,31335.0,31335.0,32545.0,32545.0,1125.0,108396.0,241.0,634.0,282.0,677.0,1284.0,1872.0,116606.0,5358.0,113672.0,2404.0,1159.0,1588.0,118691.0
