, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-30, 55625, 24420, 17640, 18242, 22645, 42335, 1668, 3470, 4112, 10030, 18372, 12578, 30945, 2105, 36645, 49700, 92750, 102035, 6062, 108082, 13560, 13725, 14732, 538, 165880, 12785, 284732, 212312, 13762, 9542, 238045, 8005, 242865, 1445, 10912, 267930, 271760, 475, 472, 635, 2325, 590, 4050, 590, 2565, 1752, 4730, 4590, 5910, 1635, 2685, 4432, 4170, 6440, 9055, 19342, 22665, 32762, 18992, 305, 20648, 18415, 15830, 15612, 730, 18808, 9765, 1495, 16615, 1292, 1340, 1458, 1160, 330, 1730, 4468, 4858, 1442, 1360, 370, 360, 60, 240, 2800, 1135, 9198, 1305, 31665, 33565, 56505, 9312, 101758, 34618, 17332, 41962, 143720, 143720, 144075, 144075, 518, 424210, 200, 330, 45, 208, 2165, 3570, 432522, 6215, 424978, 2152, 1038, 1305, 429888
2011-07-01, 53160, 23362, 17072, 18525, 23215, 44030, 1628, 3348, 4095, 9858, 18060, 12102, 30162, 2048, 35532, 54005, 95898, 105005, 4450, 108250, 13535, 13812, 14628, 482, 166778, 12468, 275900, 217708, 14058, 9642, 242188, 8345, 246192, 1458, 11135, 269735, 272960, 428, 502, 622, 2522, 625, 3892, 572, 2538, 1745, 4625, 4232, 5528, 1620, 2748, 4548, 4560, 6610, 9162, 20185, 23545, 33435, 19245, 292, 20702, 18445, 15672, 15435, 718, 18558, 9715, 1430, 16410, 1278, 1335, 1432, 1152, 335, 1678, 4320, 5532, 1390, 1302, 362, 358, 60, 242, 2658, 1112, 8922, 1202, 30652, 32610, 54340, 9480, 100205, 34640, 16742, 41850, 142052, 142052, 142400, 142400, 498, 420722, 178, 315, 40, 198, 2065, 3415, 428230, 6120, 421192, 2050, 995, 1270, 425828
2011-07-02, 51552, 20950, 16275, 18090, 20605, 41005, 1550, 3175, 3998, 9598, 17560, 11678, 29232, 1980, 34528, 51575, 97452, 106785, 2872, 107798, 12958, 13312, 14285, 470, 177115, 12638, 271175, 226105, 14410, 9438, 251655, 8178, 257985, 1432, 11062, 281890, 284885, 348, 500, 612, 2505, 580, 3825, 535, 2348, 1625, 4322, 3910, 5202, 1582, 2610, 4355, 4600, 6925, 8972, 20200, 23515, 33372, 19780, 280, 20060, 18015, 15720, 15518, 705, 18505, 9665, 1368, 16208, 1235, 1302, 1395, 1110, 328, 1652, 4082, 6990, 1365, 1238, 360, 350, 55, 228, 2498, 1075, 8732, 1135, 29102, 30982, 52370, 9712, 97095, 34618, 16280, 41952, 139048, 139048, 139385, 139385, 482, 425902, 160, 290, 40, 180, 1970, 3285, 430880, 6030, 424132, 1932, 955, 1235, 427880
2011-07-03, 49540, 18590, 15548, 18015, 18605, 38745, 1482, 2985, 3828, 9252, 16840, 11082, 27915, 1898, 33088, 48218, 93112, 102152, 2680, 103198, 12412, 12740, 13698, 455, 175158, 12545, 267638, 223500, 14700, 9058, 248785, 8058, 255450, 1442, 10925, 279788, 282960, 305, 495, 600, 2488, 548, 3835, 508, 2200, 1570, 4038, 3602, 4908, 1538, 2502, 4168, 4515, 7032, 8535, 19498, 22690, 32220, 20340, 268, 19565, 17288, 14490, 14355, 540, 17810, 9612, 1310, 16010, 1175, 1255, 1340, 1058, 310, 1602, 3740, 6455, 1348, 1202, 352, 340, 50, 210, 2308, 1028, 8458, 1048, 28498, 30222, 50155, 9800, 93942, 33732, 15512, 41152, 135090, 135090, 135420, 135420, 465, 427025, 145, 268, 32, 155, 1890, 3155, 434355, 5950, 428438, 1850, 902, 1188, 432658
2011-07-04, 47735, 16660, 14930, 18270, 17575, 37750, 1445, 2842, 3638, 8855, 16065, 10508, 26575, 1820, 31492, 46278, 87252, 95810, 2500, 96525, 11910, 12215, 13175, 438, 173315, 11940, 263422, 217270, 14835, 8760, 242755, 8235, 250098, 1478, 10945, 274782, 277885, 275, 490, 588, 2502, 515, 3865, 488, 2112, 1550, 3858, 3430, 4642, 1502, 2460, 4102, 4590, 7040, 8250, 18972, 22098, 31132, 20912, 258, 20230, 18008, 14945, 14612, 475, 17160, 9562, 1258, 15825, 1108, 1192, 1278, 992, 295, 1535, 3435, 5958, 1382, 1178, 338, 330, 50, 182, 2122, 958, 8075, 960, 27878, 29585, 47810, 9598, 90858, 32942, 14785, 40312, 131170, 131170, 131490, 131490, 445, 419235, 135, 245, 30, 122, 1802, 3035, 426822, 5880, 421630, 1792, 852, 1155, 426065
2011-07-05, 45852, 16292, 14455, 19018, 17618, 38135, 1410, 2718, 3475, 8470, 15350, 10048, 25398, 1738, 30022, 45630, 83325, 91575, 2320, 91738, 11518, 12275, 12880, 428, 178632, 11308, 257712, 216435, 14875, 8465, 239135, 8232, 244380, 1482, 10905, 266650, 269120, 248, 490, 575, 2505, 482, 3898, 472, 2025, 1532, 3685, 3322, 4472, 1475, 2365, 3948, 4625, 6810, 8018, 18518, 21585, 30242, 21472, 245, 20852, 18665, 15600, 15272, 460, 17642, 9512, 1208, 15658, 1060, 1152, 1235, 952, 282, 1472, 3212, 5518, 2222, 1765, 328, 322, 50, 160, 1942, 892, 7715, 888, 27380, 28965, 45520, 9388, 87645, 32270, 14045, 43435, 131082, 131082, 131392, 131392, 425, 407782, 125, 230, 30, 102, 1730, 2920, 415595, 5820, 411105, 1735, 812, 1150, 415705
2011-07-06, 44570, 15980, 14245, 19330, 17950, 39330, 1385, 2620, 3310, 8150, 14732, 9522, 24258, 1652, 28705, 46338, 81220, 89332, 2140, 88775, 11075, 13015, 13912, 412, 180782, 10822, 254180, 230940, 14718, 8155, 254638, 8180, 260970, 1482, 10865, 282792, 284595, 225, 490, 570, 2475, 460, 3948, 452, 1925, 1492, 3490, 3212, 4372, 1412, 2252, 3750, 4572, 7055, 7670, 17980, 20938, 29182, 22025, 235, 21175, 19045, 16088, 15808, 438, 18178, 9462, 1152, 15510, 1015, 1118, 1185, 900, 270, 1425, 2950, 5085, 1795, 1790, 318, 315, 48, 142, 1735, 828, 7380, 820, 27482, 29038, 43282, 9312, 85775, 31598, 13432, 45950, 131725, 131725, 132030, 132030, 415, 414000, 118, 215, 22, 92, 1658, 2810, 416485, 5770, 411952, 1690, 782, 1130, 414808
2011-07-07, 43080, 15690, 14135, 19598, 17298, 39808, 1348, 2530, 3148, 7830, 14135, 9105, 23242, 1560, 27398, 47080, 80292, 88385, 1960, 87058, 10578, 12518, 13520, 400, 177348, 10668, 256448, 230712, 14490, 7790, 253710, 7930, 260380, 1445, 10650, 282798, 284898, 205, 478, 558, 2405, 405, 3980, 430, 1798, 1395, 3262, 3062, 4290, 1355, 2190, 3632, 4582, 6595, 7382, 17528, 20405, 28215, 22580, 225, 21720, 19672, 16665, 16348, 425, 18602, 9410, 1100, 15368, 975, 1082, 1135, 855, 258, 1378, 2720, 4678, 1395, 1370, 308, 308, 40, 128, 1608, 768, 7045, 762, 26610, 28295, 40752, 9190, 83222, 30725, 12802, 45115, 128332, 128332, 128628, 128628, 398, 420305, 110, 205, 20, 80, 1590, 2710, 425712, 5722, 422068, 1628, 748, 1092, 425472
2011-07-08, 40788, 15408, 13770, 19395, 16182, 39280, 1308, 2448, 2980, 7515, 13550, 8608, 22158, 1465, 26180, 46842, 78952, 86995, 1820, 85198, 9958, 11892, 12942, 388, 174790, 10430, 261512, 230482, 14212, 7352, 252682, 7558, 259345, 1395, 10290, 281065, 282922, 185, 470, 542, 2362, 370, 3985, 415, 1735, 1415, 3110, 2870, 4180, 1305, 2132, 3542, 4598, 6855, 7132, 17098, 19930, 27395, 23128, 215, 22210, 20112, 17012, 16728, 415, 19062, 9360, 1042, 15225, 945, 1052, 1085, 805, 245, 1325, 2510, 4542, 1285, 1115, 295, 300, 40, 105, 1442, 695, 6705, 710, 25695, 27330, 38175, 9138, 80572, 29678, 12165, 44085, 124660, 124660, 124948, 124948, 382, 415010, 110, 192, 20, 62, 1525, 2610, 420842, 5675, 417982, 1585, 735, 1088, 421792
2011-07-09, 38620, 15128, 13352, 18140, 14490, 37255, 1240, 2330, 2785, 7178, 12900, 8005, 20905, 1372, 24815, 45385, 76420, 84288, 1745, 82300, 9288, 11170, 12242, 372, 172825, 9918, 268132, 224630, 13778, 6990, 247030, 7430, 254792, 1375, 10095, 277150, 279040, 172, 470, 532, 2385, 342, 3990, 398, 1688, 1428, 2982, 2752, 4052, 1265, 2012, 3345, 4542, 6725, 6852, 16538, 19292, 26508, 23672, 205, 22808, 20802, 17740, 17430, 395, 19535, 9310, 995, 15092, 905, 1022, 1035, 750, 232, 1285, 2315, 4525, 1270, 1070, 285, 290, 40, 88, 1330, 635, 6355, 665, 25020, 26570, 35785, 9028, 77955, 28302, 11475, 42768, 120722, 119670, 119948, 119948, 368, 408668, 100, 182, 12, 50, 1465, 2512, 414508, 5630, 412278, 1562, 730, 1100, 416110
2011-07-10, 37345, 14890, 13115, 17075, 13195, 35268, 1185, 2220, 2602, 6835, 12225, 7465, 19690, 1292, 23372, 42982, 72928, 80518, 1695, 78565, 8640, 10432, 11508, 362, 170160, 9318, 262695, 215040, 13425, 6745, 235550, 7582, 242448, 1380, 10088, 263880, 265545, 158, 475, 540, 2410, 322, 3988, 382, 1658, 1415, 2845, 2615, 3955, 1230, 1962, 3242, 4545, 6548, 6570, 15990, 18642, 25520, 23960, 198, 23192, 21235, 18225, 17945, 380, 20090, 9260, 955, 14970, 870, 992, 1002, 710, 228, 1245, 2178, 4515, 1258, 1052, 280, 280, 40, 75, 1268, 595, 6072, 625, 24510, 26008, 33735, 8948, 75550, 27018, 10888, 41408, 116960, 114858, 115125, 115125, 360, 393298, 100, 175, 10, 42, 1410, 2422, 400922, 5585, 399602, 1542, 732, 1110, 404195
2011-07-11, 36892, 14728, 13042, 16160, 12455, 33838, 1182, 2172, 2492, 6535, 11695, 7098, 18792, 1210, 22175, 41115, 69072, 76330, 1648, 74265, 8145, 9878, 10930, 352, 166888, 8978, 256540, 222500, 13268, 6538, 241018, 7708, 246320, 1380, 10045, 265035, 265708, 145, 470, 540, 2370, 280, 3988, 360, 1582, 1328, 2675, 2478, 3858, 1208, 1968, 3272, 4598, 6480, 6398, 15670, 18278, 24835, 23910, 190, 23378, 21492, 18560, 18308, 378, 20490, 9210, 915, 14840, 842, 965, 965, 682, 218, 1212, 2075, 4500, 1248, 1052, 270, 275, 30, 62, 1172, 555, 5845, 592, 24128, 25590, 31978, 8972, 73222, 26302, 10542, 40605, 113822, 112768, 113032, 113032, 345, 381858, 100, 168, 10, 40, 1350, 2340, 386685, 5545, 385725, 1505, 700, 1098, 389665
