, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, YAKIMA RIVER AT KIONA, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-02-06,2280.0,6284.0,521.0,3579.0,240.0,439.0,151.0,464.0,1104.0,712.0,1815.0,2353.0,4303.0,2353.0,10099.0,12827.0,4270.0,52874.0,307.0,62140.0,68086.0,944.0,276.0,69489.0,567.0,71970.0,953.0,74620.0,74729.0,241.0,231.0,327.0,530.0,630.0,138.0,1078.0,264.0,467.0,297.0,651.0,1078.0,651.0,2833.0,4188.0,330.0,427.0,1192.0,359.0,1485.0,367.0,1182.0,1976.0,1458.0,22.0,0.0,1485.0,1458.0,2291.0,2190.0,1905.0,1775.0,4381.0,559.0,150.0,8136.0,253.0,166.0,43.0,93.0,18.0,74.0,504.0,83.0,1484.0,8136.0,10.0,166.0,1484.0,765.0,11904.0,13302.0,4969.0,1615.0,25724.0,3023.0,6672.0,8941.0,25724.0,8941.0,34665.0,34665.0,36048.0,36048.0,4188.0,592.0,118375.0,416.0,10.0,544.0,1590.0,126190.0,5432.0,124593.0,1993.0,958.0,1361.0,129129.0
2003-02-07,2256.0,6162.0,511.0,3596.0,234.0,432.0,146.0,459.0,1087.0,703.0,1791.0,2322.0,4306.0,2322.0,10049.0,12760.0,4110.0,52750.0,300.0,61682.0,67007.0,934.0,274.0,68244.0,550.0,70552.0,958.0,72874.0,72913.0,243.0,243.0,321.0,522.0,624.0,145.0,1055.0,241.0,437.0,281.0,598.0,1055.0,598.0,2741.0,4073.0,330.0,425.0,1181.0,357.0,1467.0,366.0,1178.0,1968.0,1456.0,22.0,0.0,1467.0,1456.0,2269.0,2164.0,1877.0,1745.0,4348.0,558.0,139.0,8022.0,253.0,157.0,46.0,92.0,18.0,75.0,480.0,80.0,1432.0,8022.0,10.0,157.0,1432.0,721.0,11704.0,13030.0,4882.0,1571.0,21594.0,3040.0,6315.0,8591.0,21594.0,8591.0,30185.0,30185.0,31623.0,31623.0,4073.0,607.0,112346.0,409.0,10.0,521.0,1554.0,120578.0,5523.0,119197.0,2475.0,1080.0,1530.0,124251.0
2003-02-08,2233.0,6043.0,502.0,3614.0,228.0,426.0,142.0,455.0,1072.0,696.0,1768.0,2294.0,4311.0,2294.0,10007.0,12705.0,4031.0,52646.0,294.0,61301.0,67000.0,926.0,272.0,68209.0,533.0,70483.0,974.0,72650.0,72654.0,235.0,241.0,318.0,526.0,619.0,148.0,1049.0,220.0,412.0,275.0,553.0,1049.0,553.0,2697.0,3978.0,330.0,422.0,1171.0,354.0,1450.0,366.0,1174.0,1961.0,1455.0,22.0,0.0,1450.0,1455.0,2248.0,2139.0,1851.0,1718.0,4319.0,558.0,133.0,7991.0,253.0,148.0,54.0,93.0,18.0,75.0,459.0,78.0,1384.0,7991.0,10.0,148.0,1384.0,688.0,11511.0,12860.0,4793.0,1535.0,21110.0,2935.0,6034.0,8321.0,21110.0,8321.0,29431.0,29431.0,30943.0,30943.0,3978.0,659.0,108707.0,391.0,10.0,511.0,1568.0,116104.0,5598.0,114593.0,2324.0,1089.0,1570.0,119825.0
2003-02-09,2212.0,5926.0,492.0,3632.0,223.0,420.0,138.0,452.0,1058.0,689.0,1746.0,2269.0,4318.0,2269.0,9959.0,12653.0,4017.0,52558.0,287.0,60995.0,67000.0,917.0,270.0,68198.0,518.0,70471.0,969.0,72540.0,72545.0,232.0,240.0,313.0,527.0,613.0,143.0,1042.0,202.0,390.0,265.0,514.0,1042.0,514.0,2673.0,3903.0,330.0,420.0,1161.0,352.0,1434.0,365.0,1170.0,1953.0,1453.0,22.0,0.0,1434.0,1453.0,2230.0,2117.0,1826.0,1694.0,4292.0,558.0,130.0,7992.0,253.0,139.0,70.0,100.0,18.0,75.0,439.0,75.0,1343.0,7992.0,10.0,139.0,1343.0,663.0,11350.0,12777.0,4702.0,1514.0,20924.0,2998.0,5808.0,8128.0,20924.0,8128.0,29051.0,29051.0,30613.0,30613.0,3903.0,755.0,108072.0,381.0,10.0,496.0,1570.0,115361.0,5625.0,113807.0,2291.0,1104.0,1556.0,118818.0
2003-02-10,2192.0,5812.0,484.0,3652.0,218.0,415.0,134.0,448.0,1044.0,682.0,1726.0,2245.0,4326.0,2245.0,9919.0,12617.0,4122.0,52481.0,281.0,60789.0,67000.0,909.0,268.0,68188.0,503.0,70459.0,979.0,72438.0,72442.0,243.0,252.0,311.0,561.0,613.0,160.0,1048.0,186.0,371.0,270.0,480.0,1048.0,480.0,2665.0,3900.0,329.0,418.0,1152.0,349.0,1419.0,365.0,1166.0,1945.0,1452.0,22.0,0.0,1419.0,1452.0,2212.0,2095.0,1804.0,1671.0,4268.0,558.0,130.0,7949.0,253.0,130.0,92.0,117.0,18.0,75.0,422.0,73.0,1307.0,7949.0,10.0,130.0,1307.0,762.0,11332.0,12832.0,4616.0,1535.0,20929.0,2966.0,5642.0,7952.0,20929.0,7952.0,28881.0,28881.0,30484.0,30484.0,3900.0,779.0,107718.0,402.0,10.0,485.0,1548.0,114957.0,5624.0,113389.0,2829.0,1229.0,1622.0,118542.0
2003-02-11,2173.0,5718.0,476.0,3673.0,214.0,410.0,131.0,444.0,1032.0,675.0,1707.0,2227.0,4336.0,2227.0,9897.0,12616.0,4246.0,52425.0,274.0,60601.0,67000.0,902.0,266.0,68178.0,489.0,70448.0,987.0,72342.0,72346.0,237.0,247.0,311.0,549.0,610.0,157.0,1055.0,173.0,358.0,260.0,453.0,1055.0,453.0,2684.0,3883.0,329.0,416.0,1144.0,347.0,1404.0,364.0,1163.0,1938.0,1450.0,22.0,0.0,1404.0,1450.0,2195.0,2075.0,1782.0,1650.0,4245.0,557.0,130.0,7944.0,269.0,121.0,110.0,129.0,18.0,75.0,405.0,71.0,1270.0,7944.0,10.0,121.0,1270.0,895.0,11429.0,13060.0,4539.0,1536.0,21167.0,3057.0,5515.0,7858.0,21167.0,7858.0,29024.0,29024.0,30537.0,30537.0,3883.0,808.0,107600.0,422.0,10.0,502.0,1572.0,114835.0,5610.0,113235.0,2621.0,1204.0,1653.0,118854.0
2003-02-12,2155.0,5681.0,468.0,3694.0,211.0,405.0,131.0,441.0,1022.0,669.0,1691.0,2208.0,4348.0,2208.0,9889.0,12663.0,4323.0,52407.0,269.0,60505.0,67000.0,897.0,264.0,68169.0,476.0,70437.0,987.0,72236.0,72240.0,236.0,245.0,312.0,554.0,613.0,160.0,1062.0,162.0,353.0,256.0,435.0,1062.0,435.0,2700.0,3887.0,329.0,414.0,1136.0,345.0,1390.0,364.0,1159.0,1930.0,1449.0,22.0,0.0,1390.0,1449.0,2179.0,2055.0,1761.0,1630.0,4223.0,557.0,131.0,7949.0,340.0,114.0,118.0,131.0,18.0,76.0,391.0,69.0,1244.0,7949.0,10.0,114.0,1244.0,930.0,11432.0,13202.0,4476.0,1508.0,21430.0,3126.0,5418.0,7815.0,21430.0,7815.0,29245.0,29245.0,30730.0,30730.0,3887.0,849.0,107672.0,409.0,10.0,522.0,1578.0,114945.0,5570.0,113292.0,2473.0,1166.0,1653.0,118715.0
2003-02-13,2138.0,5657.0,461.0,3716.0,207.0,401.0,130.0,438.0,1014.0,663.0,1677.0,2193.0,4363.0,2193.0,9884.0,12803.0,4466.0,52445.0,263.0,60490.0,67000.0,894.0,263.0,68162.0,463.0,70429.0,994.0,72138.0,72142.0,238.0,243.0,313.0,545.0,615.0,163.0,1072.0,159.0,362.0,259.0,430.0,1072.0,430.0,2720.0,3909.0,328.0,412.0,1128.0,343.0,1376.0,363.0,1155.0,1923.0,1448.0,22.0,0.0,1376.0,1448.0,2163.0,2036.0,1742.0,1610.0,4202.0,557.0,132.0,7986.0,438.0,112.0,132.0,138.0,18.0,76.0,377.0,67.0,1236.0,7986.0,10.0,112.0,1236.0,1042.0,11485.0,13307.0,4434.0,1500.0,21564.0,3215.0,5346.0,7770.0,21564.0,7770.0,29334.0,29334.0,30954.0,30954.0,3909.0,980.0,107919.0,404.0,10.0,512.0,1636.0,115215.0,5587.0,113565.0,2495.0,1257.0,1647.0,118877.0
2003-02-14,2122.0,5639.0,454.0,3739.0,204.0,398.0,130.0,435.0,1006.0,658.0,1664.0,2178.0,4375.0,2178.0,9877.0,12857.0,4591.0,52544.0,258.0,60448.0,67000.0,891.0,261.0,68156.0,451.0,70422.0,982.0,72029.0,72034.0,223.0,228.0,312.0,493.0,616.0,158.0,1075.0,148.0,375.0,254.0,436.0,1075.0,436.0,2734.0,3904.0,328.0,410.0,1121.0,341.0,1363.0,363.0,1151.0,1915.0,1446.0,22.0,0.0,1363.0,1446.0,2149.0,2017.0,1722.0,1592.0,4182.0,556.0,133.0,8030.0,529.0,111.0,143.0,142.0,18.0,76.0,365.0,65.0,1242.0,8030.0,10.0,111.0,1242.0,1272.0,11727.0,13585.0,4402.0,1492.0,21783.0,3128.0,5279.0,7684.0,21783.0,7684.0,29467.0,29467.0,31172.0,31172.0,3904.0,1058.0,108137.0,402.0,10.0,507.0,1704.0,115562.0,5588.0,113914.0,2468.0,1245.0,1616.0,119300.0
2003-02-15,2107.0,5611.0,448.0,3760.0,201.0,394.0,130.0,432.0,999.0,653.0,1651.0,2162.0,4389.0,2162.0,9862.0,12822.0,4743.0,52583.0,254.0,60061.0,67000.0,887.0,260.0,68151.0,440.0,70416.0,959.0,71904.0,71909.0,213.0,213.0,307.0,457.0,612.0,147.0,1069.0,140.0,364.0,254.0,420.0,1069.0,420.0,2722.0,3894.0,328.0,408.0,1114.0,339.0,1351.0,362.0,1148.0,1908.0,1445.0,22.0,0.0,1351.0,1445.0,2136.0,2000.0,1704.0,1574.0,4162.0,556.0,133.0,8018.0,626.0,110.0,144.0,143.0,18.0,76.0,354.0,63.0,1223.0,8018.0,10.0,110.0,1223.0,1369.0,11933.0,13914.0,4366.0,1486.0,22157.0,3073.0,5220.0,7603.0,22157.0,7603.0,29759.0,29759.0,31362.0,31362.0,3894.0,949.0,108094.0,401.0,10.0,505.0,1703.0,115588.0,5559.0,113916.0,2411.0,1217.0,1615.0,119207.0
2003-02-16,2092.0,5585.0,443.0,3753.0,199.0,391.0,129.0,429.0,992.0,648.0,1640.0,2147.0,4398.0,2147.0,9852.0,12850.0,4780.0,52560.0,249.0,59999.0,67000.0,885.0,258.0,68147.0,429.0,70411.0,952.0,71794.0,71798.0,212.0,214.0,302.0,445.0,611.0,146.0,1060.0,137.0,350.0,253.0,399.0,1060.0,399.0,2678.0,3896.0,327.0,407.0,1107.0,337.0,1339.0,362.0,1144.0,1901.0,1444.0,22.0,0.0,1339.0,1444.0,2123.0,1984.0,1687.0,1557.0,4144.0,540.0,136.0,7989.0,669.0,109.0,153.0,154.0,18.0,159.0,343.0,62.0,1212.0,7989.0,10.0,109.0,1212.0,1516.0,12076.0,14129.0,4316.0,1502.0,22445.0,3013.0,5148.0,7558.0,22445.0,7558.0,30003.0,30003.0,31631.0,31631.0,3896.0,952.0,108198.0,426.0,10.0,501.0,1726.0,115674.0,5555.0,113982.0,2557.0,1280.0,1734.0,119292.0
