, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-23, 64210, 25600, 17955, 20910, 23028, 45890, 1948, 6402, 4382, 12518, 23672, 14750, 39230, 1430, 46865, 56632, 93650, 101562, 6730, 110778, 16910, 21952, 22628, 692, 184892, 21580, 296298, 220000, 19145, 10198, 250775, 4662, 256950, 1062, 8202, 265728, 269315, 522, 442, 1055, 1890, 482, 4835, 588, 2832, 1395, 5000, 6738, 7438, 2018, 3702, 6332, 4782, 10120, 10705, 17990, 21685, 32130, 23020, 420, 28538, 25940, 22898, 22465, 815, 25475, 10945, 1760, 21735, 1558, 1502, 1788, 1595, 425, 2232, 2968, 5605, 1780, 1808, 452, 370, 80, 302, 3145, 1102, 9358, 1970, 41432, 44245, 63358, 8258, 118525, 38942, 16218, 42422, 160948, 160948, 161282, 161282, 705, 426248, 252, 465, 160, 550, 2812, 4610, 438615, 6045, 432080, 2388, 1002, 1125, 437400
2011-06-24, 62230, 25080, 17978, 21690, 22642, 46518, 1882, 5838, 4280, 12302, 22620, 14098, 37375, 1472, 44292, 56470, 97030, 105510, 6650, 108570, 15678, 21610, 22322, 648, 182098, 19860, 291532, 220000, 18298, 10190, 250042, 5058, 256048, 1112, 8532, 264572, 267805, 475, 470, 1008, 2102, 598, 4692, 582, 2822, 1512, 4895, 6372, 7160, 1912, 3562, 5838, 4845, 9998, 10350, 18488, 21990, 32568, 22972, 402, 28720, 26175, 23430, 23138, 788, 26450, 10858, 1630, 20275, 1672, 1635, 1792, 1522, 415, 2152, 2970, 5432, 1532, 1522, 445, 368, 75, 230, 3410, 1225, 8928, 1870, 38098, 40790, 60160, 8565, 112462, 37375, 15810, 40550, 153010, 153010, 153430, 153430, 675, 414265, 270, 438, 160, 508, 2548, 4230, 426022, 6020, 420085, 2308, 1038, 1088, 425365
2011-06-25, 63580, 24930, 18710, 21788, 22868, 47502, 2020, 5752, 4388, 12282, 22485, 14575, 37565, 1528, 43590, 57365, 100320, 109208, 6345, 107442, 15710, 21242, 21980, 622, 182235, 19190, 288705, 220750, 17585, 10528, 249992, 6198, 255975, 1245, 9490, 265250, 268188, 400, 518, 982, 2475, 755, 4765, 582, 2830, 1582, 4868, 6278, 6915, 1955, 3568, 5850, 5162, 9528, 10662, 19815, 23428, 34390, 22940, 388, 28802, 26308, 23625, 23348, 762, 26695, 10770, 1552, 19700, 1860, 1840, 1862, 1608, 418, 2098, 3070, 5325, 1435, 1345, 438, 360, 70, 132, 3522, 1350, 9350, 1935, 36088, 38382, 63542, 9122, 112518, 38248, 16342, 41035, 153548, 153548, 153955, 153955, 652, 410075, 288, 430, 160, 480, 2362, 3962, 418465, 6065, 412870, 2255, 1098, 1092, 417360
2011-06-26, 64195, 24830, 19162, 21450, 22325, 47640, 2075, 5680, 4502, 12300, 22662, 14892, 37912, 1540, 43922, 57828, 101090, 110165, 5860, 107735, 15988, 20495, 21548, 592, 180025, 18295, 289520, 222000, 17495, 10768, 251048, 6832, 257208, 1328, 10232, 267285, 269992, 355, 540, 950, 2650, 798, 4838, 580, 2770, 1638, 4685, 6100, 6798, 1955, 3515, 5765, 5255, 9505, 10768, 20525, 24202, 35632, 22902, 370, 28382, 25915, 23345, 23138, 588, 26575, 10680, 1485, 19420, 1808, 1805, 1822, 1578, 410, 2038, 3075, 5240, 1415, 1300, 428, 350, 70, 72, 3635, 1382, 9640, 1932, 35488, 37508, 66408, 9308, 114885, 39232, 16408, 42165, 157048, 157048, 157442, 157442, 622, 418025, 295, 448, 158, 478, 2225, 3750, 425430, 6065, 420240, 2225, 1100, 1098, 424212
2011-06-27, 63522, 24560, 18902, 21735, 21282, 47668, 2040, 5452, 4562, 12250, 22558, 14832, 37602, 1542, 43630, 57690, 99470, 108508, 5368, 107712, 15618, 19015, 19900, 570, 176602, 17275, 285795, 222000, 17602, 10932, 251145, 7252, 257370, 1395, 10738, 268025, 270538, 325, 550, 915, 2740, 805, 4832, 570, 2710, 1648, 4502, 5792, 6655, 1910, 3438, 5612, 5328, 9528, 10692, 20885, 24540, 36035, 22892, 355, 27575, 25372, 23090, 22878, 578, 26130, 10592, 1422, 19142, 1745, 1758, 1812, 1552, 418, 1980, 3105, 5160, 1398, 1280, 420, 345, 70, 68, 3462, 1395, 9620, 1882, 35100, 37078, 67458, 9380, 116175, 39110, 16030, 42180, 158358, 158358, 158738, 158738, 595, 422610, 295, 450, 150, 500, 2120, 3572, 430318, 6035, 425768, 2168, 1095, 1082, 429915
2011-06-28, 62668, 24295, 18590, 22008, 20928, 47618, 2002, 5190, 4592, 12080, 22210, 14628, 36898, 1545, 42815, 57330, 97602, 106568, 4882, 107030, 14888, 18162, 19165, 552, 173132, 16700, 282915, 222000, 17682, 11042, 251252, 7595, 257540, 1438, 10948, 268462, 270765, 295, 545, 875, 2698, 762, 4768, 570, 2600, 1618, 4260, 5412, 6420, 1850, 3312, 5395, 5322, 9475, 10472, 21092, 24682, 36085, 22865, 340, 25462, 23050, 20995, 21038, 565, 25028, 10505, 1365, 18838, 1660, 1692, 1758, 1532, 408, 1910, 3032, 5068, 1378, 1265, 410, 340, 70, 65, 3375, 1375, 9542, 1770, 34552, 36490, 66808, 9485, 115668, 38845, 15520, 41870, 157545, 157545, 157918, 157918, 572, 423945, 282, 450, 150, 510, 2025, 3418, 431798, 5988, 427860, 2078, 1040, 1058, 432098
2011-06-29, 61325, 24005, 17935, 21915, 20555, 46950, 1968, 4960, 4605, 11818, 21772, 14442, 36208, 1540, 41895, 56830, 96065, 104982, 4405, 106140, 14128, 16612, 17708, 530, 169562, 15985, 278760, 222000, 17655, 11040, 251212, 7672, 257522, 1435, 10952, 268482, 270572, 270, 545, 838, 2692, 722, 4670, 560, 2522, 1610, 4068, 4952, 6095, 1772, 3175, 5165, 5290, 9330, 10122, 21125, 24658, 35830, 22822, 325, 25400, 23052, 20345, 20102, 545, 23302, 10418, 1295, 18498, 1552, 1595, 1680, 1440, 388, 1830, 2872, 4972, 1358, 1240, 398, 332, 62, 55, 3255, 1338, 9358, 1678, 33922, 35835, 65438, 9338, 113802, 38680, 14895, 41728, 155532, 155532, 155898, 155898, 550, 423250, 260, 435, 140, 518, 1940, 3275, 431090, 5935, 427732, 1978, 990, 1035, 431922
2011-06-30, 60132, 23730, 17095, 21648, 20280, 45862, 1918, 4755, 4590, 11490, 21258, 14100, 35355, 1510, 40948, 55740, 94645, 103525, 3910, 105078, 13558, 16018, 16930, 502, 165880, 15578, 276022, 222000, 17480, 10945, 250928, 7680, 257252, 1430, 10958, 268255, 270125, 245, 540, 815, 2682, 685, 4580, 548, 2440, 1582, 4210, 4758, 5740, 1712, 3035, 4942, 5248, 9120, 9722, 20918, 24325, 35205, 22758, 308, 25210, 22915, 20240, 20008, 530, 23018, 10330, 1232, 18142, 1478, 1532, 1618, 1375, 370, 1765, 2728, 4882, 1340, 1220, 388, 328, 60, 48, 3015, 1288, 9115, 1535, 33108, 35008, 63035, 9120, 110772, 38070, 14200, 41178, 151952, 151952, 152310, 152310, 530, 420870, 232, 405, 140, 508, 1860, 3145, 428730, 5900, 425965, 1888, 955, 1020, 430120
2011-07-01, 58742, 23128, 16298, 21150, 19420, 44112, 1818, 4480, 4512, 11088, 20598, 13535, 34130, 1472, 39662, 54250, 93208, 102045, 3428, 103020, 12872, 15370, 16358, 482, 166778, 15245, 275235, 226875, 17305, 10715, 254380, 7580, 259742, 1408, 10912, 269710, 271102, 222, 532, 800, 2625, 648, 4500, 535, 2338, 1560, 3992, 4482, 5528, 1668, 2910, 4748, 5180, 8888, 9330, 20595, 23860, 34322, 22690, 295, 24925, 22685, 20032, 19812, 508, 22798, 10240, 1180, 17795, 1412, 1478, 1558, 1312, 360, 1705, 2532, 4798, 1320, 1202, 380, 320, 60, 40, 2770, 1215, 8848, 1410, 32098, 34025, 60300, 9050, 107058, 37095, 13440, 40032, 147090, 147090, 147438, 147438, 508, 416968, 205, 375, 132, 490, 1782, 3032, 424655, 5850, 422465, 1815, 945, 995, 426572
2011-07-02, 56380, 21218, 15630, 21045, 18842, 42668, 1725, 4145, 4392, 10610, 19708, 12808, 32515, 1435, 37862, 52042, 92098, 100920, 3110, 99975, 12170, 14650, 15660, 470, 177115, 14862, 285008, 236875, 17042, 10380, 264322, 7515, 269965, 1395, 10788, 279878, 280930, 205, 525, 775, 2598, 610, 4438, 522, 2255, 1548, 3798, 4175, 5310, 1622, 2802, 4552, 5145, 8645, 8950, 20282, 23482, 33520, 22630, 285, 24608, 22410, 19758, 19550, 490, 22495, 10152, 1128, 17448, 1375, 1455, 1525, 1265, 358, 1655, 2422, 4752, 1298, 1180, 370, 315, 60, 40, 2610, 1165, 8560, 1298, 30692, 32580, 57412, 9280, 102952, 35865, 12848, 38352, 141305, 141305, 141642, 141642, 485, 418358, 188, 345, 130, 465, 1710, 2925, 424102, 5815, 422272, 1762, 938, 975, 425788
2011-07-03, 53805, 20940, 15200, 20832, 18190, 42010, 1668, 3870, 4252, 10145, 18832, 12175, 31008, 1390, 36032, 50892, 89718, 98415, 2950, 96035, 11472, 13918, 14965, 452, 175158, 14300, 294012, 240000, 16675, 10110, 267095, 7760, 273212, 1422, 10800, 283860, 284945, 185, 515, 740, 2595, 588, 4378, 510, 2172, 1522, 3600, 3902, 5070, 1578, 2700, 4352, 5108, 8398, 8612, 20012, 23202, 32940, 22558, 272, 24282, 22138, 19478, 19272, 475, 22152, 10065, 1078, 17108, 1352, 1445, 1492, 1230, 348, 1602, 2270, 4715, 1272, 1145, 362, 310, 60, 38, 2422, 1120, 8278, 1202, 29920, 31680, 54930, 9528, 99468, 34582, 12225, 37048, 136515, 136515, 136842, 136842, 465, 421448, 170, 320, 130, 435, 1640, 2820, 427592, 5772, 426352, 1712, 892, 965, 429860
