, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-08-04, 16408, 12900, 4122, 4085, 2938, 12808, 340, 755, 652, 1748, 3280, 1400, 4510, 330, 6585, 15995, 24255, 26925, 815, 24680, 2052, 2675, 3465, 128, , 2395, 154438, 160000, 4718, 2095, 166965, 5918, 173898, 400, 4180, 183705, 183770, 220, 192, 472, 838, 120, 3870, 250, 995, 578, 1425, 1330, 2655, 698, 742, 1558, 2548, 2960, 2198, 8580, 10852, 14042, 18160, 88, 14970, 13740, 11010, 10825, 172, 12978, 1500, 342, 7408, 445, 285, 510, 325, 118, 742, 555, 3300, 820, 598, 15, 170, 0, 0, 590, 130, 2472, 298, 11072, 11918, 11095, 1828, 30038, 6022, 3158, 20480, 50318, 50418, 50498, 50498, 58, 237992, 50, 70, 20, 60, 432, 592, 239758, 5650, 232948, 1492, 475, 1048, 236112
2011-08-05, 15985, 12865, 3952, 3935, 2755, 12260, 328, 765, 612, 1682, 3190, 1302, 4355, 322, 6320, 15438, 23648, 26255, 690, 24075, 1972, 2610, 3388, 122, , 2260, 152652, 160000, 4565, 1982, 166675, 5490, 173050, 385, 3900, 182178, 182235, 202, 202, 525, 870, 118, 3935, 235, 932, 575, 1355, 1272, 2732, 690, 740, 1582, 2340, 3290, 1972, 8092, 10278, 13455, 18152, 80, 15528, 14312, 11545, 11350, 185, 13535, 1500, 325, 7515, 428, 512, 482, 318, 110, 690, 525, 3300, 820, 602, 15, 170, 0, 0, 552, 122, 2498, 285, 11322, 12182, 10845, 1785, 29612, 5698, 3055, 20225, 49640, 47582, 47662, 47662, 50, 235302, 50, 70, 20, 60, 415, 562, 237558, 5648, 231452, 1472, 485, 1020, 234628
2011-08-06, 15565, 12832, 3838, 3760, 2520, 11912, 318, 750, 588, 1620, 3095, 1218, 4208, 310, 6132, 14895, 22912, 25435, 575, 23242, 1898, 2548, 3318, 120, , 2135, 151175, 160000, 4500, 1885, 166438, 5725, 172888, 365, 3958, 181585, 181598, 180, 210, 548, 962, 110, 4000, 215, 870, 575, 1285, 1310, 2748, 688, 715, 1580, 2225, 3160, 1790, 7715, 9800, 12898, 17992, 80, 15828, 14718, 12122, 11955, 175, 14150, 1500, 312, 7630, 420, 505, 465, 300, 108, 670, 518, 3292, 795, 585, 10, 170, 0, 0, 505, 120, 2532, 265, 11450, 12300, 10530, 1740, 29190, 5308, 2932, 19828, 48818, 48818, 48890, 48890, 50, 232595, 50, 68, 20, 60, 402, 540, 233958, 5640, 228425, 1465, 480, 1012, 231458
2011-08-07, 15118, 12800, 3698, 3610, 2340, 11635, 305, 735, 560, 1565, 2998, 1155, 4082, 300, 5950, 14508, 22195, 24642, 560, 22532, 1828, 2488, 3252, 120, , 2015, 150400, 156155, 4535, 1792, 163185, 5878, 170545, 352, 4022, 179772, 179988, 165, 210, 565, 958, 105, 3995, 205, 818, 560, 1220, 1255, 2762, 680, 695, 1562, 2135, 3008, 1660, 7442, 9425, 12445, 17628, 80, 15608, 14575, 12208, 12118, 160, 14550, 1500, 298, 7702, 415, 498, 442, 275, 100, 650, 495, 3290, 745, 550, 10, 170, 0, 0, 470, 112, 2575, 260, 11595, 12428, 10235, 1695, 28745, 4995, 2845, 19490, 48032, 48032, 48112, 48112, 52, 232698, 50, 60, 20, 50, 388, 522, 234385, 5640, 229495, 1450, 478, 1000, 232460
2011-08-08, 14652, 12765, 3545, 3400, 2150, 11275, 292, 720, 535, 1512, 2898, 1098, 3958, 295, 5788, 14110, 21615, 23998, 555, 21945, 1760, 2432, 3192, 120, , 1908, 148990, 149160, 4678, 1710, 155485, 5862, 162312, 338, 3990, 170900, 171170, 152, 208, 582, 958, 100, 3982, 192, 765, 560, 1160, 1192, 2735, 672, 685, 1570, 2050, 2908, 1572, 7260, 9158, 12108, 17260, 75, 15248, 14260, 11958, 11905, 160, 14490, 1500, 285, 7708, 410, 490, 428, 260, 100, 632, 475, 3290, 702, 515, 10, 160, 0, 0, 445, 110, 2605, 260, 11732, 12555, 9960, 1658, 28322, 4745, 2758, 19220, 47345, 47345, 47422, 47422, 55, 226820, 40, 60, 20, 50, 375, 505, 229788, 5640, 225792, 1445, 480, 1000, 229265
2011-08-09, 14172, 12735, 3408, 3268, 1988, 10990, 285, 708, 518, 1465, 2810, 1048, 3852, 288, 5632, 13655, 21050, 23370, 550, 21358, 1700, 2382, 3132, 112, , 1808, 147655, 148280, 4838, 1630, 154685, 5875, 161388, 325, 3870, 169048, 169100, 138, 202, 600, 930, 92, 3970, 175, 735, 552, 1115, 1132, 2682, 668, 660, 1555, 1970, 2828, 1502, 7110, 8920, 11850, 16895, 70, 14940, 13985, 11682, 11630, 160, 14248, 1500, 275, 7710, 410, 490, 415, 245, 92, 618, 462, 3290, 655, 468, 10, 160, 0, 0, 438, 100, 2575, 268, 11758, 12598, 9708, 1625, 27920, 4538, 2642, 19005, 46725, 46725, 46795, 46795, 50, 219922, 40, 60, 20, 50, 362, 480, 222008, 5640, 218562, 1438, 472, 998, 221855
2011-08-10, 13708, 12708, 3285, 3138, 1822, 10722, 272, 690, 502, 1415, 2730, 1002, 3735, 275, 5490, 13265, 20455, 22710, 542, 20762, 1638, 2332, 3082, 110, , 1712, 146305, 147400, 4880, 1552, 153870, 5578, 160362, 312, 3662, 167508, 167578, 128, 190, 610, 878, 90, 3955, 165, 685, 532, 1062, 1068, 2625, 660, 642, 1522, 1892, 2738, 1445, 6970, 8690, 11590, 16525, 70, 14638, 13725, 11448, 11390, 160, 14008, 1500, 265, 7718, 410, 490, 402, 232, 90, 608, 455, 3290, 610, 410, 10, 160, 0, 0, 438, 100, 2542, 270, 11672, 12508, 9468, 1585, 27448, 4360, 2552, 18812, 46062, 46062, 46132, 46132, 42, 217685, 40, 60, 20, 50, 348, 455, 219490, 5640, 216585, 1425, 465, 988, 219595
2011-08-11, 13305, 12680, 3168, 3000, 1695, 10465, 260, 672, 490, 1375, 2652, 965, 3618, 270, 5335, 12878, 19905, 22098, 540, 20195, 1580, 2290, 3030, 110, , 1622, 144910, 146520, 4858, 1485, 152950, 5305, 159138, 300, 3500, 165752, 165825, 120, 188, 620, 868, 82, 3935, 155, 635, 522, 1005, 1010, 2568, 658, 625, 1495, 1822, 2650, 1398, 6845, 8485, 11350, 16162, 70, 14292, 13412, 11180, 11140, 160, 13785, 1500, 260, 7728, 410, 490, 390, 225, 90, 598, 448, 3290, 565, 365, 10, 160, 0, 0, 422, 98, 2508, 270, 11592, 12410, 9232, 1552, 26928, 4202, 2510, 18645, 45375, 45375, 45445, 45445, 40, 215278, 40, 60, 20, 45, 335, 435, 217130, 5640, 214888, 1420, 460, 985, 217908
2011-08-12, 13008, 12650, 3112, 2940, 1648, 10322, 255, 660, 480, 1335, 2588, 935, 3522, 262, 5192, 12550, 19388, 21522, 530, 19665, 1520, 2248, 2985, 110, , 1540, 143545, 145640, 4838, 1418, 151990, 5100, 157942, 290, 3388, 164078, 164140, 110, 180, 625, 852, 80, 3915, 148, 585, 510, 948, 942, 2510, 650, 620, 1515, 1762, 2582, 1355, 6725, 8280, 11095, 15795, 70, 13928, 13060, 10860, 10830, 170, 13528, 1500, 252, 7738, 410, 490, 380, 218, 90, 590, 432, 3288, 515, 325, 10, 160, 0, 0, 402, 90, 2465, 270, 11540, 12342, 8958, 1515, 26405, 4065, 2425, 18500, 44702, 44702, 44772, 44772, 40, 212818, 40, 60, 20, 42, 325, 420, 214662, 5640, 213060, 1412, 450, 975, 216060
2011-08-13, 12688, 12625, 3070, 2825, 1565, 10172, 250, 660, 472, 1295, 2532, 908, 3440, 258, 5072, 12358, 18932, 21018, 522, 19205, 1468, 2208, 2938, 110, , 1465, 142292, 144760, 4740, 1355, 151012, 4898, 156762, 278, 3285, 162432, 162500, 105, 170, 630, 810, 75, 3895, 140, 550, 488, 900, 888, 2450, 650, 618, 1535, 1710, 2565, 1315, 6620, 8095, 10858, 15365, 68, 13595, 12732, 10545, 10515, 175, 13248, 1500, 242, 7740, 410, 490, 370, 210, 85, 575, 430, 3275, 510, 305, 10, 152, 0, 8, 432, 90, 2428, 278, 11490, 12278, 8682, 1485, 25840, 3935, 2340, 18368, 44008, 44008, 44075, 44075, 40, 210425, 40, 60, 20, 40, 312, 402, 212258, 5640, 211305, 1402, 442, 965, 214278
2011-08-14, 12362, 12600, 2950, 2738, 1505, 9980, 240, 655, 458, 1262, 2480, 878, 3360, 250, 4962, 12132, 18605, 20655, 518, 18852, 1418, 2172, 2898, 110, , 1395, 141190, 143880, 4588, 1300, 149965, 4772, 155558, 268, 3155, 160742, 160812, 100, 170, 630, 780, 70, 3878, 132, 515, 472, 852, 840, 2395, 650, 608, 1540, 1660, 2550, 1275, 6505, 7900, 10628, 14855, 60, 13208, 12375, 10230, 10215, 180, 12972, 1500, 235, 7748, 410, 492, 360, 205, 80, 575, 425, 3258, 528, 320, 10, 150, 0, 20, 432, 88, 2395, 280, 11482, 12242, 8438, 1455, 25390, 3825, 2288, 18245, 43435, 43435, 43498, 43498, 40, 208042, 40, 60, 20, 40, 300, 385, 209868, 5640, 209562, 1382, 438, 950, 212498
2011-08-15, 12005, 12580, 2820, 2655, 1460, 9752, 235, 645, 445, 1228, 2422, 852, 3278, 240, 4850, 11855, 18282, 20295, 510, 18572, 1368, 2138, 2860, 102, , 1330, 140158, 143110, 4432, 1240, 148962, 4518, 154328, 258, 2968, 158965, 159035, 92, 160, 638, 752, 68, 3855, 130, 485, 462, 812, 788, 2350, 648, 595, 1528, 1600, 2520, 1238, 6392, 7702, 10380, 14335, 60, 12765, 11948, 9848, 9845, 180, 12660, 1500, 225, 7758, 402, 482, 348, 195, 80, 575, 405, 3242, 542, 342, 10, 150, 0, 25, 388, 80, 2355, 288, 11510, 12250, 8202, 1425, 25105, 3712, 2212, 18132, 43038, 43038, 43102, 43102, 40, 205815, 40, 60, 20, 40, 292, 368, 207622, 5640, 207952, 1370, 430, 942, 210842
2011-08-16, 11698, 12555, 2748, 2608, 1428, 9598, 228, 640, 440, 1198, 2375, 828, 3202, 242, 4750, 11575, 17915, 19890, 505, 18292, 1325, 2100, 2822, 105, , 1270, 138690, 143000, 4335, 1190, 148615, 4335, 153690, 250, 2918, 157790, 157825, 90, 160, 640, 772, 60, 3835, 122, 472, 452, 790, 768, 2305, 640, 598, 1538, 1555, 2485, 1205, 6295, 7522, 10148, 13825, 60, 12305, 11505, 9435, 9438, 188, 12298, 1500, 220, 7765, 390, 468, 340, 190, 80, 565, 400, 3228, 558, 375, 10, 150, 0, 38, 462, 80, 2322, 292, 11538, 12268, 7990, 1395, 24842, 3612, 2192, 18025, 42665, 42665, 42728, 42728, 50, 203748, 40, 60, 20, 40, 290, 360, 205498, 5640, 206472, 1362, 430, 938, 209322
