, LIBBY DAM, HUNGRY HORSE DAM, CLARK FORK NR DRUMMOND, KERR DAM, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, SPOKANE RIV AT LONGLAKE, SPOKANE RIV AT LONGLAKE, GRAND COULEE DAM, FEEDER CANAL AT GRANDCOULEE, GRAND COULEE DAM, CHIEF JOSEPH DAM, WELLS DAM, no designation found, ROCKY REACH DAM, no designation found, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, KEECHELUS LAKE, KACHESS DAM, CLE ELUM LAKE, BUMPING LAKE, RIMROCK LAKE, NACHES RIVER NR CLIFFDEL, ISLAND PARK 1SWIS.PARKDM&RES, SNAKE R ON JACKSON LAKE AT DAM, PALISADES DAM, RIRIE DAM, AMERICAN FALLS RESERVOIR, OWYHEE DAM, LUCKY PEAK RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, CASCADE DAM, DEADWOOD DAM, BROWNLEE DAM, SNAKE R @HELLS CANYON DAM, SNAKE R @HELLS CANYON DAM, DWORSHAK DAM, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, PRIEST RAPIDS DAM, MCNARY DAM, MCKAY CR NR PILOTROCK, JOHN DAY DAM, THE DALLES, THE DALLES, BONNEVILLE DAM
2003-01-03,6192.0,2500.0,220.0,10400.0,13178.0,13762.0,1472.0,2599.0,2599.0,2599.0,99578.0,0.0,100000.0,100000.0,100913.0,900.0,101865.0,103845.0,103850.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,196.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12662.0,12662.0,1500.0,19659.0,19659.0,19851.0,19851.0,103850.0,125628.0,8.0,130277.0,128676.0,128676.0,130470.0
2003-01-04,6166.0,2500.0,220.0,10400.0,13166.0,13766.0,1455.0,2451.0,2451.0,2451.0,99272.0,0.0,100000.0,100000.0,100909.0,900.0,101861.0,103726.0,103731.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,195.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12660.0,12660.0,1500.0,19632.0,19632.0,19822.0,19822.0,103731.0,125463.0,8.0,130154.0,128505.0,128505.0,130273.0
2003-01-05,6142.0,2500.0,220.0,7002.0,12852.0,13597.0,1440.0,2442.0,2442.0,2442.0,99111.0,0.0,100000.0,100000.0,100903.0,900.0,101855.0,103604.0,103609.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,195.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12658.0,12658.0,1500.0,19607.0,19607.0,19795.0,19795.0,103609.0,125300.0,9.0,130023.0,128319.0,128319.0,130068.0
2003-01-06,5891.0,2500.0,219.0,6517.0,10487.0,11889.0,1424.0,2435.0,2839.0,2839.0,99146.0,0.0,100000.0,100000.0,100898.0,900.0,101850.0,103483.0,103488.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,194.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12656.0,12656.0,1500.0,19585.0,19585.0,19770.0,19770.0,103488.0,125140.0,9.0,129896.0,128137.0,128137.0,129881.0
2003-01-07,5811.0,2500.0,219.0,6512.0,9320.0,11352.0,1411.0,2428.0,3499.0,3499.0,98503.0,0.0,100000.0,100000.0,100893.0,900.0,101845.0,103362.0,103367.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,193.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12655.0,12655.0,1500.0,19564.0,19564.0,19747.0,19747.0,103367.0,124984.0,9.0,129773.0,127959.0,127959.0,129699.0
2003-01-08,5794.0,2500.0,218.0,6509.0,9237.0,11225.0,1397.0,2423.0,3487.0,3487.0,97464.0,0.0,100000.0,100000.0,100889.0,900.0,101840.0,103242.0,103247.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,193.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12653.0,12653.0,1500.0,19545.0,19545.0,19726.0,19726.0,103247.0,124832.0,10.0,129654.0,127784.0,127784.0,129530.0
2003-01-09,5782.0,2500.0,218.0,6506.0,9222.0,11234.0,1392.0,2421.0,3483.0,3483.0,97062.0,0.0,100000.0,100000.0,100884.0,900.0,101836.0,103122.0,103127.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,192.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12651.0,12651.0,1500.0,19530.0,19530.0,19710.0,19710.0,103127.0,124692.0,10.0,129546.0,127620.0,127620.0,129429.0
2003-01-10,5777.0,2500.0,217.0,6533.0,9211.0,11250.0,1380.0,2422.0,3468.0,3468.0,96872.0,0.0,100000.0,100000.0,100880.0,900.0,101832.0,103002.0,103007.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,192.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12649.0,12649.0,1500.0,19518.0,19518.0,19695.0,19695.0,103007.0,124558.0,11.0,129446.0,127465.0,127465.0,129315.0
2003-01-11,5769.0,2500.0,217.0,6530.0,9218.0,11282.0,1369.0,2419.0,3465.0,3465.0,96738.0,0.0,100000.0,100000.0,100877.0,900.0,101828.0,102883.0,102888.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,191.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12648.0,12648.0,1500.0,19507.0,19507.0,19683.0,19683.0,102888.0,124422.0,11.0,129345.0,127309.0,127309.0,129181.0
2003-01-12,5760.0,2500.0,217.0,6528.0,9213.0,11311.0,1359.0,2418.0,3455.0,3455.0,96612.0,0.0,100000.0,100000.0,100873.0,900.0,101824.0,102765.0,102770.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,191.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12646.0,12646.0,1500.0,19497.0,19497.0,19671.0,19671.0,102770.0,124290.0,11.0,129247.0,127156.0,127156.0,129036.0
2003-01-13,5752.0,2500.0,216.0,6526.0,9202.0,11331.0,1349.0,2417.0,3451.0,3451.0,96496.0,0.0,100000.0,100000.0,100870.0,900.0,101821.0,102646.0,102651.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,190.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12644.0,12644.0,1500.0,19488.0,19488.0,19674.0,19674.0,102651.0,124166.0,11.0,129154.0,127007.0,127007.0,128936.0
2003-01-14,5743.0,2500.0,216.0,6525.0,9191.0,11352.0,1340.0,2417.0,3449.0,3449.0,96375.0,0.0,100000.0,100000.0,100866.0,900.0,101818.0,102528.0,102533.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,190.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12642.0,12642.0,1500.0,19482.0,19482.0,19711.0,19711.0,102533.0,124074.0,11.0,129089.0,126886.0,126886.0,128918.0
2003-01-15,5736.0,2500.0,215.0,6523.0,9181.0,11374.0,1340.0,2420.0,3449.0,3449.0,96255.0,0.0,100000.0,100000.0,100863.0,900.0,101814.0,102411.0,102416.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,189.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12641.0,12641.0,1500.0,19481.0,19481.0,19800.0,19800.0,102416.0,124043.0,11.0,129080.0,126819.0,126819.0,129119.0
2003-01-16,5729.0,2500.0,215.0,6522.0,9171.0,11397.0,1394.0,2452.0,3480.0,3480.0,96168.0,0.0,100000.0,100000.0,100861.0,900.0,101811.0,102293.0,102298.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,189.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12639.0,12639.0,1500.0,19490.0,19490.0,19883.0,19883.0,102298.0,124070.0,12.0,129142.0,126825.0,126825.0,129317.0
2003-01-17,5722.0,2500.0,214.0,6516.0,9161.0,11410.0,1485.0,2532.0,3554.0,3554.0,96127.0,0.0,100000.0,100000.0,100858.0,900.0,101809.0,102236.0,102236.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,189.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12637.0,12637.0,1500.0,19501.0,19501.0,19952.0,19952.0,102236.0,124085.0,12.0,129183.0,126851.0,126851.0,129288.0
2003-01-18,5715.0,2500.0,214.0,6509.0,9147.0,11398.0,1548.0,2620.0,3641.0,3641.0,96098.0,0.0,100000.0,100000.0,100856.0,900.0,101806.0,102234.0,102234.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,188.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12636.0,12636.0,1500.0,19507.0,19507.0,19934.0,19934.0,102234.0,124170.0,12.0,129293.0,126949.0,126949.0,129304.0
2003-01-19,5709.0,2500.0,214.0,6503.0,9132.0,11383.0,1529.0,2650.0,3672.0,3672.0,95995.0,0.0,100000.0,100000.0,100856.0,900.0,101806.0,102232.0,102232.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,188.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12634.0,12634.0,1500.0,19504.0,19504.0,19880.0,19880.0,102232.0,124141.0,12.0,129307.0,126958.0,126958.0,129195.0
2003-01-20,5703.0,2500.0,213.0,6497.0,9120.0,11370.0,1483.0,2609.0,3630.0,3630.0,95810.0,0.0,100000.0,100000.0,100857.0,900.0,101807.0,102231.0,102231.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,188.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12632.0,12632.0,1500.0,19489.0,19489.0,19829.0,19829.0,102231.0,124086.0,11.0,129273.0,126915.0,126915.0,129162.0
2003-01-21,5697.0,2500.0,213.0,6490.0,9113.0,11362.0,1432.0,2567.0,3589.0,3589.0,95627.0,0.0,100000.0,100000.0,100858.0,900.0,101808.0,102226.0,102227.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,187.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12631.0,12631.0,1500.0,19471.0,19471.0,19782.0,19782.0,102227.0,123993.0,11.0,129206.0,126840.0,126840.0,129083.0
2003-01-22,5691.0,2500.0,212.0,6478.0,9106.0,11357.0,1404.0,2526.0,3547.0,3547.0,95449.0,0.0,100000.0,100000.0,100859.0,900.0,101809.0,102222.0,102223.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,187.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12629.0,12629.0,1500.0,19452.0,19452.0,19768.0,19768.0,102223.0,123968.0,11.0,129186.0,126807.0,126807.0,128897.0
2003-01-23,5686.0,2500.0,212.0,6473.0,9097.0,11349.0,1392.0,2508.0,3526.0,3526.0,95294.0,0.0,100000.0,100000.0,100860.0,900.0,101810.0,102228.0,102228.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,186.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12628.0,12628.0,1500.0,19432.0,19432.0,19783.0,19783.0,102228.0,124060.0,11.0,129284.0,126891.0,126891.0,129004.0
2003-01-24,5680.0,2500.0,211.0,6467.0,9091.0,11343.0,1431.0,2524.0,3505.0,3505.0,95138.0,0.0,100000.0,100000.0,100862.0,900.0,101812.0,102245.0,102244.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,186.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12626.0,12626.0,1500.0,19416.0,19416.0,19832.0,19832.0,102244.0,124128.0,11.0,129376.0,126975.0,126975.0,129273.0
2003-01-25,5674.0,2500.0,211.0,6461.0,9085.0,11340.0,1447.0,2564.0,3543.0,3543.0,95042.0,0.0,100000.0,100000.0,100865.0,900.0,101814.0,102255.0,102255.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,186.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12625.0,12625.0,1500.0,19401.0,19401.0,19876.0,19876.0,102255.0,124232.0,11.0,129504.0,127095.0,127095.0,129469.0
2003-01-26,5670.0,2500.0,211.0,6456.0,9080.0,11337.0,1467.0,2585.0,3564.0,3564.0,94933.0,0.0,100000.0,100000.0,100867.0,900.0,101817.0,102250.0,102250.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,185.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12623.0,12623.0,1500.0,19383.0,19383.0,19856.0,19856.0,102250.0,124231.0,11.0,129546.0,127137.0,127137.0,129533.0
2003-01-27,5664.0,2500.0,210.0,6450.0,9076.0,11335.0,1451.0,2592.0,3570.0,3570.0,94810.0,0.0,100000.0,100000.0,100871.0,900.0,101820.0,102239.0,102239.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,185.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12621.0,12621.0,1500.0,19364.0,19364.0,19794.0,19794.0,102239.0,124121.0,11.0,129470.0,127058.0,127058.0,129330.0
2003-01-28,5658.0,2500.0,210.0,6445.0,9072.0,11333.0,1404.0,2557.0,3521.0,3521.0,94632.0,0.0,100000.0,100000.0,100874.0,900.0,101823.0,102234.0,102235.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,185.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12620.0,12620.0,1500.0,19344.0,19344.0,19752.0,19752.0,102235.0,124037.0,11.0,129401.0,127031.0,127031.0,129152.0
2003-01-29,5654.0,2500.0,209.0,6441.0,9068.0,11332.0,1362.0,2512.0,3448.0,3448.0,94301.0,0.0,100000.0,100000.0,100877.0,900.0,101826.0,102234.0,102234.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,184.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12618.0,12618.0,1500.0,19324.0,19324.0,19729.0,19729.0,102234.0,123999.0,11.0,129401.0,127094.0,127094.0,129227.0
2003-01-30,5648.0,2500.0,209.0,6436.0,9065.0,11332.0,1351.0,2489.0,3381.0,3381.0,92608.0,0.0,100000.0,100000.0,100880.0,900.0,101829.0,102234.0,102234.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,184.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12617.0,12617.0,1500.0,19304.0,19304.0,19711.0,19711.0,102234.0,123940.0,10.0,129386.0,127109.0,127109.0,129189.0
2003-01-31,4793.0,2500.0,208.0,6558.0,9063.0,11333.0,1269.0,2474.0,2753.0,2753.0,80668.0,0.0,100000.0,100000.0,100883.0,900.0,101832.0,102234.0,102234.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,184.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12615.0,12615.0,1500.0,19287.0,19287.0,19703.0,19703.0,102234.0,123909.0,10.0,129378.0,127114.0,127114.0,129190.0
2003-02-01,2238.0,2500.0,208.0,6917.0,9146.0,11389.0,1072.0,2339.0,2574.0,2574.0,57301.0,0.0,100000.0,100000.0,100886.0,900.0,101835.0,102234.0,102234.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,183.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12614.0,12614.0,1500.0,19271.0,19271.0,19722.0,19722.0,102234.0,123949.0,10.0,129433.0,127206.0,127206.0,129385.0
2003-02-02,2233.0,2500.0,208.0,6913.0,9433.0,11665.0,1053.0,2209.0,2445.0,2445.0,44722.0,0.0,100000.0,100000.0,100888.0,900.0,101837.0,102233.0,102233.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,183.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12612.0,12612.0,1500.0,19253.0,19253.0,19727.0,19727.0,102233.0,123984.0,10.0,129499.0,127292.0,127292.0,129537.0
2003-02-03,2228.0,2500.0,207.0,6923.0,9541.0,11815.0,1042.0,2192.0,2427.0,2427.0,43258.0,0.0,100000.0,100000.0,100890.0,900.0,101839.0,102232.0,102232.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,183.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12611.0,12611.0,1500.0,19238.0,19238.0,19710.0,19710.0,102232.0,123941.0,10.0,129495.0,127245.0,127245.0,129409.0
2003-02-04,2223.0,2500.0,207.0,6903.0,9548.0,11832.0,1056.0,2203.0,2438.0,2438.0,42225.0,0.0,100000.0,100000.0,100891.0,900.0,101840.0,102231.0,102231.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,182.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12610.0,12610.0,1500.0,19233.0,19233.0,19742.0,19742.0,102231.0,123988.0,10.0,129552.0,127268.0,127268.0,129402.0
2003-02-05,2218.0,2500.0,206.0,6899.0,9542.0,11831.0,1081.0,2241.0,2477.0,2477.0,41277.0,0.0,100000.0,100000.0,100892.0,900.0,101841.0,102230.0,102230.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,182.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12608.0,12608.0,1500.0,19239.0,19239.0,19825.0,19825.0,102230.0,124099.0,11.0,129691.0,127408.0,127408.0,129464.0
2003-02-06,2213.0,2500.0,206.0,6901.0,9539.0,11832.0,1086.0,2271.0,2506.0,2506.0,40455.0,0.0,100000.0,100000.0,100893.0,900.0,101842.0,102229.0,102229.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,182.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12607.0,12607.0,1500.0,19242.0,19242.0,19885.0,19885.0,102229.0,124165.0,11.0,129790.0,127524.0,127524.0,129549.0
2003-02-07,2208.0,2500.0,206.0,6897.0,9540.0,11837.0,1117.0,2293.0,2528.0,2528.0,39775.0,0.0,100000.0,100000.0,100894.0,900.0,101843.0,102244.0,102243.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,181.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12605.0,12605.0,1500.0,19251.0,19251.0,19953.0,19953.0,102243.0,124314.0,12.0,129967.0,127755.0,127755.0,130025.0
2003-02-08,2203.0,2500.0,205.0,6885.0,9534.0,11836.0,1168.0,2352.0,2587.0,2587.0,39262.0,0.0,100000.0,100000.0,100895.0,900.0,101844.0,102273.0,102272.0,150.0,20.0,150.0,20.0,200.0,100.0,30.0,181.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12604.0,12604.0,1500.0,19270.0,19270.0,20057.0,20057.0,102272.0,124470.0,13.0,130174.0,128028.0,128028.0,130761.0
2003-02-09,2199.0,2500.0,205.0,6880.0,9532.0,11841.0,1244.0,2437.0,2672.0,2672.0,38876.0,0.0,100000.0,100000.0,100896.0,900.0,101845.0,102287.0,102287.0,150.0,20.0,150.0,20.0,200.0,99.0,30.0,181.0,97.0,294.0,1060.0,0.0,380.0,10.0,245.0,0.0,0.0,0.0,200.0,46.0,12100.0,12603.0,12603.0,1500.0,19303.0,19303.0,20196.0,20196.0,102287.0,124711.0,14.0,130494.0,128401.0,128401.0,131214.0
