, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-02, 56088, 36198, 13482, 12128, 14960, 33282, 1095, 3395, 3670, 16072, 23382, 13508, 36898, 2708, 29945, 39045, 79830, 82382, 7540, 92095, 27652, 33970, 35798, 992, 201215, 30545, 318272, 236070, 17930, 7430, 259730, 2680, 262828, 690, 7172, 270130, 270170, 772, 530, 725, 1242, 368, 5215, 720, 2802, 888, 4340, 6080, 8335, 1932, 4775, 8635, 4080, 11042, 8755, 13985, 18230, 30000, 24138, 995, 32188, 31670, 27835, 27715, 1012, 31325, 18118, 2918, 27948, 1275, 992, 2725, 2330, 642, 2892, 4470, 9235, 5305, 5750, 725, 635, 30, 655, 3460, 1115, 10580, 3240, 52180, 58612, 55755, 10998, 126488, 52522, 21625, 60442, 186930, 186930, 187922, 187922, 1380, 471990, 600, 945, 365, 1828, 6492, 9320, 492422, 8040, 496280, 2995, 1482, 1592, 503565
2011-06-03, 58720, 33915, 16700, 14650, 21058, 39775, 1598, 5088, 4778, 15025, 21390, 13495, 34882, 2808, 35385, 46420, 83188, 86392, 7482, 95115, 26048, 33272, 35058, 920, 203948, 29442, 319660, 237180, 16865, 7350, 259562, 3465, 262632, 782, 7440, 269955, 269928, 740, 608, 678, 1815, 570, 4965, 882, 2988, 1015, 4580, 5468, 9118, 2142, 4940, 8940, 4352, 11338, 9862, 13915, 18268, 30798, 24068, 940, 31340, 30830, 27228, 27170, 988, 31140, 17768, 2958, 27670, 1715, 1345, 3022, 2890, 632, 2742, 4775, 9215, 5178, 5142, 650, 602, 30, 468, 4032, 1272, 10785, 3130, 50970, 56680, 56830, 11030, 125082, 50210, 21268, 57495, 182575, 182575, 183538, 183538, 1032, 464428, 532, 830, 330, 1688, 5012, 7390, 481385, 7965, 485058, 3152, 1662, 1382, 491595
2011-06-04, 66532, 33178, 18115, 16558, 22388, 44118, 1410, 5648, 5305, 14732, 21608, 14350, 35958, 2848, 45640, 54018, 92785, 97202, 7368, 104620, 25955, 32655, 34392, 875, 206882, 29272, 320900, 238300, 16558, 8108, 260488, 5640, 263782, 1130, 8475, 271928, 271822, 655, 692, 718, 2435, 928, 5172, 1002, 3198, 1140, 5048, 6020, 8775, 2075, 4755, 8595, 4328, 11715, 10182, 13850, 17902, 30248, 23972, 895, 31118, 30522, 26690, 26542, 962, 30408, 17420, 3192, 27662, 1782, 1412, 2768, 2642, 572, 2585, 4852, 8980, 5138, 5048, 612, 580, 30, 292, 4432, 1428, 11440, 3225, 50778, 55998, 60382, 12048, 128068, 50808, 22385, 57722, 185788, 185788, 186718, 186718, 940, 465485, 562, 798, 305, 1558, 5300, 7260, 479808, 7920, 483262, 3410, 1810, 1390, 489408
2011-06-05, 70070, 33818, 18048, 17800, 21372, 45115, 1272, 5062, 5015, 14635, 22138, 15065, 37202, 2805, 47072, 56615, 99252, 104660, 7185, 112162, 26438, 32110, 33790, 842, 209900, 29448, 322425, 239418, 17475, 8990, 262690, 6960, 266180, 1412, 9262, 275018, 274880, 612, 728, 740, 2728, 1032, 5480, 1082, 3365, 1220, 5360, 6748, 9172, 1982, 4592, 8155, 4330, 11558, 10050, 14042, 17952, 29928, 23888, 855, 31150, 30492, 26705, 26495, 925, 30148, 17070, 3718, 28150, 1855, 1490, 2675, 2510, 538, 2468, 4845, 8668, 5130, 5035, 600, 560, 22, 202, 4738, 1522, 11800, 3278, 50918, 55795, 63262, 12962, 131668, 52052, 23470, 58832, 190502, 190502, 191405, 191405, 888, 472795, 592, 812, 285, 1522, 5568, 7435, 486495, 7895, 489870, 3582, 1925, 1388, 496042
2011-06-06, 70665, 38805, 19240, 19740, 22768, 45738, 1408, 4888, 4865, 14650, 22425, 15540, 37970, 2775, 45762, 56628, 99242, 105010, 6995, 112595, 26685, 31670, 33285, 812, 212590, 29188, 323872, 240530, 18850, 9592, 265685, 7498, 269335, 1582, 9580, 278490, 278348, 582, 738, 730, 2872, 1048, 5558, 1138, 3495, 1278, 5575, 7182, 9825, 1962, 4552, 7895, 4448, 11205, 10180, 14470, 18342, 30145, 23850, 815, 30682, 29952, 26402, 26230, 892, 30010, 16720, 4195, 28608, 2012, 1632, 2680, 2482, 530, 2380, 4878, 8378, 5130, 5045, 590, 545, 20, 175, 5038, 1610, 12010, 3340, 51455, 56040, 65775, 13742, 134418, 53710, 24522, 60392, 194808, 194808, 195685, 195685, 902, 481140, 630, 838, 272, 1515, 5738, 7515, 494848, 7892, 498270, 3670, 2030, 1375, 504662
2011-06-07, 70525, 38428, 20598, 21620, 25218, 46122, 1542, 4955, 4920, 14655, 22550, 15935, 38482, 2760, 46800, 56972, 100515, 106732, 6828, 113958, 26728, 31280, 32862, 788, 215005, 28792, 325928, 241650, 20055, 9872, 268542, 7632, 272342, 1678, 9780, 281740, 281612, 630, 748, 722, 2928, 1038, 5525, 1165, 3530, 1308, 5650, 7348, 10248, 1972, 4555, 7785, 4612, 11028, 10640, 15195, 19130, 30922, 23788, 775, 29998, 29158, 25710, 25545, 865, 29468, 16370, 4110, 28370, 2118, 1735, 2695, 2492, 538, 2310, 4862, 8072, 5120, 5052, 580, 532, 20, 155, 5208, 1660, 12075, 3365, 52060, 56512, 68278, 14722, 137345, 54740, 26038, 61610, 198955, 198955, 199808, 199808, 950, 489478, 682, 875, 265, 1538, 5912, 7632, 503355, 7945, 506885, 3665, 2282, 1380, 513512
2011-06-08, 69222, 38300, 23032, 23885, 31360, 48352, 1672, 5158, 5048, 14542, 22540, 16205, 38742, 2848, 49212, 58388, 104208, 111082, 6720, 118060, 27035, 30940, 32478, 758, 217190, 28628, 328885, 242765, 20938, 9998, 270955, 7838, 274852, 1735, 9912, 284468, 284368, 568, 730, 692, 2892, 985, 5480, 1162, 3478, 1318, 5560, 7305, 10285, 2018, 4515, 7635, 4742, 10995, 11028, 15845, 19832, 31845, 23700, 742, 29428, 28458, 25000, 24812, 842, 28720, 16022, 3742, 27525, 2165, 1795, 2870, 2620, 570, 2232, 4848, 7768, 5120, 5055, 568, 518, 20, 132, 5415, 1678, 12005, 3382, 51860, 56332, 70018, 15312, 139580, 54808, 26822, 61742, 201325, 201325, 202150, 202150, 980, 495878, 682, 905, 255, 1562, 5805, 7580, 510318, 7830, 513848, 3642, 2205, 1405, 520850
2011-06-09, 67855, 37860, 26000, 26395, 43138, 54145, 2025, 6132, 5348, 14382, 22460, 16242, 38705, 2888, 53658, 64715, 110248, 117978, 6625, 124335, 26570, 30668, 32160, 730, 218985, 28095, 331410, 243880, 21478, 10005, 272920, 7910, 276875, 1748, 9788, 286442, 286370, 515, 712, 650, 2845, 945, 5352, 1158, 3405, 1335, 5412, 7035, 10005, 2048, 4405, 7365, 4770, 10930, 11265, 16350, 20365, 32418, 23615, 705, 28995, 27905, 24455, 24248, 820, 28078, 15672, 4075, 27245, 2168, 1815, 2900, 2730, 548, 2160, 4748, 7455, 5112, 5040, 558, 505, 20, 115, 5230, 1680, 11902, 3338, 50775, 55185, 71268, 15135, 140442, 53948, 25592, 61028, 201470, 201470, 202268, 202268, 945, 498968, 658, 875, 242, 1555, 5582, 7300, 513832, 7670, 517335, 3582, 2025, 1362, 524358
2011-06-10, 67010, 37648, 26880, 26532, 40738, 55842, 2002, 6608, 5422, 14192, 22268, 16088, 38358, 2772, 58528, 69990, 116258, 124848, 6485, 130642, 25438, 30350, 31842, 705, 220400, 27398, 333200, 244860, 21762, 9975, 274390, 8050, 278415, 1775, 9830, 288065, 288008, 488, 708, 620, 2888, 950, 5268, 1148, 3398, 1368, 5415, 6862, 9575, 1960, 4252, 6998, 4795, 10722, 11258, 16670, 20680, 32608, 23518, 675, 28542, 27345, 23945, 23735, 800, 27565, 15322, 4498, 27260, 2175, 1842, 2812, 2618, 538, 2075, 4645, 7150, 5105, 5035, 545, 495, 20, 240, 5042, 1708, 11730, 3270, 50080, 54185, 71348, 15002, 140148, 53322, 24758, 60240, 200388, 200388, 201162, 201162, 880, 499452, 632, 850, 232, 1505, 5458, 7118, 514402, 7568, 517908, 3542, 1890, 1315, 524795
2011-06-11, 66315, 37248, 25862, 25858, 36152, 54115, 1782, 6140, 5330, 14008, 22090, 15942, 38035, 2712, 58105, 68828, 118865, 128032, 6305, 134008, 24455, 29950, 31438, 675, 221332, 26412, 333880, 245000, 21872, 9975, 274852, 8342, 279008, 1832, 10120, 289032, 289002, 475, 708, 625, 2972, 990, 5210, 1145, 3438, 1392, 5490, 6852, 9255, 1935, 4142, 6688, 4842, 10400, 11198, 17048, 21040, 32835, 23410, 645, 27930, 26655, 23380, 23182, 780, 27030, 14972, 4340, 26908, 2255, 1925, 2830, 2618, 562, 2018, 4582, 6940, 4902, 4925, 535, 485, 20, 230, 4950, 1732, 11580, 3192, 49830, 53725, 71518, 14722, 139305, 52525, 24240, 59535, 198838, 198838, 199590, 199590, 812, 499018, 612, 818, 225, 1455, 5200, 6860, 513882, 7475, 517370, 3510, 1805, 1278, 524122
2011-06-12, 66115, 36838, 24618, 24875, 33285, 52035, 1735, 5790, 5248, 13758, 21812, 15675, 37485, 2665, 56692, 66148, 119000, 128510, 6095, 134362, 23385, 29500, 30972, 652, 222210, 25425, 333838, 245000, 21912, 10042, 275038, 8962, 279255, 1882, 10620, 289800, 289768, 515, 702, 618, 3028, 988, 5158, 1118, 3450, 1422, 5510, 6858, 9078, 1905, 4118, 6488, 4922, 10132, 11460, 17478, 21455, 33115, 23345, 612, 27222, 25848, 22592, 22415, 758, 26340, 14625, 3888, 26092, 2312, 1995, 2780, 2580, 548, 1950, 4485, 6762, 4612, 4645, 525, 475, 15, 210, 4808, 1750, 11522, 3140, 49138, 52942, 72125, 14575, 139005, 51652, 23770, 58595, 197602, 197602, 198328, 198328, 748, 497992, 588, 785, 220, 1405, 4818, 6482, 512430, 7380, 515890, 3488, 1732, 1235, 522522
2011-06-13, 66612, 36890, 23792, 24358, 31868, 52012, 1765, 5600, 5212, 13465, 21528, 15508, 37032, 2632, 55745, 64728, 119255, 129088, 5895, 134685, 22490, 28990, 30458, 635, 222535, 24688, 333500, 245000, 21962, 10102, 275210, 9228, 279445, 1885, 10772, 290190, 290182, 538, 678, 598, 2950, 945, 5032, 1062, 3382, 1432, 5380, 6675, 8922, 1855, 4108, 6328, 5020, 9975, 11865, 17852, 21822, 33365, 23282, 585, 26828, 25402, 22078, 21850, 740, 25668, 14275, 3760, 25538, 2322, 2022, 2718, 2520, 510, 1868, 4395, 6590, 4320, 4372, 512, 465, 10, 220, 4675, 1745, 11735, 3100, 47890, 51518, 72560, 14900, 139170, 51495, 23550, 58255, 197425, 197425, 198130, 198130, 705, 497788, 575, 765, 210, 1365, 4470, 6025, 511560, 7318, 514995, 3420, 1650, 1200, 521438
