, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-04-16,2796.0,6956.0,1367.0,1421.0,1946.0,4008.0,217.0,291.0,1169.0,2048.0,728.0,2776.0,263.0,3651.0,4344.0,7891.0,8915.0,2057.0,12208.0,7401.0,7030.0,537.0,43878.0,2963.0,53909.0,54000.0,1632.0,1007.0,56620.0,1703.0,58224.0,252.0,3054.0,61257.0,61251.0,473.0,464.0,462.0,1209.0,888.0,369.0,1594.0,312.0,797.0,481.0,974.0,393.0,1641.0,459.0,370.0,1057.0,431.0,931.0,562.0,1285.0,1683.0,2657.0,3627.0,140.0,3990.0,3683.0,2929.0,2777.0,324.0,5177.0,1419.0,192.0,7627.0,65.0,78.0,259.0,214.0,159.0,721.0,608.0,3031.0,919.0,925.0,415.0,258.0,32.0,245.0,1108.0,145.0,1777.0,987.0,12193.0,13956.0,4848.0,3235.0,21708.0,8726.0,7086.0,10093.0,31801.0,31801.0,32122.0,32122.0,470.0,95220.0,615.0,1104.0,146.0,752.0,2423.0,3296.0,103377.0,5897.0,105364.0,1502.0,991.0,1177.0,109012.0
2010-04-17,2783.0,7097.0,1489.0,1524.0,2042.0,4220.0,213.0,307.0,1206.0,2096.0,715.0,2811.0,314.0,3779.0,4377.0,8083.0,9127.0,2157.0,12497.0,7556.0,7457.0,532.0,44495.0,3041.0,55071.0,54000.0,1648.0,1016.0,56646.0,1763.0,58271.0,271.0,3172.0,61420.0,61413.0,467.0,465.0,454.0,1232.0,910.0,373.0,1610.0,316.0,803.0,490.0,1008.0,413.0,1740.0,459.0,419.0,1127.0,440.0,943.0,601.0,1298.0,1729.0,2733.0,3872.0,141.0,4054.0,3746.0,2993.0,2851.0,322.0,5253.0,1418.0,193.0,7607.0,66.0,78.0,267.0,212.0,160.0,693.0,666.0,3100.0,963.0,972.0,393.0,260.0,31.0,265.0,1196.0,165.0,1852.0,996.0,12223.0,14010.0,4945.0,3342.0,21932.0,8934.0,7361.0,10237.0,32169.0,32169.0,32446.0,32446.0,488.0,95720.0,601.0,1162.0,121.0,810.0,2518.0,3405.0,104074.0,5874.0,105985.0,1524.0,1032.0,1171.0,109612.0
2010-04-18,2774.0,7296.0,1620.0,1662.0,2144.0,4495.0,210.0,319.0,1250.0,2149.0,705.0,2854.0,352.0,3902.0,4670.0,8367.0,9442.0,2231.0,12889.0,7971.0,7766.0,537.0,45474.0,3105.0,56318.0,54000.0,1700.0,1009.0,56658.0,1841.0,58299.0,285.0,3298.0,61576.0,61570.0,446.0,448.0,429.0,1187.0,912.0,365.0,1624.0,320.0,804.0,500.0,1025.0,429.0,1834.0,476.0,492.0,1262.0,448.0,1017.0,645.0,1321.0,1785.0,2837.0,4119.0,141.0,4147.0,3805.0,2992.0,2852.0,330.0,5316.0,1416.0,197.0,7593.0,69.0,80.0,274.0,245.0,161.0,684.0,719.0,3166.0,1007.0,1030.0,372.0,255.0,31.0,284.0,1183.0,184.0,1967.0,1022.0,12408.0,14209.0,5088.0,3448.0,22361.0,9324.0,7632.0,10620.0,32981.0,32981.0,33241.0,33241.0,499.0,96554.0,598.0,1190.0,105.0,873.0,2617.0,3532.0,105100.0,5824.0,106890.0,1542.0,1042.0,1200.0,110542.0
2010-04-19,2764.0,7405.0,1725.0,1763.0,2218.0,4720.0,206.0,322.0,1295.0,2194.0,716.0,2910.0,318.0,3937.0,4966.0,8608.0,9708.0,2271.0,13183.0,8133.0,8098.0,490.0,46486.0,3171.0,57764.0,54000.0,1754.0,1004.0,56693.0,1907.0,58339.0,291.0,3401.0,61720.0,61714.0,455.0,459.0,417.0,1169.0,918.0,365.0,1623.0,327.0,815.0,508.0,1045.0,412.0,1864.0,485.0,552.0,1367.0,459.0,1129.0,672.0,1346.0,1820.0,2915.0,4365.0,137.0,4302.0,3927.0,3029.0,2876.0,331.0,5347.0,1415.0,192.0,7571.0,68.0,78.0,277.0,381.0,159.0,675.0,733.0,3222.0,1051.0,1080.0,344.0,238.0,31.0,299.0,1135.0,185.0,1981.0,1022.0,12559.0,14427.0,5301.0,3327.0,22737.0,9538.0,7649.0,10856.0,33594.0,33594.0,33848.0,33848.0,492.0,97524.0,606.0,1105.0,106.0,877.0,2597.0,3566.0,106318.0,5773.0,108010.0,1539.0,1061.0,1176.0,111709.0
2010-04-20,2744.0,7417.0,1820.0,1856.0,2307.0,4914.0,203.0,325.0,1327.0,2220.0,755.0,2975.0,303.0,3953.0,5208.0,8769.0,9885.0,2326.0,13427.0,8029.0,8094.0,490.0,47314.0,3253.0,58719.0,54000.0,1800.0,1049.0,56781.0,1943.0,58413.0,278.0,3522.0,61908.0,61899.0,482.0,493.0,423.0,1248.0,964.0,376.0,1649.0,344.0,839.0,512.0,1080.0,421.0,1842.0,477.0,607.0,1447.0,469.0,1231.0,664.0,1350.0,1825.0,2914.0,4607.0,132.0,4482.0,4082.0,3118.0,2955.0,328.0,5390.0,1414.0,185.0,7543.0,66.0,74.0,279.0,481.0,157.0,671.0,738.0,3280.0,1095.0,1118.0,328.0,229.0,30.0,311.0,1114.0,206.0,1998.0,1026.0,12604.0,14476.0,5596.0,3252.0,23037.0,9887.0,8188.0,11164.0,34201.0,34201.0,34451.0,34451.0,493.0,98234.0,627.0,1116.0,113.0,804.0,2516.0,3507.0,107041.0,5699.0,108624.0,1554.0,1080.0,1194.0,112363.0
2010-04-21,2756.0,7401.0,1917.0,1965.0,2396.0,5133.0,199.0,357.0,1351.0,2257.0,819.0,3076.0,295.0,4026.0,5442.0,8939.0,10071.0,2404.0,13675.0,7884.0,7936.0,451.0,47932.0,3265.0,59284.0,54000.0,1829.0,1084.0,56871.0,2016.0,58518.0,300.0,3534.0,62049.0,62046.0,468.0,482.0,400.0,1220.0,968.0,377.0,1678.0,351.0,856.0,510.0,1112.0,454.0,1847.0,478.0,661.0,1498.0,479.0,1284.0,693.0,1354.0,1836.0,2900.0,4848.0,130.0,4636.0,4219.0,3217.0,3053.0,332.0,5444.0,1412.0,184.0,7519.0,65.0,73.0,281.0,508.0,155.0,739.0,740.0,3338.0,1138.0,1152.0,315.0,226.0,30.0,319.0,1111.0,222.0,2042.0,1031.0,12657.0,14505.0,5948.0,3293.0,23394.0,10122.0,8497.0,11457.0,34852.0,34852.0,35098.0,35098.0,501.0,99075.0,638.0,1143.0,105.0,806.0,2454.0,3413.0,107810.0,5656.0,109289.0,1578.0,1152.0,1195.0,113090.0
2010-04-22,2815.0,7462.0,2117.0,2136.0,2482.0,5470.0,196.0,379.0,1372.0,2302.0,883.0,3185.0,324.0,4173.0,5752.0,9179.0,10334.0,2465.0,13981.0,7823.0,7833.0,431.0,48356.0,3290.0,59641.0,54000.0,1850.0,1081.0,56904.0,2125.0,58585.0,329.0,3380.0,61980.0,61985.0,457.0,469.0,407.0,1211.0,977.0,385.0,1678.0,363.0,861.0,549.0,1141.0,457.0,1932.0,488.0,704.0,1537.0,489.0,1313.0,724.0,1366.0,1872.0,2949.0,5076.0,130.0,4743.0,4309.0,3282.0,3123.0,323.0,5502.0,1411.0,187.0,7499.0,68.0,74.0,284.0,523.0,155.0,833.0,776.0,3391.0,1147.0,1168.0,301.0,228.0,30.0,329.0,1136.0,241.0,2094.0,1025.0,12699.0,14539.0,6342.0,3411.0,23866.0,10140.0,8397.0,11508.0,35374.0,35374.0,35617.0,35617.0,541.0,99804.0,611.0,1182.0,102.0,829.0,2511.0,3400.0,108600.0,5653.0,110026.0,1603.0,1187.0,1205.0,113918.0
2010-04-23,3046.0,7569.0,2336.0,2296.0,2620.0,5852.0,192.0,407.0,1393.0,2340.0,945.0,3285.0,391.0,4385.0,6173.0,9489.0,10676.0,2520.0,14433.0,8065.0,7898.0,534.0,48956.0,3375.0,60347.0,54000.0,1922.0,1127.0,56960.0,2214.0,58664.0,359.0,3344.0,61990.0,61985.0,475.0,474.0,431.0,1286.0,1028.0,400.0,1722.0,380.0,886.0,558.0,1183.0,494.0,2065.0,506.0,772.0,1633.0,515.0,1361.0,755.0,1382.0,1925.0,3078.0,5276.0,128.0,4815.0,4363.0,3305.0,3150.0,315.0,5554.0,1410.0,189.0,7481.0,73.0,78.0,291.0,444.0,156.0,805.0,847.0,3448.0,1113.0,1153.0,279.0,228.0,29.0,340.0,1218.0,276.0,2208.0,1032.0,12760.0,14597.0,6801.0,3815.0,24696.0,10285.0,8978.0,11579.0,36275.0,36275.0,36514.0,36514.0,578.0,100508.0,609.0,1151.0,131.0,854.0,2660.0,3541.0,109459.0,5643.0,110811.0,1626.0,1148.0,1208.0,114707.0
2010-04-24,3365.0,7699.0,2576.0,2519.0,2901.0,6308.0,189.0,474.0,1425.0,2450.0,1021.0,3471.0,439.0,4602.0,6703.0,9846.0,11071.0,2581.0,14951.0,8640.0,8337.0,798.0,49646.0,3489.0,61583.0,54000.0,2055.0,1243.0,57123.0,2306.0,58843.0,384.0,3483.0,62274.0,62259.0,492.0,484.0,444.0,1341.0,1074.0,402.0,1787.0,380.0,961.0,563.0,1256.0,593.0,2205.0,534.0,859.0,1749.0,521.0,1449.0,796.0,1405.0,1951.0,3116.0,5473.0,124.0,4896.0,4416.0,3304.0,3148.0,312.0,5564.0,1408.0,184.0,7459.0,74.0,78.0,294.0,374.0,155.0,752.0,873.0,3552.0,1079.0,1128.0,261.0,224.0,29.0,338.0,1222.0,295.0,2326.0,1056.0,12875.0,14733.0,7260.0,3966.0,25639.0,10877.0,10116.0,12080.0,37719.0,37719.0,37955.0,37955.0,581.0,101974.0,639.0,1235.0,143.0,844.0,2751.0,3691.0,111041.0,5631.0,112293.0,1647.0,1143.0,1212.0,116124.0
2010-04-25,3455.0,7839.0,2764.0,2687.0,2974.0,6708.0,186.0,502.0,1467.0,2556.0,1107.0,3663.0,453.0,4827.0,7244.0,10206.0,11469.0,2661.0,15441.0,9269.0,8988.0,778.0,50350.0,3635.0,63096.0,58630.0,2204.0,1354.0,61016.0,2355.0,61811.0,398.0,3591.0,64373.0,64124.0,494.0,496.0,447.0,1302.0,1103.0,383.0,1815.0,388.0,984.0,574.0,1291.0,673.0,2331.0,565.0,907.0,1823.0,546.0,1564.0,833.0,1433.0,1987.0,3177.0,5673.0,122.0,5012.0,4505.0,3324.0,3160.0,309.0,5551.0,1407.0,190.0,7448.0,71.0,74.0,291.0,336.0,153.0,728.0,863.0,3594.0,1044.0,1096.0,244.0,213.0,28.0,332.0,1177.0,308.0,2340.0,1062.0,12912.0,14838.0,7741.0,3864.0,26158.0,11270.0,10723.0,12596.0,38754.0,38754.0,38988.0,38988.0,566.0,103804.0,631.0,1266.0,131.0,917.0,2749.0,3737.0,113052.0,5606.0,114221.0,1679.0,1122.0,1202.0,118063.0
2010-04-26,3601.0,7913.0,2687.0,2722.0,3122.0,6740.0,183.0,500.0,1513.0,2608.0,1133.0,3741.0,437.0,4963.0,7517.0,10518.0,11813.0,2704.0,15757.0,9531.0,9443.0,549.0,50864.0,3766.0,64257.0,74529.0,2385.0,1364.0,77519.0,2328.0,78408.0,404.0,3558.0,80289.0,79651.0,494.0,498.0,451.0,1251.0,1128.0,368.0,1817.0,388.0,971.0,546.0,1284.0,658.0,2423.0,598.0,962.0,1915.0,553.0,1658.0,849.0,1454.0,1966.0,3186.0,5874.0,118.0,5144.0,4618.0,3376.0,3205.0,306.0,5582.0,1406.0,227.0,7480.0,70.0,71.0,289.0,312.0,151.0,707.0,909.0,3643.0,1010.0,1064.0,231.0,212.0,28.0,323.0,1182.0,326.0,2362.0,1066.0,12851.0,14810.0,8153.0,3740.0,26520.0,11093.0,10305.0,12516.0,39036.0,39036.0,39266.0,39266.0,572.0,111151.0,610.0,1217.0,126.0,934.0,2695.0,3691.0,118870.0,5603.0,119633.0,1653.0,1113.0,1156.0,122779.0
2010-04-27,3771.0,7932.0,2636.0,2843.0,3228.0,6769.0,180.0,494.0,1552.0,2628.0,1130.0,3758.0,418.0,4982.0,7497.0,10730.0,12045.0,2744.0,16030.0,9186.0,9371.0,458.0,51343.0,3889.0,64773.0,78099.0,2533.0,1387.0,81588.0,2372.0,83045.0,417.0,3504.0,86080.0,85923.0,498.0,497.0,462.0,1265.0,1162.0,362.0,1828.0,414.0,986.0,566.0,1301.0,620.0,2479.0,620.0,1007.0,1993.0,575.0,1756.0,850.0,1458.0,1968.0,3171.0,6084.0,114.0,5262.0,4716.0,3431.0,3258.0,304.0,5617.0,1404.0,272.0,7542.0,68.0,68.0,286.0,294.0,151.0,747.0,972.0,3695.0,975.0,1020.0,223.0,202.0,28.0,314.0,1200.0,339.0,2392.0,1064.0,12838.0,14799.0,8456.0,3734.0,26851.0,10994.0,10017.0,12331.0,39182.0,39182.0,39409.0,39409.0,583.0,124850.0,648.0,1238.0,134.0,884.0,2627.0,3593.0,133040.0,5609.0,133721.0,1658.0,1196.0,1158.0,136664.0
2010-04-28,3879.0,8021.0,2826.0,2983.0,3412.0,7080.0,176.0,498.0,1589.0,2669.0,1147.0,3816.0,417.0,5111.0,7667.0,10904.0,12234.0,2806.0,16463.0,8989.0,9014.0,461.0,51940.0,4099.0,65174.0,81669.0,2635.0,1459.0,85375.0,2566.0,86879.0,473.0,3521.0,89915.0,89753.0,508.0,499.0,470.0,1372.0,1215.0,388.0,1870.0,434.0,1123.0,628.0,1449.0,698.0,2534.0,632.0,1034.0,1988.0,573.0,1811.0,831.0,1459.0,1977.0,3215.0,6294.0,112.0,5389.0,4824.0,3483.0,3307.0,301.0,5648.0,1403.0,316.0,7611.0,69.0,67.0,291.0,305.0,151.0,839.0,1099.0,3771.0,941.0,974.0,217.0,194.0,27.0,304.0,1193.0,360.0,2448.0,1063.0,12852.0,14807.0,8724.0,4233.0,27540.0,11466.0,10350.0,12684.0,40223.0,40223.0,40447.0,40447.0,628.0,130232.0,699.0,1475.0,157.0,934.0,2626.0,3530.0,139074.0,5624.0,139993.0,1694.0,1284.0,1203.0,143689.0
2010-04-29,3952.0,8255.0,2968.0,3073.0,3465.0,7327.0,172.0,481.0,1612.0,2671.0,1179.0,3850.0,416.0,5179.0,8051.0,11195.0,12552.0,2859.0,16761.0,9223.0,9081.0,455.0,52727.0,4380.0,66274.0,85240.0,2721.0,1503.0,89107.0,2701.0,90665.0,518.0,3581.0,93764.0,93604.0,492.0,496.0,460.0,1370.0,1225.0,394.0,1903.0,456.0,1235.0,666.0,1603.0,860.0,2551.0,654.0,1064.0,1957.0,599.0,1788.0,855.0,1479.0,2004.0,3300.0,6506.0,110.0,5452.0,4880.0,3522.0,3350.0,295.0,5700.0,1402.0,362.0,7683.0,72.0,69.0,307.0,346.0,152.0,888.0,1177.0,3792.0,921.0,944.0,211.0,185.0,27.0,297.0,1149.0,371.0,2516.0,1063.0,12935.0,14887.0,9232.0,4395.0,28227.0,11813.0,10610.0,13129.0,41356.0,41356.0,41577.0,41577.0,630.0,135402.0,686.0,1497.0,121.0,1143.0,2695.0,3585.0,144433.0,5631.0,145280.0,1711.0,1245.0,1186.0,149006.0
2010-04-30,4078.0,8406.0,3043.0,3207.0,3589.0,7531.0,169.0,477.0,1620.0,2659.0,1181.0,3840.0,407.0,5127.0,8326.0,11327.0,12694.0,2917.0,16958.0,9106.0,9186.0,414.0,54217.0,4609.0,67565.0,88717.0,2820.0,1552.0,92740.0,2798.0,94360.0,558.0,3746.0,97630.0,97470.0,488.0,497.0,463.0,1404.0,1255.0,424.0,1939.0,474.0,1320.0,688.0,1723.0,977.0,2605.0,670.0,1100.0,1953.0,610.0,1750.0,919.0,1535.0,2061.0,3370.0,6710.0,106.0,5454.0,4868.0,3492.0,3329.0,285.0,5679.0,1400.0,409.0,7759.0,75.0,70.0,325.0,335.0,156.0,800.0,1211.0,3804.0,918.0,921.0,205.0,170.0,26.0,282.0,1124.0,387.0,2513.0,1054.0,12996.0,14963.0,9760.0,4342.0,28843.0,11857.0,10776.0,13200.0,42044.0,42044.0,42261.0,42261.0,617.0,140139.0,617.0,1324.0,105.0,1117.0,2719.0,3633.0,149527.0,5574.0,150293.0,1721.0,1142.0,1181.0,154005.0
2010-05-01,4336.0,8738.0,3208.0,3336.0,4242.0,7807.0,165.0,485.0,1629.0,2674.0,1206.0,3880.0,429.0,5303.0,8650.0,11499.0,12877.0,2972.0,17166.0,9364.0,9402.0,417.0,58491.0,4870.0,71657.0,89974.0,2911.0,1677.0,94366.0,2892.0,96199.0,593.0,3969.0,99908.0,99810.0,464.0,470.0,443.0,1408.0,1267.0,420.0,1966.0,477.0,1298.0,703.0,1729.0,1040.0,2733.0,690.0,1160.0,1997.0,611.0,1723.0,988.0,1592.0,2118.0,3448.0,6906.0,101.0,5444.0,4828.0,3409.0,3252.0,275.0,5602.0,1391.0,437.0,7818.0,77.0,70.0,340.0,321.0,161.0,667.0,1284.0,3840.0,915.0,914.0,202.0,161.0,26.0,276.0,1164.0,408.0,2504.0,1055.0,13017.0,14972.0,10121.0,4340.0,28986.0,12068.0,11168.0,13329.0,42315.0,42315.0,42530.0,42530.0,614.0,143681.0,484.0,1141.0,90.0,954.0,2731.0,3653.0,153079.0,5535.0,153778.0,1733.0,1111.0,1184.0,157442.0
2010-05-02,4606.0,9345.0,3534.0,3577.0,4504.0,8315.0,161.0,519.0,1670.0,2744.0,1261.0,4005.0,454.0,5467.0,9154.0,12120.0,13561.0,3043.0,18008.0,9368.0,9782.0,429.0,52942.0,5416.0,71050.0,90000.0,3049.0,1740.0,94633.0,2978.0,96603.0,631.0,4153.0,100707.0,100689.0,460.0,466.0,430.0,1408.0,1276.0,401.0,1966.0,482.0,1277.0,674.0,1698.0,984.0,2793.0,700.0,1152.0,1971.0,603.0,1724.0,1037.0,1652.0,2188.0,3591.0,7101.0,98.0,5441.0,4808.0,3334.0,3169.0,266.0,5472.0,1378.0,458.0,7862.0,75.0,67.0,356.0,318.0,162.0,605.0,1460.0,3935.0,914.0,896.0,198.0,170.0,25.0,262.0,1199.0,429.0,2530.0,1077.0,13071.0,15032.0,10507.0,4471.0,29366.0,12776.0,11564.0,13930.0,43297.0,43297.0,43509.0,43509.0,622.0,146456.0,403.0,1073.0,80.0,784.0,2905.0,3722.0,156085.0,5526.0,156777.0,1771.0,1143.0,1182.0,160608.0
2010-05-03,4800.0,9641.0,3967.0,3822.0,4715.0,8990.0,159.0,536.0,1756.0,2874.0,1312.0,4186.0,464.0,5587.0,9873.0,12807.0,14322.0,3118.0,18873.0,9247.0,9696.0,405.0,50986.0,5909.0,66582.0,90000.0,3243.0,1733.0,94786.0,2923.0,96766.0,631.0,4249.0,100990.0,100981.0,447.0,455.0,418.0,1377.0,1287.0,367.0,1943.0,476.0,1239.0,658.0,1655.0,889.0,2724.0,710.0,1192.0,1952.0,628.0,1664.0,1106.0,1721.0,2266.0,3725.0,7296.0,95.0,5447.0,4797.0,3270.0,3101.0,256.0,5356.0,1366.0,481.0,7906.0,72.0,63.0,367.0,317.0,157.0,576.0,1526.0,3983.0,912.0,887.0,194.0,163.0,24.0,252.0,1173.0,436.0,2549.0,1099.0,13154.0,15149.0,10970.0,4356.0,29961.0,13700.0,11858.0,14875.0,44836.0,44836.0,45045.0,45045.0,617.0,148506.0,349.0,960.0,72.0,696.0,3086.0,3870.0,158299.0,5493.0,158933.0,1762.0,1113.0,1166.0,162842.0
2010-05-04,5040.0,9743.0,4265.0,4108.0,5029.0,9613.0,156.0,532.0,1846.0,2977.0,1360.0,4337.0,472.0,5713.0,10574.0,13478.0,15064.0,3191.0,19706.0,8749.0,9370.0,393.0,52908.0,6283.0,68529.0,90000.0,3429.0,1711.0,94950.0,2895.0,96926.0,631.0,4270.0,101173.0,101166.0,435.0,459.0,404.0,1344.0,1296.0,341.0,1917.0,471.0,1220.0,651.0,1624.0,769.0,2581.0,721.0,1282.0,2024.0,642.0,1649.0,1226.0,1827.0,2411.0,3894.0,7501.0,92.0,5411.0,4739.0,3182.0,3018.0,246.0,5261.0,1353.0,508.0,7939.0,73.0,63.0,375.0,310.0,159.0,556.0,1582.0,4034.0,909.0,884.0,190.0,156.0,24.0,242.0,1231.0,456.0,2523.0,1167.0,13217.0,15289.0,11491.0,4237.0,30439.0,14040.0,11598.0,15340.0,45779.0,45779.0,45986.0,45986.0,605.0,149871.0,311.0,836.0,67.0,579.0,3232.0,4022.0,159938.0,5439.0,160496.0,1762.0,1133.0,1145.0,164435.0
2010-05-05,5454.0,9978.0,4461.0,4314.0,5539.0,10060.0,154.0,554.0,1933.0,3085.0,1371.0,4456.0,501.0,5865.0,11194.0,14251.0,15918.0,3259.0,20595.0,8536.0,8953.0,392.0,53993.0,6545.0,69547.0,90000.0,3575.0,1720.0,95139.0,2964.0,97122.0,646.0,4302.0,101390.0,101379.0,426.0,462.0,404.0,1392.0,1320.0,338.0,1891.0,480.0,1238.0,678.0,1642.0,665.0,2437.0,733.0,1305.0,2033.0,652.0,1688.0,1320.0,1937.0,2525.0,4086.0,7704.0,88.0,5452.0,4744.0,3099.0,2925.0,237.0,5139.0,1340.0,546.0,7983.0,76.0,64.0,387.0,305.0,166.0,550.0,1654.0,4073.0,907.0,872.0,186.0,152.0,23.0,230.0,1195.0,472.0,2534.0,1169.0,13258.0,15484.0,12079.0,4247.0,31175.0,14550.0,11895.0,15727.0,46902.0,46902.0,47106.0,47106.0,586.0,150795.0,287.0,763.0,63.0,456.0,3360.0,4298.0,161014.0,5405.0,161488.0,1771.0,1126.0,1134.0,165452.0
2010-05-06,6378.0,10528.0,4744.0,4433.0,5903.0,10445.0,152.0,555.0,2030.0,3227.0,1475.0,4701.0,521.0,6067.0,11728.0,14975.0,16718.0,3321.0,21511.0,8744.0,8972.0,380.0,56282.0,6797.0,71607.0,90000.0,3684.0,1845.0,95374.0,3130.0,97408.0,719.0,4508.0,101836.0,101811.0,430.0,442.0,395.0,1456.0,1341.0,365.0,1912.0,518.0,1284.0,758.0,1746.0,687.0,2360.0,734.0,1353.0,2042.0,669.0,1671.0,1374.0,2025.0,2618.0,4303.0,7925.0,87.0,5511.0,4786.0,3079.0,2893.0,229.0,5035.0,1327.0,588.0,8034.0,77.0,63.0,399.0,304.0,169.0,548.0,1747.0,4118.0,902.0,856.0,182.0,144.0,22.0,218.0,1165.0,498.0,2527.0,1207.0,13274.0,15671.0,12681.0,4180.0,31903.0,15589.0,12076.0,16703.0,48607.0,48607.0,48808.0,48808.0,575.0,152411.0,269.0,714.0,61.0,376.0,3539.0,4625.0,162805.0,5364.0,163149.0,1836.0,984.0,1138.0,166970.0
2010-05-07,7151.0,11519.0,5062.0,4659.0,6100.0,10979.0,151.0,570.0,2118.0,3329.0,1620.0,4948.0,534.0,6324.0,12171.0,15748.0,17570.0,3382.0,22434.0,9025.0,9313.0,350.0,59811.0,7234.0,75753.0,90000.0,3900.0,2082.0,95715.0,3300.0,97832.0,810.0,4927.0,102642.0,102604.0,434.0,454.0,391.0,1612.0,1363.0,441.0,1985.0,548.0,1337.0,779.0,1848.0,833.0,2378.0,743.0,1400.0,2098.0,693.0,1694.0,1484.0,2112.0,2731.0,4560.0,8199.0,83.0,5560.0,4805.0,3052.0,2868.0,223.0,4987.0,1314.0,627.0,8082.0,79.0,63.0,412.0,306.0,172.0,547.0,1844.0,4128.0,893.0,843.0,178.0,138.0,22.0,205.0,1159.0,521.0,2564.0,1232.0,13334.0,15885.0,13257.0,4312.0,32749.0,16407.0,12073.0,17598.0,50347.0,50347.0,50545.0,50545.0,567.0,154688.0,254.0,668.0,56.0,319.0,3664.0,4859.0,165281.0,5371.0,165560.0,1962.0,864.0,1149.0,169272.0
