, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-15, 45488, 23840, 13328, 9060, 13385, 32275, 1178, 2030, 1915, 5298, 9638, 5008, 14645, 1470, 18660, 38988, 59772, 66278, 2935, 64312, 5170, 6110, 7378, 270, 156072, 5428, 223185, 248000, 8490, 5360, 263508, 5855, 269458, 1422, 8305, 278148, 278242, 410, 380, 775, 1655, 258, 4090, 575, 1708, 1138, 2835, 2590, 3645, 1000, 1630, 2775, 4150, 4630, 5348, 15485, 17480, 22730, 20640, 160, 18372, 16895, 14825, 14385, 250, 16545, 1102, 935, 5745, 1092, 1298, 1385, 1095, 390, 1072, 1672, 4502, 1575, 1398, 175, 240, 25, 22, 1242, 405, 5485, 760, 14370, 15878, 36738, 7238, 66630, 24220, 9415, 38490, 105898, 99725, 99878, 99878, 100, 384445, 80, 100, 10, 122, 1288, 1940, 388028, 5240, 389452, 1558, 605, 1175, 393310
2011-07-16, 45620, 23592, 13792, 9095, 12925, 32080, 1095, 1942, 1808, 5130, 9318, 4512, 13835, 1415, 17878, 39222, 59285, 65798, 2755, 63325, 4768, 5592, 6538, 268, 153675, 5780, 220462, 239325, 7742, 5288, 254605, 5895, 260808, 1455, 8002, 269830, 270198, 365, 385, 765, 1718, 158, 4052, 562, 1628, 1132, 2675, 2392, 3520, 992, 1565, 2672, 3995, 4385, 5092, 15120, 17048, 22270, 21825, 150, 18092, 16610, 14470, 14042, 245, 16168, 1500, 895, 5665, 1055, 1265, 1390, 1115, 385, 1040, 1572, 4445, 1472, 1278, 178, 235, 20, 0, 1172, 385, 5095, 710, 13618, 15050, 34722, 6955, 63082, 22152, 8848, 36462, 100330, 94555, 94702, 94702, 90, 375592, 78, 100, 8, 120, 1232, 1872, 380415, 5235, 382010, 1520, 620, 1175, 386168
2011-07-17, 44280, 23340, 13365, 8442, 11998, 29340, 1045, 1852, 1708, 4978, 8952, 4012, 12968, 1360, 16850, 37475, 58198, 64610, 2502, 61895, 4470, 5288, 6202, 260, 151478, 5705, 218142, 236350, 7095, 5098, 250840, 6078, 257358, 1468, 7968, 266162, 266358, 295, 388, 745, 1770, 150, 4022, 542, 1555, 1098, 2540, 2222, 3370, 980, 1482, 2540, 3830, 4112, 4898, 14602, 16455, 21640, 23020, 145, 18725, 17060, 14420, 13928, 240, 15890, 1500, 855, 6042, 1015, 1215, 1310, 1052, 348, 1010, 1458, 4652, 1420, 1225, 170, 230, 20, 0, 1120, 365, 4965, 665, 13102, 14435, 32905, 6722, 60212, 20295, 8420, 34565, 95578, 90198, 90338, 90338, 88, 363858, 70, 92, 0, 108, 1185, 1810, 367870, 5230, 369462, 1490, 608, 1160, 373512
2011-07-18, 42472, 23108, 12575, 7812, 11085, 26188, 1010, 1792, 1618, 4805, 8602, 3590, 12190, 1305, 15878, 34128, 55050, 61132, 2252, 58622, 4198, 5018, 5920, 250, 149260, 5340, 214765, 213242, 7185, 4820, 227210, 6112, 234475, 1472, 7828, 245105, 246102, 258, 385, 720, 1775, 140, 4042, 518, 1480, 1065, 2392, 2085, 3230, 958, 1442, 2470, 3725, 3850, 4705, 14140, 15900, 20920, 22310, 140, 20078, 18575, 15860, 15228, 240, 16562, 1500, 815, 6800, 975, 1175, 1232, 972, 318, 982, 1348, 4605, 1368, 1168, 160, 228, 20, 0, 1092, 350, 5018, 625, 12978, 14205, 31025, 6435, 57608, 18458, 7920, 32698, 91120, 86130, 86268, 86268, 78, 350092, 70, 90, 0, 100, 1135, 1755, 356288, 5220, 358115, 1455, 598, 1150, 362540
2011-07-19, 40015, 22890, 11842, 7265, 10255, 24002, 975, 1740, 1532, 4640, 8288, 3232, 11520, 1255, 15022, 30995, 50805, 56418, 2002, 54145, 3962, 4785, 5668, 245, 146860, 4975, 209598, 208382, 7148, 4502, 221248, 6055, 227400, 1462, 7555, 235702, 235948, 230, 380, 700, 1755, 132, 4075, 492, 1402, 1038, 2250, 1975, 3122, 940, 1358, 2348, 3578, 3622, 4502, 14075, 15788, 20645, 21745, 135, 19332, 17955, 15990, 15668, 240, 17672, 1500, 785, 6945, 942, 1135, 1172, 912, 300, 960, 1252, 4402, 1312, 1105, 152, 220, 20, 0, 1055, 332, 5215, 585, 13918, 14865, 29300, 6045, 55458, 16740, 7458, 30935, 87218, 82622, 82758, 82758, 70, 327520, 70, 90, 0, 90, 1090, 1700, 332740, 5220, 334698, 1435, 595, 1160, 339385
2011-07-20, 38150, 22685, 11272, 6842, 9640, 22948, 948, 1688, 1458, 4470, 7972, 2890, 10860, 1210, 14232, 29228, 47060, 52258, 1752, 50050, 3758, 4590, 5452, 238, 144075, 4655, 203252, 202182, 6922, 4238, 214575, 6082, 220808, 1448, 7258, 228965, 229260, 210, 380, 678, 1735, 130, 4112, 465, 1325, 1018, 2108, 1880, 3040, 922, 1295, 2245, 3428, 3375, 4235, 13475, 15180, 20182, 21452, 130, 18568, 17180, 15192, 14918, 240, 17280, 1500, 752, 6992, 910, 1095, 1125, 865, 285, 940, 1170, 4375, 1258, 1048, 148, 220, 20, 0, 1012, 315, 4935, 552, 14258, 15472, 27758, 5750, 54382, 15318, 7062, 29425, 84650, 80450, 80580, 80580, 70, 317752, 70, 90, 0, 90, 1045, 1652, 321575, 5210, 323238, 1402, 590, 1155, 327065
2011-07-21, 36908, 22495, 10802, 6635, 9118, 22210, 922, 1652, 1380, 4322, 7698, 2598, 10292, 1165, 13512, 28162, 44592, 49512, 1508, 47092, 3578, 4425, 5275, 230, 141122, 4368, 197222, 196132, 6745, 3990, 207845, 5930, 214002, 1415, 6955, 221815, 222108, 190, 372, 655, 1692, 120, 4145, 428, 1250, 990, 1970, 1782, 2968, 908, 1252, 2170, 3305, 3148, 4015, 12900, 14555, 19525, 20782, 125, 18118, 16740, 14642, 14348, 240, 16640, 1500, 720, 7042, 878, 1055, 1080, 825, 272, 918, 1090, 4355, 1202, 992, 140, 215, 12, 0, 935, 302, 4660, 518, 13968, 15215, 26372, 5512, 52658, 14008, 6652, 28095, 81605, 77850, 77978, 77978, 68, 308332, 70, 90, 0, 90, 1008, 1605, 312310, 5210, 314035, 1375, 578, 1148, 317878
2011-07-22, 35565, 22345, 10335, 6402, 8592, 21532, 892, 1605, 1312, 4175, 7425, 2360, 9782, 1122, 12892, 27390, 44282, 49152, 1265, 46050, 3415, 4278, 5118, 222, 139748, 4105, 192365, 191175, 6665, 3765, 202262, 5725, 208258, 1368, 6600, 215562, 215800, 172, 360, 635, 1622, 115, 4175, 395, 1170, 950, 1830, 1680, 2900, 898, 1202, 2090, 3198, 2948, 3820, 12415, 14025, 18915, 20438, 120, 17352, 16020, 14055, 13822, 240, 16182, 1500, 690, 7092, 850, 1020, 1042, 785, 258, 895, 1022, 4340, 1150, 940, 132, 210, 10, 0, 915, 288, 4385, 495, 13680, 14900, 25078, 5298, 50725, 12752, 6345, 26805, 78395, 75195, 75318, 75318, 60, 298762, 70, 80, 0, 88, 975, 1565, 302595, 5200, 304345, 1342, 570, 1125, 308128
2011-07-23, 34120, 22270, 9845, 6120, 8115, 20748, 868, 1565, 1245, 4022, 7152, 2138, 9288, 1082, 12308, 26538, 43778, 48602, 1098, 45365, 3265, 4145, 4978, 215, 137505, 3860, 193928, 191212, 6530, 3548, 201112, 5485, 206308, 1308, 6242, 212350, 212342, 158, 348, 630, 1548, 110, 4185, 362, 1102, 910, 1720, 1582, 2828, 882, 1148, 2000, 3090, 2772, 3615, 11900, 13475, 18220, 20398, 115, 16818, 15452, 13358, 13132, 245, 15548, 1500, 668, 7145, 820, 985, 1005, 755, 248, 875, 965, 4325, 1130, 898, 128, 210, 10, 0, 875, 275, 4125, 472, 13390, 14590, 23868, 5112, 48940, 11612, 6005, 25615, 75438, 72628, 72748, 72748, 60, 290515, 70, 80, 0, 80, 935, 1525, 293992, 5200, 295732, 1318, 565, 1105, 299342
2011-07-24, 32722, 22195, 9258, 5868, 7602, 19910, 835, 1512, 1185, 3878, 6888, 1930, 8820, 1040, 11745, 25625, 42272, 46930, 1045, 43722, 3128, 4028, 4848, 210, 133528, 3632, 201015, 199355, 6305, 3322, 208968, 5262, 214075, 1258, 5898, 219255, 218965, 145, 340, 630, 1505, 102, 4162, 332, 1048, 870, 1640, 1498, 2760, 868, 1090, 1905, 2985, 2698, 3395, 11435, 12968, 17532, 20370, 110, 16690, 15320, 13068, 12805, 240, 15052, 1500, 640, 7202, 792, 952, 965, 715, 238, 855, 915, 4310, 1122, 885, 120, 200, 10, 0, 845, 262, 3960, 455, 13180, 14325, 22728, 4962, 47260, 10570, 5555, 24538, 72695, 70280, 70395, 70395, 55, 289035, 70, 80, 0, 80, 902, 1485, 290748, 5198, 292240, 1308, 555, 1092, 295180
2011-07-25, 31920, 22132, 8735, 5638, 7170, 19128, 810, 1470, 1132, 3730, 6622, 1752, 8375, 1005, 11212, 24640, 40745, 45232, 998, 42058, 2998, 3918, 4732, 202, 130972, 3420, 197775, 196712, 6102, 3105, 206368, 5062, 212122, 1208, 5602, 218238, 218400, 135, 330, 630, 1462, 100, 4140, 308, 1005, 835, 1568, 1415, 2708, 852, 1048, 1835, 2885, 2652, 3218, 11112, 12600, 16982, 20342, 110, 16692, 15332, 13030, 12765, 240, 14942, 1500, 612, 7265, 768, 920, 928, 688, 228, 832, 860, 4292, 1120, 890, 120, 200, 10, 0, 812, 250, 3835, 435, 13100, 14205, 21672, 4825, 45800, 9688, 5135, 23595, 70298, 68280, 68390, 68390, 60, 291658, 70, 80, 0, 75, 868, 1455, 293975, 5190, 295495, 1290, 548, 1075, 298332
2011-07-26, 31565, 22075, 8275, 5528, 6845, 18515, 790, 1442, 1082, 3592, 6390, 1608, 7998, 965, 10728, 23792, 39215, 43540, 948, 40258, 2875, 3810, 4622, 200, 125622, 3225, 194298, 193225, 6060, 2922, 202510, 4808, 208232, 1145, 5372, 214102, 214272, 128, 320, 630, 1422, 92, 4112, 282, 958, 802, 1500, 1338, 2660, 840, 1008, 1772, 2768, 2632, 3050, 10848, 12310, 16565, 20320, 100, 16715, 15382, 13062, 12820, 240, 14995, 1500, 582, 7332, 740, 888, 895, 655, 218, 802, 815, 4275, 1120, 880, 110, 200, 10, 0, 775, 238, 3705, 418, 13050, 14130, 20692, 4690, 44412, 8992, 4918, 22835, 68165, 66540, 66648, 66648, 52, 286752, 65, 80, 0, 70, 835, 1418, 289918, 5190, 291688, 1278, 538, 1068, 295005
