, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-07-17,10171.0,14353.0,2344.0,1736.0,1422.0,9256.0,72.0,66.0,345.0,929.0,1547.0,1191.0,2758.0,170.0,3927.0,9188.0,13549.0,14493.0,533.0,14389.0,705.0,1866.0,73.0,92752.0,1086.0,96226.0,99594.0,1169.0,1190.0,102221.0,1647.0,104816.0,224.0,2267.0,109421.0,109524.0,65.0,83.0,230.0,511.0,3298.0,19.0,3269.0,98.0,590.0,403.0,626.0,382.0,1695.0,492.0,107.0,722.0,722.0,382.0,851.0,6819.0,7186.0,8470.0,14326.0,7.0,8077.0,6386.0,3407.0,3062.0,17.0,4781.0,30.0,78.0,4805.0,224.0,231.0,389.0,63.0,66.0,111.0,1055.0,677.0,8.0,18.0,0.0,5.0,476.0,161.0,2469.0,194.0,7686.0,8319.0,7705.0,1111.0,19159.0,3458.0,2041.0,17594.0,36752.0,36752.0,36756.0,36756.0,23.0,145055.0,43.0,44.0,0.0,18.0,159.0,208.0,146615.0,4399.0,143569.0,1061.0,375.0,694.0,145852.0
2003-07-18,10219.0,14384.0,2279.0,1671.0,1405.0,9068.0,71.0,65.0,340.0,914.0,1513.0,1158.0,2682.0,166.0,3788.0,9048.0,13217.0,14166.0,532.0,14063.0,679.0,1836.0,73.0,91381.0,1033.0,94696.0,98026.0,1137.0,1080.0,100456.0,1600.0,103004.0,211.0,2066.0,107204.0,107288.0,61.0,79.0,239.0,495.0,3272.0,19.0,3257.0,96.0,569.0,427.0,601.0,354.0,1652.0,504.0,107.0,744.0,719.0,348.0,853.0,6956.0,7354.0,8612.0,14258.0,7.0,8010.0,6352.0,3361.0,2959.0,17.0,4698.0,30.0,76.0,4824.0,219.0,226.0,375.0,62.0,64.0,110.0,1056.0,671.0,8.0,18.0,0.0,3.0,487.0,155.0,2473.0,189.0,7658.0,8247.0,7586.0,1095.0,18830.0,3333.0,2030.0,17456.0,36286.0,36286.0,36287.0,36287.0,22.0,143141.0,42.0,44.0,0.0,17.0,165.0,194.0,144709.0,4393.0,141756.0,1101.0,385.0,694.0,144046.0
2003-07-19,10353.0,16735.0,2384.0,1609.0,1357.0,9052.0,66.0,60.0,331.0,899.0,1483.0,1124.0,2609.0,162.0,3689.0,8942.0,12978.0,13921.0,532.0,13804.0,668.0,1812.0,72.0,90545.0,984.0,93564.0,96817.0,1099.0,1026.0,99116.0,1560.0,101612.0,202.0,1984.0,105514.0,105575.0,58.0,77.0,248.0,476.0,3247.0,19.0,3253.0,95.0,549.0,426.0,576.0,348.0,1620.0,506.0,107.0,760.0,720.0,345.0,834.0,6947.0,7398.0,8693.0,14191.0,7.0,7948.0,6318.0,3356.0,2956.0,18.0,4679.0,30.0,74.0,4855.0,211.0,218.0,361.0,59.0,62.0,109.0,1057.0,668.0,8.0,18.0,0.0,3.0,499.0,149.0,2477.0,185.0,7679.0,8239.0,7495.0,1080.0,18620.0,3224.0,2002.0,17347.0,35967.0,35967.0,35967.0,35967.0,21.0,141659.0,42.0,43.0,0.0,17.0,160.0,191.0,143120.0,4390.0,140232.0,1122.0,386.0,699.0,142511.0
2003-07-20,10316.0,18752.0,2455.0,1550.0,1328.0,9060.0,67.0,61.0,325.0,888.0,1461.0,1090.0,2552.0,158.0,3598.0,8924.0,12807.0,13744.0,522.0,13604.0,659.0,1802.0,71.0,92074.0,940.0,94367.0,97287.0,1053.0,987.0,99332.0,1519.0,101623.0,193.0,1973.0,105099.0,105078.0,55.0,74.0,256.0,447.0,3221.0,19.0,3241.0,93.0,530.0,418.0,552.0,338.0,1602.0,507.0,107.0,794.0,716.0,381.0,823.0,6911.0,7370.0,8657.0,14126.0,7.0,8017.0,6415.0,3444.0,3002.0,18.0,4735.0,30.0,72.0,4887.0,205.0,212.0,348.0,58.0,63.0,109.0,1058.0,674.0,8.0,18.0,0.0,3.0,499.0,144.0,2485.0,181.0,7707.0,8248.0,7416.0,1066.0,18477.0,3116.0,1959.0,17240.0,35717.0,35717.0,35717.0,35717.0,21.0,140955.0,41.0,43.0,0.0,16.0,149.0,183.0,142269.0,4383.0,139432.0,1120.0,383.0,706.0,141672.0
2003-07-21,10829.0,18756.0,2456.0,1494.0,1284.0,9019.0,67.0,62.0,318.0,878.0,1439.0,1072.0,2510.0,154.0,3522.0,8929.0,12719.0,13650.0,509.0,13486.0,640.0,1796.0,70.0,93104.0,900.0,95858.0,98931.0,1005.0,953.0,100935.0,1479.0,103233.0,186.0,1972.0,106521.0,106465.0,52.0,71.0,265.0,410.0,3195.0,18.0,3236.0,91.0,511.0,412.0,529.0,334.0,1590.0,514.0,106.0,824.0,715.0,423.0,819.0,6882.0,7350.0,8623.0,14060.0,7.0,8065.0,6505.0,3592.0,3145.0,18.0,4873.0,30.0,71.0,4922.0,200.0,207.0,335.0,53.0,61.0,111.0,1059.0,678.0,8.0,18.0,0.0,3.0,499.0,139.0,2489.0,177.0,7755.0,8281.0,7336.0,1052.0,18362.0,3008.0,1936.0,17135.0,35497.0,35497.0,35497.0,35497.0,20.0,142038.0,41.0,42.0,0.0,16.0,146.0,177.0,143019.0,4376.0,140184.0,1113.0,381.0,706.0,142264.0
2003-07-22,10307.0,18731.0,2366.0,1440.0,1221.0,8890.0,64.0,59.0,309.0,865.0,1415.0,1053.0,2468.0,150.0,3461.0,8901.0,12681.0,13605.0,497.0,13421.0,606.0,1763.0,68.0,92612.0,864.0,95493.0,98724.0,961.0,920.0,100758.0,1441.0,103191.0,180.0,1931.0,106538.0,106564.0,49.0,69.0,273.0,373.0,3185.0,18.0,3233.0,89.0,498.0,405.0,509.0,329.0,1581.0,521.0,106.0,840.0,718.0,466.0,810.0,6850.0,7331.0,8589.0,13992.0,7.0,8097.0,6574.0,3704.0,3294.0,19.0,5050.0,30.0,69.0,4959.0,196.0,203.0,323.0,49.0,61.0,117.0,1060.0,681.0,8.0,18.0,0.0,3.0,515.0,134.0,2498.0,174.0,7803.0,8314.0,7217.0,1039.0,18257.0,2903.0,1912.0,17028.0,35284.0,35284.0,35284.0,35284.0,19.0,143624.0,41.0,42.0,0.0,15.0,153.0,188.0,144779.0,4370.0,142046.0,1102.0,377.0,701.0,144134.0
2003-07-23,9361.0,18710.0,2314.0,1389.0,1180.0,8762.0,63.0,59.0,304.0,855.0,1397.0,1016.0,2414.0,146.0,3400.0,8820.0,12647.0,13565.0,485.0,13388.0,575.0,1731.0,67.0,92044.0,830.0,94859.0,98091.0,921.0,889.0,100051.0,1405.0,102485.0,174.0,1861.0,105644.0,105683.0,48.0,66.0,282.0,346.0,3189.0,17.0,3254.0,88.0,489.0,400.0,495.0,350.0,1576.0,524.0,107.0,850.0,715.0,493.0,800.0,6817.0,7305.0,8548.0,13923.0,7.0,8059.0,6569.0,3744.0,3396.0,19.0,5186.0,30.0,68.0,5011.0,190.0,197.0,312.0,44.0,57.0,123.0,1062.0,674.0,8.0,18.0,0.0,3.0,522.0,129.0,2507.0,170.0,7853.0,8343.0,7076.0,1028.0,18101.0,2808.0,1880.0,16935.0,35036.0,35036.0,35036.0,35036.0,18.0,143010.0,40.0,41.0,0.0,15.0,148.0,191.0,144448.0,4365.0,141882.0,1092.0,375.0,697.0,144125.0
2003-07-24,9085.0,18690.0,2328.0,1341.0,1151.0,8725.0,59.0,53.0,299.0,840.0,1375.0,975.0,2350.0,143.0,3329.0,8751.0,12566.0,13506.0,475.0,13436.0,545.0,1696.0,67.0,91489.0,798.0,94219.0,97448.0,884.0,859.0,99336.0,1371.0,101765.0,169.0,1775.0,104700.0,104739.0,47.0,64.0,290.0,325.0,3193.0,16.0,3279.0,87.0,481.0,402.0,482.0,386.0,1587.0,523.0,106.0,868.0,711.0,515.0,796.0,6789.0,7285.0,8509.0,13855.0,7.0,8023.0,6556.0,3745.0,3431.0,19.0,5262.0,30.0,67.0,5048.0,185.0,192.0,301.0,38.0,57.0,120.0,1063.0,671.0,8.0,18.0,0.0,3.0,532.0,125.0,2517.0,167.0,7898.0,8375.0,6934.0,1017.0,17935.0,2721.0,1848.0,16844.0,34779.0,34779.0,34779.0,34779.0,17.0,141839.0,40.0,41.0,1.0,15.0,140.0,181.0,143298.0,4359.0,140830.0,1088.0,376.0,695.0,143085.0
2003-07-25,10046.0,18674.0,2222.0,1295.0,1127.0,8588.0,60.0,52.0,293.0,832.0,1357.0,954.0,2311.0,141.0,3253.0,8694.0,12769.0,13700.0,465.0,13554.0,541.0,1682.0,67.0,91075.0,769.0,93722.0,96929.0,849.0,825.0,98733.0,1338.0,101143.0,164.0,1703.0,103841.0,103874.0,46.0,63.0,299.0,306.0,3197.0,15.0,3299.0,86.0,473.0,398.0,469.0,419.0,1615.0,527.0,106.0,892.0,713.0,545.0,789.0,6760.0,7267.0,8481.0,13789.0,7.0,8053.0,6617.0,3812.0,3478.0,19.0,5328.0,30.0,66.0,5084.0,179.0,186.0,291.0,37.0,55.0,114.0,1064.0,673.0,8.0,18.0,0.0,3.0,541.0,120.0,2526.0,165.0,7964.0,8425.0,6810.0,1007.0,17792.0,2654.0,1842.0,16775.0,34567.0,34567.0,34567.0,34567.0,16.0,140690.0,40.0,40.0,1.0,14.0,141.0,176.0,142129.0,4354.0,139744.0,1082.0,370.0,694.0,141987.0
2003-07-26,9658.0,18663.0,2102.0,1251.0,1092.0,8439.0,61.0,56.0,287.0,824.0,1339.0,912.0,2251.0,137.0,3196.0,8514.0,13229.0,14140.0,457.0,13948.0,513.0,1672.0,64.0,90955.0,744.0,93467.0,96634.0,817.0,792.0,98348.0,1307.0,100732.0,160.0,1669.0,103217.0,103238.0,46.0,62.0,308.0,289.0,3200.0,15.0,3314.0,86.0,464.0,397.0,456.0,442.0,1645.0,526.0,107.0,916.0,711.0,579.0,781.0,6735.0,7251.0,8452.0,13723.0,7.0,8083.0,6686.0,3919.0,3587.0,20.0,5432.0,30.0,65.0,5095.0,173.0,180.0,281.0,37.0,54.0,112.0,1065.0,673.0,8.0,18.0,0.0,3.0,548.0,116.0,2534.0,163.0,8017.0,8463.0,6698.0,996.0,17681.0,2587.0,1803.0,16713.0,34393.0,34393.0,34393.0,34393.0,15.0,139744.0,39.0,40.0,0.0,14.0,135.0,167.0,141142.0,4348.0,138833.0,1084.0,367.0,691.0,141042.0
