, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - NEAR POTLATCH, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-02-18,3285.0,14765.0,948.0,768.0,1215.0,6155.0,268.0,1588.0,220.0,622.0,2318.0,1090.0,3405.0,310.0,3872.0,9190.0,20832.0,23140.0,1098.0,24180.0,8622.0,7968.0,9562.0,482.0,92262.0,518.0,102495.0,135000.0,1048.0,552.0,136722.0,1030.0,138052.0,140.0,2642.0,140720.0,140730.0,412.0,330.0,498.0,558.0,700.0,2458.0,182.0,832.0,368.0,1710.0,4658.0,5472.0,390.0,385.0,1160.0,350.0,1445.0,460.0,1228.0,1410.0,2250.0,2510.0,50.0,3198.0,3245.0,2962.0,3035.0,232.0,5085.0,4610.0,200.0,12010.0,80.0,140.0,150.0,220.0,60.0,3818.0,460.0,1270.0,250.0,1195.0,1395.0,442.0,590.0,2605.0,260.0,70.0,1458.0,1645.0,20005.0,22605.0,3835.0,6935.0,40910.0,13275.0,8335.0,29428.0,70335.0,70335.0,72980.0,72980.0,3192.0,219470.0,668.0,2865.0,1068.0,4330.0,8125.0,10430.0,236290.0,11062.0,242905.0,3232.0,2560.0,1818.0,249105.0
2011-02-19, 3268, 14715, 938, 755, 1182, 6142, 270, 1458, 220, 620, 2472, 968, 3438, 302, 4228, 8725, 20670, 22965, 1090, 23772, 8450, 8070, 9618, 440, 92255, 510, 102552, 121875, 1025, 538, 126025, 1018, 129840, 140, 2490, 135170, 135875, 335, 292, 462, 520, 545, 2272, 180, 775, 350, 1555, 4415, 5720, 390, 380, 1150, 350, 1425, 460, 1220, 1400, 2238, 2510, 50, 3185, 3202, 2925, 2995, 240, 5092, 4610, 200, 12010, 80, 140, 150, 228, 60, 4092, 380, 1228, 250, 1102, 970, 322, 475, 1798, 258, 70, 1540, 1680, 21168, 25062, 3795, 5570, 38195, 12510, 7315, 28380, 66575, 66575, 68632, 68632, 2818, 220138, 590, 2180, 960, 4038, 7432, 10420, 241638, 10760, 248642, 2932, 2568, 1820, 256405
2011-02-20, 3250, 14675, 930, 742, 1145, 6132, 272, 1302, 220, 612, 2302, 910, 3215, 292, 4095, 8610, 20300, 22562, 1090, 23470, 8282, 8135, 9635, 440, 92198, 510, 102515, 100000, 1005, 522, 101622, 1070, 103362, 138, 2458, 107380, 108142, 300, 280, 448, 502, 515, 2115, 178, 710, 338, 1438, 4098, 5625, 390, 380, 1140, 345, 1410, 460, 1218, 1395, 2228, 2510, 50, 3168, 3158, 2885, 2955, 240, 5102, 4610, 192, 12005, 80, 140, 150, 220, 60, 3030, 350, 1218, 250, 1092, 665, 238, 380, 1070, 250, 70, 1542, 1812, 20505, 24450, 3760, 4665, 36170, 10965, 6375, 26348, 62518, 62518, 64330, 64330, 2455, 198450, 515, 1722, 858, 3450, 6110, 8652, 222055, 10208, 229502, 2862, 2525, 1795, 239170
2011-02-21, 3235, 14642, 920, 730, 1110, 6122, 280, 1208, 212, 610, 2170, 900, 3070, 295, 3895, 8532, 19618, 21812, 1090, 22825, 8312, 8178, 9705, 470, 92168, 502, 102548, 112770, 985, 510, 111932, 1145, 110912, 130, 2482, 110672, 109995, 270, 262, 428, 482, 482, 2040, 165, 658, 322, 1340, 3895, 5358, 390, 380, 1130, 340, 1390, 460, 1210, 1390, 2218, 2510, 50, 3155, 3115, 2845, 2915, 240, 5110, 4610, 190, 12000, 80, 140, 150, 212, 60, 2340, 340, 1225, 250, 1080, 582, 212, 275, 810, 248, 70, 1572, 1890, 20030, 23450, 3735, 4138, 35285, 9782, 6022, 25138, 60422, 60422, 62022, 62022, 2092, 177352, 420, 1412, 748, 3038, 5088, 7205, 195185, 9782, 201692, 2838, 2408, 1722, 210160
2011-02-22, 3218, 14622, 910, 718, 1078, 6115, 280, 1142, 210, 602, 2080, 892, 2968, 282, 3755, 8462, 18975, 21105, 1090, 22238, 8285, 8215, 9745, 490, 91925, 500, 102452, 133985, 965, 498, 135528, 1115, 136545, 130, 2345, 137410, 136680, 248, 250, 425, 470, 462, 1968, 160, 608, 315, 1262, 3722, 5130, 380, 380, 1120, 340, 1375, 460, 1208, 1380, 2205, 2510, 50, 3138, 3075, 2812, 2875, 240, 5118, 4610, 195, 12008, 80, 140, 150, 210, 60, 2222, 345, 1238, 250, 1090, 568, 205, 262, 740, 252, 70, 1622, 2090, 19975, 22915, 3712, 3998, 35990, 8955, 5572, 23418, 59410, 59410, 60782, 60782, 1912, 189525, 390, 1315, 650, 2848, 4468, 6302, 200728, 9538, 205725, 2780, 2345, 1675, 211262
2011-02-23, 3205, 14628, 900, 708, 1048, 6110, 280, 1122, 210, 600, 2025, 885, 2905, 280, 3655, 8405, 18425, 20498, 1100, 21675, 8178, 8235, 9795, 525, 91305, 500, 101890, 133460, 945, 488, 134990, 1110, 136435, 130, 2260, 138785, 138815, 225, 250, 435, 468, 452, 1952, 160, 565, 308, 1198, 3602, 4930, 380, 370, 1110, 340, 1358, 460, 1200, 1375, 2195, 2510, 50, 3125, 3032, 2772, 2835, 250, 5132, 4610, 200, 12010, 80, 140, 150, 210, 60, 2298, 360, 1250, 250, 1072, 585, 208, 218, 668, 255, 70, 1702, 2180, 20072, 22858, 3695, 4128, 35965, 8505, 5430, 22580, 58552, 58552, 59845, 59845, 1875, 205475, 428, 1402, 620, 2788, 4160, 5912, 219078, 9358, 224270, 2740, 2248, 1615, 230245
2011-02-24, 3192, 14640, 892, 698, 1018, 6100, 280, 1105, 210, 590, 2000, 878, 2875, 280, 3602, 8350, 17990, 20020, 1102, 21195, 7942, 8240, 9788, 532, 91215, 498, 101675, 132970, 928, 478, 134480, 1140, 135938, 125, 2238, 138242, 138268, 208, 238, 442, 455, 442, 1958, 168, 525, 310, 1138, 3528, 4798, 380, 370, 1100, 340, 1340, 460, 1198, 1370, 2185, 2510, 50, 3108, 2988, 2735, 2795, 250, 5142, 4612, 202, 12018, 75, 140, 150, 210, 60, 2328, 355, 1258, 250, 1070, 568, 205, 212, 645, 262, 70, 1740, 2258, 20080, 22835, 3672, 4225, 36065, 8185, 5405, 22052, 58122, 58122, 59410, 59410, 1840, 204818, 480, 1515, 602, 2945, 3925, 5698, 219152, 9175, 224540, 2770, 2178, 1618, 231215
2011-02-25, 3180, 14635, 882, 688, 990, 6098, 280, 1075, 210, 588, 1965, 870, 2838, 272, 3560, 8288, 17615, 19608, 1110, 20858, 7755, 8215, 9782, 558, 91238, 490, 101682, 131540, 912, 468, 133005, 1228, 134558, 120, 2225, 136945, 137002, 192, 230, 430, 442, 432, 1935, 170, 485, 305, 1095, 3450, 4710, 380, 370, 1090, 340, 1322, 460, 1190, 1360, 2172, 2510, 50, 3095, 2945, 2698, 2755, 250, 5152, 4620, 210, 12022, 70, 140, 150, 200, 60, 2342, 350, 1272, 250, 1062, 578, 208, 188, 642, 270, 70, 1785, 2330, 20160, 22888, 3658, 4252, 36165, 8018, 5592, 22010, 58175, 58175, 59432, 59432, 1802, 203845, 452, 1492, 585, 3090, 3855, 5520, 218178, 8948, 223332, 2742, 2145, 1615, 229975
2011-02-26, 3162, 14638, 875, 680, 962, 6090, 275, 1045, 210, 580, 1930, 865, 2792, 262, 3505, 8228, 17225, 19180, 1112, 20440, 7520, 8158, 9745, 555, 91265, 490, 101680, 131542, 898, 460, 132922, 1255, 134450, 122, 2188, 136645, 136645, 178, 222, 422, 440, 408, 1885, 170, 452, 302, 1040, 3348, 4658, 380, 370, 1082, 340, 1308, 460, 1188, 1358, 2162, 2510, 50, 3080, 2920, 2665, 2715, 250, 5168, 4620, 215, 12030, 70, 140, 150, 200, 60, 2472, 350, 1290, 320, 1068, 558, 210, 140, 562, 245, 70, 1818, 2272, 20108, 22778, 3640, 4190, 36195, 7738, 5292, 21285, 57480, 57480, 58660, 58660, 1720, 202298, 400, 1360, 555, 2930, 3950, 5558, 216710, 8775, 221718, 2638, 2060, 1635, 228322
2011-02-27, 3148, 14620, 865, 670, 938, 6090, 270, 1018, 210, 575, 1895, 850, 2748, 248, 3442, 8170, 16815, 18732, 1110, 19935, 7090, 8065, 9648, 530, 91262, 482, 101590, 131470, 890, 450, 132830, 1232, 134358, 122, 2148, 136530, 136535, 165, 212, 410, 420, 385, 1842, 160, 420, 295, 980, 3230, 4550, 380, 362, 1075, 340, 1292, 460, 1180, 1350, 2155, 2510, 50, 3068, 2900, 2648, 2690, 260, 5182, 4620, 212, 12030, 70, 140, 148, 200, 60, 2598, 338, 1315, 458, 1175, 518, 208, 120, 568, 230, 70, 1828, 2218, 20002, 22560, 3620, 4000, 35672, 7412, 4955, 20420, 56092, 56092, 57135, 57135, 1650, 200752, 355, 1208, 500, 2550, 3762, 5478, 214935, 8655, 219850, 2538, 1955, 1600, 226305
