, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-02-25, 3320, 14410, 935, 878, 1408, 8475, 300, 868, 180, 860, 1988, 1080, 3068, 275, 3835, 11012, 18898, 21038, 1035, 21492, 4940, 8372, 9570, 312, 92260, 470, 102568, 126900, 1020, 535, 128578, 1265, 130670, 145, 1848, 132542, 132550, 148, 155, 340, 295, 230, 1410, 125, 485, 258, 1242, 2925, 3970, 380, 370, 1102, 340, 1348, 470, 1230, 1420, 2255, 2530, 60, 3142, 2988, 2732, 2782, 210, 5195, 4572, 202, 11980, 80, 140, 158, 130, 70, 1370, 340, 1260, 270, 900, 442, 140, 260, 428, 332, 70, 1515, 910, 16642, 17940, 4690, 2100, 35330, 5255, 2932, 14818, 50148, 50148, 50885, 50885, 848, 186198, 155, 695, 208, 1425, 3382, 4275, 197645, 7205, 201138, 1792, 1108, 1180, 205250
2011-02-26, 3300, 14318, 925, 850, 1360, 8015, 298, 908, 180, 832, 1970, 1052, 3022, 265, 3732, 10652, 18542, 20648, 1040, 21348, 5575, 8255, 9642, 370, 92098, 460, 102452, 126808, 995, 518, 128482, 1228, 130565, 140, 1835, 132432, 132442, 140, 165, 360, 325, 248, 1385, 120, 452, 258, 1188, 2832, 3845, 380, 370, 1095, 340, 1325, 470, 1228, 1412, 2240, 2520, 60, 3115, 2958, 2702, 2755, 210, 5192, 4580, 200, 11980, 80, 140, 150, 140, 70, 1710, 348, 1295, 350, 915, 505, 145, 188, 335, 322, 70, 1585, 1228, 16992, 18440, 4600, 2462, 35755, 5010, 3048, 14558, 50315, 50315, 51388, 51388, 810, 185318, 225, 682, 335, 1792, 3570, 4840, 197168, 7088, 200398, 1952, 1245, 1312, 204530
2011-02-27, 3280, 14235, 912, 825, 1315, 7975, 300, 932, 180, 808, 1980, 1042, 3025, 258, 3700, 10298, 18240, 20320, 1045, 21028, 5918, 7932, 9302, 400, 91948, 458, 101972, 123792, 970, 505, 125598, 1212, 127890, 140, 1875, 130190, 130330, 130, 160, 372, 332, 260, 1425, 112, 422, 255, 1140, 2785, 3738, 380, 365, 1085, 340, 1310, 470, 1220, 1405, 2228, 2520, 55, 3095, 2930, 2682, 2728, 210, 5192, 4580, 200, 11980, 80, 140, 150, 150, 70, 2180, 358, 1328, 485, 1028, 505, 162, 158, 302, 315, 70, 1690, 1268, 17282, 19012, 4520, 2605, 36002, 4942, 3332, 14555, 50555, 50555, 51715, 51715, 898, 185502, 260, 670, 390, 1630, 3372, 4860, 197732, 6998, 200912, 1912, 1355, 1328, 205468
2011-02-28, 3262, 14162, 902, 800, 1275, 7935, 300, 932, 180, 785, 1975, 1018, 2995, 250, 3682, 10175, 17975, 20030, 1048, 20798, 6000, 7675, 8980, 412, 91348, 450, 101298, 123078, 950, 492, 124642, 1228, 126688, 138, 1878, 128610, 128630, 122, 165, 372, 338, 278, 1468, 112, 398, 260, 1095, 2782, 3678, 380, 360, 1075, 340, 1290, 465, 1215, 1398, 2215, 2520, 50, 3080, 2908, 2662, 2702, 220, 5185, 4580, 200, 11980, 80, 140, 150, 160, 70, 2285, 350, 1355, 625, 1172, 518, 170, 160, 290, 312, 70, 1750, 1260, 17538, 19405, 4440, 2572, 35935, 5028, 3550, 14708, 50645, 50645, 51820, 51820, 948, 185175, 275, 708, 400, 1502, 3045, 4500, 197058, 6942, 200220, 1878, 1445, 1300, 204905
2011-03-01, 3245, 11740, 892, 780, 1230, 7598, 300, 935, 180, 762, 1950, 1005, 2958, 250, 3645, 10052, 17710, 19740, 1055, 20620, 6058, 7465, 8788, 425, 90958, 450, 100118, 122435, 930, 478, 123912, 1238, 125852, 130, 1878, 127828, 127868, 120, 170, 380, 350, 300, 1522, 118, 372, 265, 1055, 2788, 3670, 380, 360, 1062, 340, 1270, 460, 1210, 1390, 2205, 2520, 50, 3062, 2885, 2645, 2682, 220, 5182, 4582, 200, 11980, 80, 140, 150, 168, 70, 2195, 340, 1378, 760, 1310, 548, 182, 182, 298, 315, 70, 1762, 1190, 17652, 19530, 4365, 2560, 35745, 5120, 3705, 14855, 50600, 50600, 51782, 51782, 1010, 184520, 282, 768, 415, 1495, 3060, 4312, 196082, 6928, 199242, 1928, 1525, 1352, 204008
2011-03-02, 3230, 8942, 882, 758, 1192, 7155, 300, 940, 180, 740, 1935, 988, 2922, 245, 3602, 9515, 17450, 19452, 1060, 20292, 6108, 7318, 8642, 442, 91435, 440, 101362, 128510, 915, 465, 129508, 1248, 130342, 130, 1838, 131355, 131092, 112, 170, 372, 338, 288, 1568, 120, 358, 262, 1015, 2810, 3678, 380, 360, 1050, 340, 1250, 460, 1210, 1382, 2200, 2520, 50, 3045, 2860, 2625, 2660, 220, 5185, 4590, 212, 11992, 80, 140, 150, 172, 70, 2278, 345, 1412, 900, 1462, 590, 195, 170, 445, 322, 70, 1792, 1228, 17828, 19570, 4300, 2545, 33338, 5182, 3805, 15005, 48340, 48340, 49500, 49500, 1055, 182785, 278, 812, 420, 1565, 3325, 4552, 194692, 6915, 197875, 1955, 1552, 1350, 202825
2011-03-03, 3210, 8905, 872, 735, 1155, 7122, 300, 912, 180, 722, 1905, 955, 2860, 235, 3548, 9192, 17108, 19082, 1050, 19885, 6120, 7198, 8520, 435, 89020, 440, 98578, 127968, 900, 455, 129595, 1192, 131160, 130, 1778, 133232, 133300, 110, 168, 385, 330, 272, 1572, 120, 348, 278, 968, 2785, 3662, 380, 350, 1048, 332, 1235, 460, 1200, 1378, 2188, 2520, 50, 3028, 2840, 2608, 2640, 220, 5190, 4590, 225, 12010, 80, 140, 150, 180, 70, 2502, 345, 1448, 1035, 1638, 575, 185, 185, 638, 298, 70, 1830, 1238, 18270, 19900, 4240, 2518, 31138, 5170, 3820, 15060, 46195, 46195, 47278, 47278, 1032, 180332, 260, 780, 408, 1570, 3218, 4538, 192598, 6862, 195762, 1965, 1535, 1370, 200820
2011-03-04, 3195, 8865, 860, 715, 1118, 7085, 295, 862, 180, 705, 1848, 920, 2765, 230, 3460, 9085, 16810, 18752, 1040, 19518, 6198, 7092, 8400, 415, 88725, 432, 97890, 125392, 888, 445, 126950, 1152, 128435, 125, 1728, 130485, 130595, 102, 170, 372, 328, 278, 1575, 120, 340, 270, 925, 2750, 3620, 380, 350, 1038, 330, 1225, 460, 1198, 1370, 2175, 2520, 50, 3020, 2822, 2595, 2622, 228, 5190, 4590, 228, 12020, 70, 140, 150, 180, 70, 2435, 332, 1478, 1170, 1742, 550, 165, 200, 568, 282, 70, 1780, 1225, 18588, 20405, 4188, 2525, 30912, 5065, 3642, 14772, 45682, 45682, 46692, 46692, 988, 176950, 268, 762, 400, 1538, 2875, 4150, 188895, 6828, 192075, 1970, 1510, 1355, 197240
2011-03-05, 3180, 8825, 850, 698, 1085, 7052, 290, 825, 180, 685, 1780, 895, 2680, 220, 3355, 8985, 16588, 18510, 1030, 19302, 6348, 7010, 8300, 402, 88660, 430, 97635, 123520, 872, 435, 125010, 1148, 126428, 120, 1698, 128350, 128430, 100, 170, 358, 312, 282, 1545, 120, 330, 268, 900, 2690, 3560, 380, 350, 1025, 330, 1202, 460, 1190, 1362, 2162, 2520, 50, 3008, 2810, 2588, 2612, 230, 5190, 4590, 220, 12020, 70, 140, 150, 178, 68, 2142, 320, 1520, 1220, 1835, 558, 160, 202, 688, 272, 70, 1738, 1202, 18652, 20640, 4138, 2550, 30852, 4960, 3545, 14492, 45345, 45345, 46408, 46408, 1000, 175375, 308, 830, 470, 1725, 2822, 3980, 186745, 6785, 189792, 1988, 1468, 1362, 194710
2011-03-06, 3165, 8790, 840, 680, 1052, 7020, 290, 812, 180, 670, 1735, 890, 2625, 215, 3265, 8890, 16288, 18185, 1030, 19062, 6430, 6948, 8268, 415, 88878, 428, 97832, 121748, 858, 428, 123230, 1162, 124668, 120, 1688, 126588, 126665, 100, 175, 368, 310, 290, 1522, 120, 328, 268, 892, 2642, 3505, 372, 348, 1010, 330, 1180, 460, 1198, 1365, 2160, 2520, 50, 2988, 2788, 2575, 2598, 230, 5200, 4600, 230, 12022, 70, 140, 150, 172, 60, 2012, 335, 1572, 1220, 1848, 598, 162, 208, 832, 290, 70, 1755, 1235, 18878, 20805, 4098, 2512, 30772, 4902, 3540, 14372, 45142, 45142, 46202, 46202, 1072, 174790, 330, 852, 518, 2015, 2828, 4080, 186428, 6822, 189480, 2060, 1522, 1382, 194302
2011-03-07, 3148, 8770, 830, 665, 1022, 6990, 290, 810, 180, 655, 1710, 882, 2588, 210, 3215, 8820, 15968, 17835, 1030, 18830, 6185, 6890, 8240, 432, 88750, 420, 97722, 118995, 845, 420, 120490, 1162, 121992, 120, 1680, 124028, 124145, 98, 178, 372, 328, 310, 1552, 120, 320, 275, 900, 2645, 3448, 370, 340, 1008, 330, 1158, 460, 1202, 1370, 2165, 2520, 50, 2965, 2760, 2552, 2575, 235, 5208, 4600, 248, 12040, 70, 140, 150, 180, 60, 2198, 365, 1648, 1220, 1865, 645, 178, 222, 702, 310, 70, 1852, 1312, 19150, 20965, 4070, 2432, 30710, 4960, 3710, 14540, 45250, 45250, 46270, 46270, 1222, 174075, 332, 902, 525, 2005, 3015, 4192, 186002, 6900, 189158, 2132, 1642, 1430, 194242
2011-03-08, 3135, 8760, 822, 645, 992, 6960, 290, 815, 172, 642, 1692, 880, 2570, 202, 3175, 8762, 15702, 17545, 1042, 18712, 6105, 6815, 8162, 462, 88670, 420, 97562, 117405, 838, 410, 118788, 1202, 120220, 118, 1682, 122082, 122145, 90, 182, 365, 342, 328, 1602, 120, 320, 275, 912, 2708, 3442, 370, 340, 1000, 338, 1148, 452, 1210, 1370, 2170, 2522, 50, 2950, 2742, 2535, 2552, 240, 5218, 4600, 265, 12065, 70, 140, 150, 180, 60, 2508, 372, 1712, 1220, 1858, 652, 180, 218, 622, 315, 62, 1925, 1332, 19220, 20945, 4078, 2398, 30770, 5092, 3985, 14815, 45585, 45585, 46558, 46558, 1232, 173308, 330, 910, 555, 2110, 3442, 4655, 185645, 6908, 188805, 2168, 1628, 1422, 194060
