, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - NEAR POTLATCH, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-02-11, 3410, 5385, 948, 890, 1435, 4095, 220, 618, 210, 668, 1582, 905, 2442, 268, 3198, 6312, 15640, 17332, 1002, 17710, 4892, 7402, 9098, 358, 72995, 518, 82698, 110000, 725, 500, 111560, 1228, 113490, 150, 2172, 115672, 115680, 205, 192, 395, 375, 300, 1470, 148, 748, 300, 1355, 3148, 4018, 430, 400, 1092, 360, 1410, 470, 1312, 1552, 2450, 2505, 50, 3142, 3482, 3170, 3080, 260, 5235, 4600, 200, 11968, 80, 140, 150, 138, 50, 940, 370, 1245, 530, 1168, 388, 160, 65, 1330, 168, 70, 1142, 782, 16450, 17700, 3925, 2430, 31055, 4822, 2922, 17535, 48592, 48592, 49840, 49840, , 170692, , , , , , , 180122, , 183035, , , , 186525
2011-02-12, 3392, 5352, 938, 875, 1388, 4065, 220, 658, 210, 660, 1590, 885, 2435, 260, 3155, 6230, 14882, 16508, 1000, 17265, 5152, 7608, 9472, 390, 72808, 510, 82775, 108832, 735, 498, 110522, 1245, 112688, 148, 2178, 115120, 115182, 188, 198, 405, 388, 322, 1498, 152, 712, 292, 1292, 3130, 4025, 430, 392, 1090, 360, 1402, 470, 1310, 1542, 2435, 2510, 50, 3138, 3462, 3150, 3070, 260, 5275, 4600, 200, 11975, 80, 140, 150, 140, 50, 1165, 370, 1265, 555, 1185, 370, 148, 68, 1200, 170, 70, 1175, 880, 16738, 18102, 3875, 2350, 30918, 4798, 3125, 17590, 48508, 48508, 49398, 49398, , 170205, , , , , , , 179915, , 182908, , , , 186472
2011-02-13, 3375, 5320, 930, 858, 1345, 4030, 220, 690, 210, 652, 1622, 868, 2455, 252, 3142, 6158, 14020, 15552, 998, 16412, 5465, 7920, 10052, 412, 73670, 500, 83585, 107398, 748, 490, 108712, 1272, 110630, 140, 2188, 112880, 112925, 175, 200, 408, 380, 325, 1545, 158, 665, 288, 1202, 3118, 4038, 430, 390, 1090, 350, 1392, 470, 1300, 1530, 2418, 2510, 50, 3130, 3442, 3135, 3068, 260, 5315, 4600, 200, 11978, 80, 140, 150, 142, 50, 1352, 370, 1280, 595, 1242, 345, 140, 175, 1138, 198, 70, 1215, 1010, 16932, 18415, 3835, 2275, 30785, 4810, 3215, 17730, 48515, 48515, 49382, 49382, , 168690, , , , , , , 178860, , 182098, , , , 186185
2011-02-14, 3360, 5292, 920, 842, 1295, 4000, 230, 705, 210, 648, 1645, 852, 2460, 248, 3150, 6100, 13920, 15442, 998, 16310, 5680, 8150, 10405, 415, 76925, 492, 87378, 110935, 758, 485, 111965, 1352, 113648, 140, 2158, 115308, 115148, 165, 192, 400, 370, 325, 1560, 152, 615, 278, 1112, 3090, 4012, 430, 390, 1085, 350, 1388, 470, 1295, 1520, 2402, 2510, 50, 3120, 3422, 3115, 3060, 260, 5355, 4600, 200, 11988, 80, 140, 150, 150, 50, 1545, 365, 1300, 635, 1302, 370, 130, 290, 1272, 190, 70, 1265, 1160, 17385, 18912, 3792, 2202, 30690, 4795, 3252, 17785, 48480, 48480, 49435, 49435, , 168032, , , , , , , 178028, , 181322, , , , 185675
2011-02-15, 3340, 5270, 910, 832, 1255, 3972, 230, 722, 210, 640, 1650, 838, 2458, 240, 3140, 6040, 13892, 15412, 1000, 16222, 5725, 8255, 10470, 395, 76780, 488, 87915, 111942, 760, 475, 113195, 1378, 115250, 140, 2102, 117332, 117315, 155, 185, 388, 362, 318, 1540, 150, 580, 268, 1030, 3015, 3968, 430, 390, 1080, 350, 1380, 470, 1290, 1508, 2388, 2510, 50, 3118, 3405, 3095, 3058, 260, 5402, 4600, 200, 11998, 80, 140, 150, 152, 50, 1942, 360, 1312, 675, 1352, 382, 130, 270, 1360, 180, 70, 1295, 1250, 17950, 19562, 3758, 2135, 30640, 4788, 3275, 17835, 48472, 48472, 49662, 49662, , 171260, , , , , , , 181465, , 184655, , , , 188938
2011-02-16, 3318, 5245, 902, 818, 1215, 3948, 230, 728, 210, 632, 1658, 825, 2448, 235, 3125, 5980, 13852, 15375, 998, 16235, 5590, 8095, 10195, 390, 76670, 480, 87520, 111565, 760, 465, 112825, 1360, 114910, 132, 2065, 117032, 117052, 145, 185, 382, 358, 315, 1530, 155, 550, 260, 950, 2930, 3910, 430, 390, 1080, 350, 1372, 470, 1282, 1498, 2372, 2510, 50, 3110, 3385, 3078, 3050, 260, 5445, 4600, 192, 11998, 80, 140, 150, 160, 50, 2070, 360, 1322, 722, 1400, 388, 132, 285, 1378, 180, 70, 1312, 1422, 18430, 20120, 3728, 2070, 30905, 4758, 3275, 17875, 48780, 48780, 50088, 50088, , 172578, , , , , , , 183522, , 186862, , , , 191520
2011-02-17, 3302, 5225, 895, 805, 1182, 3920, 230, 735, 210, 630, 1650, 812, 2438, 230, 3110, 5918, 13808, 15332, 1002, 16352, 5825, 8132, 10185, 410, 76658, 475, 87460, 111425, 760, 458, 112638, 1368, 114670, 130, 2040, 116718, 116722, 138, 180, 378, 358, 315, 1530, 150, 520, 260, 890, 2860, 3852, 428, 390, 1070, 350, 1362, 462, 1278, 1488, 2358, 2510, 50, 3105, 3360, 3062, 3042, 260, 5485, 4610, 198, 12000, 80, 140, 150, 160, 50, 1832, 362, 1340, 765, 1458, 395, 140, 355, 1490, 202, 70, 1345, 1688, 19000, 20748, 3702, 2040, 30922, 4752, 3455, 17945, 48862, 48862, 50340, 50340, , 172452, , , , , , , 183915, , 187385, , , , 192338
2011-02-18, 3285, 5205, 890, 795, 1145, 3900, 240, 765, 210, 622, 1660, 810, 2448, 222, 3090, 5862, 13768, 15295, 1010, 16380, 6335, 8640, 10735, 435, 76745, 470, 88088, 112005, 760, 450, 113168, 1410, 115190, 130, 2018, 117122, 117095, 130, 180, 375, 355, 330, 1530, 148, 498, 255, 835, 2808, 3805, 420, 385, 1062, 350, 1345, 460, 1270, 1475, 2342, 2510, 50, 3095, 3338, 3042, 3032, 260, 5525, 4610, 200, 12002, 80, 140, 150, 162, 58, 1758, 370, 1360, 805, 1520, 408, 140, 318, 1640, 222, 70, 1400, 1868, 19675, 21528, 3682, 2185, 31172, 4938, 3940, 18225, 49398, 49398, 50940, 50940, , 172858, , , , , , , 184605, , 188162, , , , 193418
2011-02-19, 3268, 5190, 880, 785, 1115, 3875, 240, 792, 210, 620, 1685, 798, 2465, 220, 3095, 5810, 13742, 15265, 1012, 16280, 6568, 8778, 10928, 435, 76745, 462, 88305, 111455, 760, 440, 112752, 1362, 114902, 130, 2010, 117042, 117080, 122, 182, 385, 355, 330, 1548, 150, 475, 258, 810, 2782, 3790, 420, 380, 1055, 350, 1332, 460, 1262, 1465, 2325, 2510, 50, 3080, 3308, 3022, 3020, 260, 5560, 4610, 200, 12010, 80, 140, 150, 170, 60, 1898, 370, 1370, 840, 1555, 455, 150, 308, 1705, 218, 70, 1448, 1905, 20175, 22182, 3660, 2420, 31438, 5188, 4118, 18575, 50012, 50012, 51515, 51515, , 174022, , , , , , , 186210, , 189860, , , , 195518
2011-02-20, 3250, 5170, 872, 778, 1080, 3855, 240, 808, 210, 612, 1700, 790, 2472, 220, 3102, 5752, 13730, 15260, 1020, 16375, 6845, 8515, 10750, 458, 76668, 460, 88055, 110830, 760, 435, 112048, 1360, 114098, 120, 2062, 116185, 116202, 120, 185, 388, 362, 342, 1578, 155, 450, 260, 795, 2790, 3782, 420, 380, 1048, 345, 1315, 460, 1258, 1452, 2310, 2510, 50, 3070, 3280, 2995, 3005, 260, 5595, 4610, 200, 12010, 80, 140, 150, 170, 60, 1960, 362, 1370, 875, 1605, 455, 150, 270, 1745, 222, 70, 1468, 2038, 20575, 22640, 3642, 2535, 31555, 5322, 4112, 18498, 50052, 50052, 51658, 51658, , 173955, , , , , , , 187000, , 190732, , , , 196748
2011-02-21, 3235, 5155, 865, 770, 1050, 3835, 248, 812, 210, 610, 1710, 790, 2480, 220, 3115, 5705, 13730, 15262, 1028, 16418, 7178, 8325, 10568, 485, 76725, 452, 87895, 110670, 765, 430, 111875, 1380, 113940, 120, 2115, 116080, 116088, 110, 180, 380, 365, 332, 1598, 150, 435, 260, 780, 2800, 3792, 420, 380, 1040, 340, 1300, 460, 1250, 1442, 2295, 2510, 50, 3060, 3250, 2972, 2988, 260, 5628, 4610, 200, 12010, 80, 140, 150, 170, 60, 1935, 358, 1372, 910, 1642, 470, 160, 215, 1842, 215, 70, 1510, 2105, 20992, 23110, 3620, 2388, 31418, 5378, 4318, 18252, 49672, 49672, 51180, 51180, , 172968, , , , , , , 186218, , 190002, , , , 196122
