, LIBBY DAM, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, NOXON RAPIDS DAM, ALBENI FALLS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, SPOKANE RIV AT LONGLAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, SPOKANE RIV AT LONGLAKE, GRAND COULEE DAM, GRAND COULEE DAM, FEEDER CANAL AT GRANDCOULEE, GRAND COULEE DAM, GRAND COULEE DAM, CHIEF JOSEPH DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, WELLS DAM, no designation found, no designation found, ROCKY REACH DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, no designation found, no designation found, PRIEST RAPIDS DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, RIMROCK LAKE, NACHES RIVER NR CLIFFDEL, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, RIRIE DAM, SNAKE RIVER NR SHELLEY, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, OWYHEE DAM, LUCKY PEAK RESERVOIR, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, BULLY CREEK DAM & RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, CASCADE DAM, DEADWOOD DAM, DEADWOOD DAM, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, BROWNLEE DAM, SNAKE R @HELLS CANYON DAM, SNAKE R @HELLS CANYON DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LOWER GRANITE DAM, LITTLE GOOSE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, ICE HARBOR DAM, PRIEST RAPIDS DAM, YAKIMA RIVER AT KIONA, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, THE DALLES, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM, BONNEVILLE DAM
2002-12-11,2550.0,25000.0,25966.0,255.0,2550.0,3589.0,188.0,237.0,442.0,182.0,424.0,1095.0,577.0,1672.0,2209.0,4131.0,11057.0,2209.0,14067.0,14067.0,16162.0,16162.0,1414.0,2071.0,3154.0,3154.0,85344.0,228.0,3154.0,88860.0,88860.0,0.0,90000.0,90000.0,90000.0,90000.0,913.0,294.0,91221.0,91221.0,383.0,2200.0,93479.0,93479.0,877.0,94354.0,94354.0,94354.0,94354.0,109.0,100.0,74.0,269.0,135.0,250.0,591.0,49.0,881.0,47.0,120.0,263.0,128.0,50.0,263.0,125.0,881.0,125.0,1312.0,1882.0,303.0,80.0,510.0,1191.0,1191.0,420.0,1458.0,262.0,280.0,1179.0,1849.0,1050.0,1442.0,18.0,2.0,1458.0,1442.0,2453.0,2.0,2407.0,2407.0,2140.0,2246.0,4837.0,350.0,665.0,74.0,8057.0,266.0,20.0,240.0,300.0,191.0,1.0,62.0,4.0,29.0,2.0,1.0,4.0,2.0,60.0,337.0,200.0,44.0,50.0,200.0,50.0,869.0,8057.0,20.0,300.0,869.0,216.0,11099.0,11099.0,11843.0,8000.0,8734.0,8734.0,3685.0,947.0,13594.0,1331.0,1500.0,1660.0,3697.0,13594.0,3697.0,17290.0,17290.0,17290.0,17290.0,17418.0,17418.0,17418.0,17418.0,94354.0,1882.0,17418.0,289.0,113995.0,113995.0,108.0,109.0,17.0,229.0,300.0,117949.0,117949.0,4564.0,117253.0,117253.0,117253.0,950.0,955.0,835.0,120029.0,120029.0
2002-12-12,2543.0,25000.0,25966.0,255.0,2550.0,3584.0,188.0,236.0,441.0,181.0,423.0,1093.0,575.0,1668.0,2203.0,4130.0,11056.0,2203.0,14068.0,14068.0,16161.0,16161.0,1404.0,2063.0,3162.0,3162.0,85335.0,228.0,3162.0,88858.0,88858.0,0.0,90000.0,90000.0,90000.0,90000.0,905.0,293.0,91212.0,91212.0,382.0,2200.0,93469.0,93469.0,883.0,94354.0,94354.0,94354.0,94354.0,110.0,100.0,75.0,268.0,142.0,250.0,589.0,53.0,885.0,46.0,120.0,265.0,127.0,50.0,265.0,125.0,885.0,125.0,1320.0,1877.0,302.0,80.0,509.0,1186.0,1186.0,421.0,1453.0,262.0,280.0,1175.0,1846.0,1050.0,1441.0,18.0,2.0,1453.0,1441.0,2447.0,2.0,2404.0,2404.0,2130.0,2234.0,4827.0,350.0,662.0,74.0,8036.0,267.0,20.0,240.0,297.0,191.0,1.0,62.0,4.0,29.0,2.0,1.0,4.0,2.0,70.0,339.0,200.0,44.0,50.0,200.0,50.0,864.0,8036.0,20.0,297.0,864.0,213.0,11068.0,11068.0,11779.0,8000.0,8705.0,8705.0,3680.0,941.0,13525.0,1281.0,1500.0,1647.0,3676.0,13525.0,3676.0,17202.0,17202.0,17202.0,17202.0,17329.0,17329.0,17329.0,17329.0,94354.0,1877.0,17329.0,304.0,113909.0,113909.0,108.0,109.0,17.0,228.0,298.0,117884.0,117884.0,4562.0,117145.0,117145.0,117145.0,914.0,968.0,846.0,119927.0,119927.0
2002-12-13,2537.0,23125.0,25897.0,255.0,2550.0,3579.0,187.0,236.0,440.0,181.0,421.0,1090.0,573.0,1663.0,2197.0,4129.0,10977.0,2197.0,14066.0,14066.0,16160.0,16160.0,1336.0,1994.0,3114.0,3114.0,85330.0,228.0,3114.0,88805.0,88805.0,0.0,90000.0,90000.0,90000.0,90000.0,898.0,293.0,91204.0,91204.0,382.0,2200.0,93461.0,93461.0,859.0,94326.0,94326.0,94328.0,94328.0,104.0,100.0,69.0,267.0,130.0,250.0,588.0,47.0,883.0,46.0,120.0,263.0,125.0,50.0,263.0,123.0,883.0,123.0,1324.0,1874.0,302.0,80.0,507.0,1180.0,1180.0,422.0,1448.0,261.0,280.0,1171.0,1842.0,1050.0,1441.0,18.0,2.0,1448.0,1441.0,2441.0,2.0,2400.0,2400.0,2120.0,2222.0,4816.0,350.0,658.0,74.0,7997.0,267.0,20.0,240.0,294.0,190.0,1.0,62.0,4.0,29.0,2.0,1.0,4.0,2.0,72.0,342.0,200.0,44.0,50.0,200.0,50.0,855.0,7997.0,20.0,294.0,855.0,212.0,11046.0,11046.0,11739.0,8000.0,8687.0,8687.0,3674.0,925.0,13480.0,1213.0,1500.0,1628.0,3652.0,13480.0,3652.0,17132.0,17132.0,17132.0,17132.0,17259.0,17259.0,17259.0,17259.0,94328.0,1874.0,17259.0,305.0,113823.0,113823.0,106.0,109.0,16.0,229.0,297.0,117820.0,117820.0,4561.0,117038.0,117038.0,117038.0,913.0,894.0,822.0,119759.0,119759.0
2002-12-14,2531.0,18125.0,22404.0,254.0,2550.0,3574.0,187.0,235.0,439.0,180.0,420.0,1088.0,572.0,1659.0,2191.0,4129.0,10912.0,2191.0,13999.0,13999.0,16109.0,16109.0,1288.0,1946.0,3045.0,3045.0,85321.0,228.0,3045.0,88729.0,88729.0,0.0,90000.0,90000.0,90000.0,90000.0,891.0,293.0,91197.0,91197.0,381.0,2200.0,93453.0,93453.0,826.0,94284.0,94284.0,94286.0,94286.0,100.0,100.0,67.0,266.0,124.0,250.0,586.0,43.0,876.0,45.0,120.0,262.0,125.0,50.0,262.0,120.0,876.0,120.0,1318.0,1870.0,301.0,80.0,506.0,1174.0,1174.0,423.0,1443.0,261.0,280.0,1167.0,1839.0,1050.0,1440.0,18.0,2.0,1443.0,1440.0,2435.0,2.0,2396.0,2396.0,2111.0,2210.0,4805.0,350.0,654.0,74.0,7975.0,268.0,20.0,240.0,292.0,190.0,1.0,61.0,4.0,29.0,2.0,1.0,4.0,2.0,70.0,344.0,200.0,44.0,50.0,200.0,50.0,852.0,7975.0,20.0,292.0,852.0,209.0,11008.0,11008.0,11688.0,8000.0,8669.0,8669.0,3669.0,902.0,13428.0,1167.0,1500.0,1604.0,3619.0,13428.0,3619.0,17046.0,17046.0,17046.0,17046.0,17173.0,17173.0,17173.0,17173.0,94286.0,1870.0,17173.0,288.0,113691.0,113691.0,104.0,109.0,15.0,228.0,297.0,117720.0,117720.0,4559.0,116898.0,116898.0,116898.0,911.0,852.0,771.0,119489.0,119489.0
2002-12-15,2526.0,18750.0,17560.0,254.0,2550.0,3569.0,186.0,235.0,438.0,180.0,419.0,1085.0,570.0,1656.0,2187.0,4129.0,10911.0,2187.0,13932.0,13932.0,16033.0,16033.0,1261.0,1920.0,3005.0,3005.0,85263.0,228.0,3005.0,88646.0,88646.0,0.0,90000.0,90000.0,90000.0,90000.0,885.0,293.0,91190.0,91190.0,380.0,2200.0,93445.0,93445.0,828.0,94272.0,94272.0,94272.0,94272.0,104.0,100.0,74.0,265.0,129.0,250.0,585.0,48.0,871.0,45.0,120.0,264.0,128.0,50.0,264.0,120.0,871.0,120.0,1311.0,1857.0,300.0,80.0,504.0,1169.0,1169.0,424.0,1439.0,261.0,280.0,1163.0,1835.0,1050.0,1439.0,18.0,2.0,1439.0,1439.0,2429.0,2.0,2392.0,2392.0,2101.0,2198.0,4794.0,350.0,650.0,74.0,7959.0,268.0,20.0,240.0,289.0,190.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,69.0,346.0,200.0,44.0,50.0,200.0,50.0,851.0,7959.0,20.0,289.0,851.0,207.0,10965.0,10965.0,11629.0,8000.0,8654.0,8654.0,3663.0,885.0,13379.0,1159.0,1500.0,1583.0,3587.0,13379.0,3587.0,16966.0,16966.0,16966.0,16966.0,17092.0,17092.0,17092.0,17092.0,94272.0,1857.0,17092.0,299.0,113573.0,113573.0,103.0,109.0,15.0,225.0,300.0,117616.0,117616.0,4558.0,116750.0,116750.0,116750.0,941.0,843.0,774.0,119292.0,119292.0
2002-12-16,2521.0,25000.0,22949.0,253.0,2550.0,3565.0,186.0,234.0,437.0,179.0,417.0,1083.0,569.0,1652.0,2182.0,4128.0,10911.0,2182.0,13930.0,13930.0,16027.0,16027.0,1236.0,1893.0,2975.0,2975.0,85199.0,228.0,2975.0,88545.0,88545.0,0.0,90000.0,90000.0,90000.0,90000.0,880.0,292.0,91183.0,91183.0,379.0,2200.0,93439.0,93439.0,829.0,94270.0,94270.0,94270.0,94270.0,103.0,100.0,73.0,264.0,126.0,250.0,584.0,49.0,871.0,44.0,120.0,263.0,127.0,50.0,263.0,118.0,871.0,118.0,1310.0,1841.0,300.0,80.0,503.0,1163.0,1163.0,425.0,1434.0,260.0,280.0,1159.0,1832.0,1050.0,1438.0,18.0,2.0,1434.0,1438.0,2423.0,2.0,2388.0,2388.0,2091.0,2186.0,4783.0,350.0,646.0,74.0,7947.0,268.0,20.0,240.0,286.0,190.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,67.0,349.0,200.0,44.0,50.0,200.0,50.0,851.0,7947.0,20.0,286.0,851.0,205.0,10938.0,10938.0,11588.0,8000.0,8644.0,8644.0,3657.0,881.0,13346.0,1181.0,1500.0,1568.0,3564.0,13346.0,3564.0,16910.0,16910.0,16910.0,16910.0,17036.0,17036.0,17036.0,17036.0,94270.0,1841.0,17036.0,309.0,113494.0,113494.0,102.0,109.0,15.0,224.0,300.0,117558.0,117558.0,4557.0,116648.0,116648.0,116648.0,1112.0,842.0,765.0,119228.0,119228.0
2002-12-17,2517.0,25000.0,25966.0,253.0,2550.0,3563.0,186.0,234.0,436.0,179.0,416.0,1080.0,568.0,1648.0,2176.0,4129.0,10912.0,2176.0,13931.0,13931.0,16024.0,16024.0,1206.0,1865.0,2949.0,2949.0,85183.0,228.0,2949.0,88493.0,88493.0,0.0,90000.0,90000.0,90000.0,90000.0,875.0,292.0,91177.0,91177.0,379.0,2200.0,93432.0,93432.0,806.0,94243.0,94243.0,94245.0,94245.0,96.0,100.0,66.0,263.0,119.0,250.0,583.0,43.0,869.0,44.0,120.0,261.0,124.0,50.0,261.0,117.0,869.0,117.0,1307.0,1826.0,299.0,80.0,502.0,1158.0,1158.0,422.0,1432.0,260.0,280.0,1155.0,1829.0,1050.0,1437.0,18.0,2.0,1432.0,1437.0,2414.0,2.0,2378.0,2378.0,2083.0,2177.0,4772.0,350.0,642.0,74.0,7926.0,267.0,20.0,240.0,283.0,190.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,65.0,349.0,200.0,44.0,50.0,200.0,50.0,850.0,7926.0,20.0,283.0,850.0,203.0,10916.0,10916.0,11559.0,8000.0,8639.0,8639.0,3652.0,870.0,13319.0,1157.0,1500.0,1552.0,3541.0,13319.0,3541.0,16860.0,16860.0,16860.0,16860.0,16985.0,16985.0,16985.0,16985.0,94245.0,1826.0,16985.0,289.0,113398.0,113398.0,100.0,109.0,15.0,224.0,298.0,117499.0,117499.0,4556.0,116540.0,116540.0,116540.0,989.0,801.0,802.0,119218.0,119218.0
2002-12-18,2513.0,25000.0,25967.0,252.0,2550.0,3565.0,185.0,233.0,435.0,178.0,415.0,1078.0,566.0,1644.0,2170.0,4132.0,10915.0,2170.0,13933.0,13933.0,16021.0,16021.0,1175.0,1832.0,2920.0,2920.0,85176.0,228.0,2920.0,88456.0,88456.0,0.0,90000.0,90000.0,90000.0,90000.0,868.0,292.0,91172.0,91172.0,378.0,2200.0,93427.0,93427.0,787.0,94217.0,94217.0,94217.0,94217.0,92.0,100.0,63.0,262.0,115.0,250.0,581.0,39.0,862.0,44.0,120.0,260.0,123.0,50.0,260.0,116.0,862.0,116.0,1300.0,1812.0,299.0,80.0,500.0,1152.0,1152.0,418.0,1429.0,260.0,280.0,1151.0,1825.0,1050.0,1436.0,17.0,2.0,1429.0,1436.0,2405.0,2.0,2368.0,2368.0,2072.0,2167.0,4763.0,350.0,638.0,73.0,7916.0,266.0,20.0,240.0,280.0,189.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,64.0,348.0,200.0,44.0,50.0,200.0,50.0,848.0,7916.0,20.0,280.0,848.0,202.0,10897.0,10897.0,11537.0,8000.0,8635.0,8635.0,3645.0,851.0,13283.0,1139.0,1500.0,1539.0,3519.0,13283.0,3519.0,16802.0,16802.0,16802.0,16802.0,16927.0,16927.0,16927.0,16927.0,94217.0,1812.0,16927.0,263.0,113274.0,113274.0,97.0,109.0,14.0,222.0,295.0,117408.0,117408.0,4555.0,116397.0,116397.0,116397.0,935.0,759.0,759.0,118982.0,118982.0
2002-12-19,2509.0,25000.0,25964.0,252.0,2550.0,3570.0,185.0,233.0,434.0,178.0,413.0,1075.0,565.0,1640.0,2165.0,4139.0,10921.0,2165.0,13938.0,13938.0,16020.0,16020.0,1148.0,1805.0,2894.0,2894.0,85170.0,228.0,2894.0,88423.0,88423.0,0.0,90000.0,90000.0,90000.0,90000.0,862.0,291.0,91165.0,91165.0,377.0,2200.0,93420.0,93420.0,772.0,94196.0,94196.0,94197.0,94197.0,86.0,100.0,59.0,261.0,112.0,250.0,579.0,38.0,857.0,43.0,120.0,259.0,123.0,50.0,259.0,115.0,857.0,115.0,1289.0,1797.0,298.0,80.0,499.0,1147.0,1147.0,414.0,1423.0,259.0,280.0,1147.0,1822.0,1050.0,1435.0,17.0,2.0,1423.0,1435.0,2396.0,2.0,2357.0,2357.0,2060.0,2156.0,4752.0,350.0,634.0,73.0,7907.0,267.0,20.0,240.0,277.0,189.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,62.0,348.0,200.0,44.0,50.0,200.0,50.0,847.0,7907.0,20.0,277.0,847.0,201.0,10875.0,10875.0,11512.0,8000.0,8633.0,8633.0,3638.0,843.0,13254.0,1133.0,1500.0,1525.0,3498.0,13254.0,3498.0,16752.0,16752.0,16752.0,16752.0,16877.0,16877.0,16877.0,16877.0,94197.0,1797.0,16877.0,260.0,113177.0,113177.0,95.0,109.0,13.0,220.0,293.0,117334.0,117334.0,4554.0,116270.0,116270.0,116270.0,919.0,830.0,762.0,118762.0,118762.0
2002-12-20,2505.0,18889.0,25624.0,251.0,2550.0,3571.0,184.0,232.0,433.0,177.0,412.0,1072.0,563.0,1635.0,2159.0,4147.0,10930.0,2159.0,13946.0,13946.0,16024.0,16024.0,1127.0,1786.0,2875.0,2875.0,84280.0,228.0,2875.0,88099.0,88099.0,0.0,90438.0,90438.0,90255.0,90255.0,856.0,291.0,91352.0,91352.0,376.0,2200.0,93551.0,93551.0,758.0,94257.0,94257.0,94246.0,94246.0,83.0,100.0,58.0,260.0,110.0,250.0,578.0,37.0,852.0,43.0,120.0,257.0,123.0,50.0,257.0,114.0,852.0,114.0,1280.0,1781.0,298.0,80.0,498.0,1141.0,1141.0,410.0,1418.0,259.0,280.0,1143.0,1818.0,1050.0,1435.0,17.0,2.0,1418.0,1435.0,2385.0,2.0,2344.0,2344.0,2048.0,2144.0,4740.0,350.0,630.0,73.0,7894.0,267.0,20.0,240.0,275.0,189.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,61.0,347.0,200.0,44.0,50.0,200.0,50.0,848.0,7894.0,20.0,275.0,848.0,199.0,10864.0,10864.0,11497.0,8000.0,8630.0,8630.0,3631.0,835.0,13234.0,1128.0,1500.0,1515.0,3479.0,13234.0,3479.0,16713.0,16713.0,16713.0,16713.0,16836.0,16836.0,16836.0,16836.0,94246.0,1781.0,16836.0,266.0,113102.0,113102.0,94.0,109.0,13.0,218.0,291.0,117289.0,117289.0,4554.0,116171.0,116171.0,116171.0,912.0,912.0,803.0,118748.0,118748.0
2002-12-21,2502.0,8696.0,13947.0,251.0,2550.0,3569.0,184.0,232.0,432.0,177.0,411.0,1069.0,562.0,1631.0,2154.0,4152.0,10935.0,2154.0,13955.0,13955.0,16030.0,16030.0,1109.0,1766.0,2859.0,2859.0,79436.0,228.0,2859.0,83624.0,83624.0,0.0,95396.0,95396.0,94703.0,94703.0,850.0,291.0,95442.0,95442.0,375.0,2200.0,97218.0,97218.0,754.0,97293.0,97293.0,97083.0,97083.0,83.0,100.0,60.0,259.0,111.0,250.0,577.0,38.0,849.0,42.0,120.0,256.0,122.0,50.0,256.0,114.0,849.0,114.0,1272.0,1771.0,297.0,80.0,496.0,1136.0,1136.0,406.0,1412.0,259.0,280.0,1139.0,1815.0,1050.0,1434.0,17.0,2.0,1412.0,1434.0,2373.0,2.0,2331.0,2331.0,2034.0,2131.0,4728.0,350.0,626.0,73.0,7882.0,267.0,20.0,240.0,272.0,188.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,60.0,347.0,200.0,44.0,50.0,200.0,50.0,847.0,7882.0,20.0,272.0,847.0,198.0,10852.0,10852.0,11484.0,8000.0,8628.0,8628.0,3624.0,821.0,13206.0,1129.0,1500.0,1503.0,3462.0,13206.0,3462.0,16668.0,16668.0,16668.0,16668.0,16792.0,16792.0,16792.0,16792.0,97083.0,1771.0,16792.0,277.0,113707.0,113707.0,94.0,109.0,13.0,217.0,291.0,117685.0,117685.0,4553.0,116470.0,116470.0,116470.0,929.0,1020.0,836.0,119073.0,119073.0
2002-12-22,2499.0,8688.0,9672.0,250.0,2550.0,3566.0,184.0,231.0,431.0,176.0,409.0,1066.0,561.0,1627.0,2149.0,4155.0,10915.0,2149.0,13962.0,13962.0,16034.0,16034.0,1096.0,1755.0,2848.0,2848.0,79170.0,227.0,2848.0,82374.0,82374.0,0.0,97000.0,97000.0,97000.0,97000.0,845.0,291.0,98125.0,98125.0,375.0,2200.0,100332.0,100332.0,757.0,100948.0,100948.0,100879.0,100879.0,83.0,100.0,61.0,258.0,110.0,250.0,575.0,40.0,848.0,42.0,120.0,255.0,122.0,50.0,255.0,113.0,848.0,113.0,1267.0,1772.0,297.0,80.0,495.0,1130.0,1130.0,403.0,1406.0,258.0,280.0,1135.0,1812.0,1050.0,1433.0,17.0,2.0,1406.0,1433.0,2362.0,2.0,2317.0,2317.0,2019.0,2117.0,4714.0,350.0,622.0,73.0,7870.0,266.0,20.0,240.0,269.0,188.0,1.0,61.0,4.0,30.0,2.0,1.0,4.0,2.0,61.0,347.0,200.0,44.0,50.0,200.0,50.0,844.0,7870.0,20.0,269.0,844.0,197.0,10838.0,10838.0,11468.0,8000.0,8626.0,8626.0,3617.0,827.0,13187.0,1193.0,1500.0,1495.0,3447.0,13187.0,3447.0,16634.0,16634.0,16634.0,16634.0,16757.0,16757.0,16757.0,16757.0,100879.0,1772.0,16757.0,312.0,117671.0,117671.0,93.0,109.0,13.0,215.0,292.0,121232.0,121232.0,4552.0,119821.0,119821.0,119821.0,940.0,1096.0,872.0,122297.0,122297.0
2002-12-23,2496.0,8685.0,9642.0,250.0,2550.0,3563.0,183.0,231.0,431.0,176.0,408.0,1063.0,559.0,1622.0,2145.0,4156.0,10883.0,2145.0,13947.0,13947.0,16021.0,16021.0,1094.0,1751.0,2844.0,2844.0,79170.0,227.0,2844.0,82369.0,82369.0,0.0,97000.0,97000.0,97000.0,97000.0,840.0,290.0,98140.0,98140.0,374.0,2200.0,100395.0,100395.0,759.0,101155.0,101155.0,101155.0,101155.0,81.0,100.0,59.0,257.0,108.0,250.0,574.0,42.0,847.0,42.0,120.0,254.0,122.0,50.0,254.0,113.0,847.0,113.0,1266.0,1769.0,296.0,80.0,493.0,1125.0,1125.0,399.0,1400.0,258.0,280.0,1131.0,1808.0,1050.0,1432.0,17.0,2.0,1400.0,1432.0,2350.0,2.0,2304.0,2304.0,2004.0,2102.0,4699.0,350.0,618.0,73.0,7850.0,266.0,20.0,240.0,266.0,188.0,1.0,60.0,4.0,30.0,2.0,1.0,4.0,2.0,61.0,346.0,200.0,43.0,50.0,200.0,50.0,843.0,7850.0,20.0,266.0,843.0,196.0,10822.0,10822.0,11450.0,8000.0,8624.0,8624.0,3610.0,830.0,13184.0,1213.0,1500.0,1487.0,3436.0,13184.0,3436.0,16620.0,16620.0,16620.0,16620.0,16743.0,16743.0,16743.0,16743.0,101155.0,1769.0,16743.0,329.0,119898.0,119898.0,93.0,109.0,13.0,215.0,292.0,124057.0,124057.0,4551.0,122730.0,122730.0,122730.0,1046.0,1053.0,833.0,125506.0,125506.0
2002-12-24,2493.0,8682.0,9637.0,249.0,2550.0,3560.0,183.0,230.0,430.0,175.0,407.0,1060.0,558.0,1618.0,2138.0,4157.0,10885.0,2138.0,13920.0,13920.0,15989.0,15989.0,1095.0,1753.0,2846.0,2846.0,79151.0,227.0,2846.0,82359.0,82359.0,0.0,97000.0,97000.0,97000.0,97000.0,835.0,290.0,98135.0,98135.0,373.0,2200.0,100389.0,100389.0,744.0,101137.0,101137.0,101138.0,101138.0,77.0,100.0,56.0,256.0,106.0,250.0,573.0,38.0,846.0,42.0,120.0,254.0,121.0,50.0,254.0,112.0,846.0,112.0,1265.0,1762.0,296.0,80.0,492.0,1119.0,1119.0,395.0,1394.0,258.0,280.0,1127.0,1805.0,1050.0,1431.0,17.0,2.0,1394.0,1431.0,2338.0,2.0,2290.0,2290.0,1990.0,2087.0,4685.0,350.0,614.0,73.0,7835.0,266.0,20.0,240.0,263.0,187.0,1.0,60.0,4.0,30.0,2.0,1.0,4.0,2.0,61.0,346.0,200.0,43.0,50.0,200.0,50.0,842.0,7835.0,20.0,263.0,842.0,195.0,10806.0,10806.0,11433.0,8000.0,8622.0,8622.0,3603.0,813.0,13159.0,1198.0,1500.0,1475.0,3421.0,13159.0,3421.0,16579.0,16579.0,16579.0,16579.0,16701.0,16701.0,16701.0,16701.0,101138.0,1762.0,16701.0,315.0,119955.0,119955.0,91.0,101.0,12.0,215.0,291.0,124274.0,124274.0,4584.0,122982.0,122982.0,122982.0,970.0,1023.0,798.0,125843.0,125843.0
